Sample 1	Sample 2	Matches	Mismatches	Jaccard Index	Mash-like distance	SNPs	SNP distance
CMS_002_20c_Rb_S133_L004_ksize_15	CMS_057_RNA_A_S11_ksize_15	4000	24544	0.140135	0.045263	28	0.007
CMS_002_20c_Rb_S133_L004_ksize_15	CMS_058_RNA_A_S9_ksize_15	4503	25865	0.148281	0.0436698	34	0.00755052
CMS_002_20c_Rb_S133_L004_ksize_15	CMS_059_RNA_A_S10_ksize_15	4612	37015	0.110793	0.0520005	31	0.0067216
CMS_002_20c_Rb_S133_L004_ksize_15	CMS_060_RNA_A_S12_ksize_15	6484	13835	0.31911	0.0234203	12	0.00185071
CMS_002_20c_Rb_S133_L004_ksize_15	CMS_water1_S11_ksize_15	942	13979	0.0631325	0.0687288	0	0
CMS_002_20c_Rb_S133_L004_ksize_15	CMS_water2_S24_ksize_15	2915	48863	0.056298	0.0722167	17	0.0058319
CMS_002_20c_Rb_S133_L004_ksize_15	CMS_water3_Qiagen_S26_ksize_15	6493	31063	0.172888	0.039401	9	0.00138611
CMS_002_20c_Rb_S133_L004_ksize_15	CMS_water4_Zymo_S27_ksize_15	978	67256	0.014333	0.115041	6	0.00613497
CMS_002_20c_Rb_S133_L004_ksize_15	CMS_water5_RNA_A_S12_ksize_15	1341	27179	0.0470196	0.0777416	8	0.0059657
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_20e_Rb_S135_L004_ksize_15	10443	7424	0.584485	0.00981084	0	0
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_21a_Rb_S136_L004_ksize_15	8539	12096	0.413811	0.0172738	11	0.00128821
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_22a_Rb_S137_L004_ksize_15	4162	20508	0.168707	0.0400756	24	0.00576646
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_23a_Rb_S138_L004_ksize_15	4008	20748	0.1619	0.0412156	25	0.00623753
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_25a_Rb_S140_L004_ksize_15	3768	19560	0.161523	0.0412805	24	0.00636943
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_25b_Rb_S141_L004_ksize_15	3941	20407	0.161861	0.0412223	26	0.00659731
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_25c_Rb_S142_L004_ksize_15	4076	22491	0.153423	0.0427142	26	0.0063788
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_25d_Rb_S143_L004_ksize_15	4172	20662	0.167995	0.0401923	26	0.00623202
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_25e_Rb_S144_L004_ksize_15	4216	21918	0.161322	0.0413149	26	0.00616698
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_25f_Rb_S145_L004_ksize_15	4059	22045	0.155493	0.0423397	26	0.00640552
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_26a_Rb_S146_L004_ksize_15	4157	20262	0.170236	0.0398267	26	0.00625451
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_26b_Rb_S147_L004_ksize_15	4120	19986	0.170912	0.0397175	25	0.00606796
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_26c_Rb_S148_L004_ksize_15	4129	24963	0.141929	0.0449032	27	0.00653911
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_26d_Rb_S149_L004_ksize_15	4205	21170	0.165714	0.0405702	25	0.0059453
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_26e_Rb_S150_L004_ksize_15	4162	27519	0.131372	0.0470969	27	0.00648727
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_27a_Rb_S152_L004_ksize_15	4035	21356	0.158915	0.0417331	23	0.00570012
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_27b_Rb_S153_L004_ksize_15	4027	26888	0.13026	0.0473394	23	0.00571145
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_28a_Rb_S154_L004_ksize_15	3938	19019	0.171538	0.0396168	23	0.00584053
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_28b_Rb_S155_L004_ksize_15	4011	20795	0.161695	0.0412509	24	0.00598355
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_28c_Rb_S156_L004_ksize_15	4019	22115	0.153784	0.0426485	23	0.00572282
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_28d_Rb_S157_L004_ksize_15	3999	20800	0.161257	0.0413263	23	0.00575144
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_28e_Rb_S158_L004_ksize_15	4027	30954	0.11512	0.0508903	26	0.00645642
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_29a_Rb_S159_L004_ksize_15	4265	24293	0.149345	0.043469	21	0.0049238
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_29b_Rb_S160_L004_ksize_15	3943	21536	0.154755	0.0424727	23	0.00583312
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_29c_Rb_S161_L004_ksize_15	4025	22220	0.153363	0.0427253	24	0.00596273
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_29d_Rb_S162_L004_ksize_15	4030	25939	0.134472	0.0464328	24	0.00595534
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_29e_Rb_S164_L004_ksize_15	3896	22435	0.147962	0.0437303	22	0.00564682
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_31a_Rb_S165_L004_ksize_15	3961	29894	0.116999	0.0504222	23	0.00580661
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_32a_Rb_S166_L004_ksize_15	3843	27051	0.124393	0.0486582	24	0.00624512
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_33a_Rb_S167_L004_ksize_15	3953	24792	0.13752	0.0457965	22	0.00556539
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_34a_Rb_S168_L004_ksize_15	3906	22704	0.146787	0.0439545	25	0.00640041
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_35a_Rb_S169_L004_ksize_15	3925	32559	0.107581	0.0528561	23	0.00585987
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_36a_Rb_S170_L004_ksize_15	3904	24692	0.136523	0.0460029	23	0.00589139
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_37a_Rb_S171_L004_ksize_15	4213	23838	0.150191	0.0433106	26	0.00617137
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_38a_Rb_S172_L004_ksize_15	3996	28035	0.124754	0.0485751	24	0.00600601
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_39a_Rb_S173_L004_ksize_15	3910	23818	0.141013	0.0450863	23	0.00588235
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_40a_Rb_S174_L004_ksize_15	3946	28560	0.121393	0.0493596	21	0.00532184
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_41a_Rb_S176_L004_ksize_15	3938	26268	0.130371	0.0473151	25	0.0063484
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_42a_Rb_S177_L004_ksize_15	3716	19008	0.163528	0.0409382	21	0.00565124
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_44a_Rb_S178_L004_ksize_15	4464	22193	0.167461	0.0402803	32	0.00716846
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_44b_Rb_S179_L004_ksize_15	4029	19688	0.169878	0.0398847	26	0.00645321
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_44c_Rb_S180_L004_ksize_15	4232	19695	0.176871	0.0387756	27	0.00637996
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_44d_Rb_S181_L004_ksize_15	4625	24703	0.157699	0.0419469	31	0.0067027
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_44e_Rb_S182_L004_ksize_15	4279	21835	0.163858	0.0408821	31	0.00724468
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_45a_Rb_S183_L004_ksize_15	4440	23838	0.157013	0.0420685	24	0.00540541
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_45b_Rb_S184_L004_ksize_15	4080	23640	0.147186	0.0438781	25	0.00612745
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_45c_Rb_S185_L004_ksize_15	3726	26125	0.12482	0.04856	21	0.00563607
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_45d_Rb_S186_L004_ksize_15	4177	24484	0.145738	0.0441563	27	0.00646397
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_45e_Rb_S188_L004_ksize_15	3828	26333	0.126919	0.0480822	25	0.00653083
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_45f_Rb_S189_L004_ksize_15	3931	19291	0.169279	0.0399821	24	0.00610532
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_45g_Rb_S190_L004_ksize_15	3967	21417	0.15628	0.042199	27	0.00680615
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_46a_Rb_S191_L004_ksize_15	4127	21166	0.163168	0.0409993	24	0.00581536
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_46b_Rb_S192_L004_ksize_15	4021	21172	0.159608	0.0416119	23	0.00571997
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_47a_Rb_S193_L004_ksize_15	4004	21156	0.159141	0.0416934	24	0.00599401
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_47b_Rb_S194_L004_ksize_15	3808	19163	0.165774	0.0405602	23	0.00603992
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_47c_Rb_S195_L004_ksize_15	3979	21242	0.157765	0.0419352	25	0.00628299
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_47d_Rb_S196_L004_ksize_15	3820	21283	0.152173	0.0429432	23	0.00602094
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_47e_Rb_S197_L004_ksize_15	3893	19589	0.165787	0.0405582	24	0.00616491
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_47f_Rb_S198_L004_ksize_15	4024	19753	0.169239	0.0399887	23	0.00571571
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_47g_Rb_S200_L004_ksize_15	3948	21532	0.154945	0.0424384	22	0.00557244
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_47h_Rb_S1_L004_ksize_15	3998	22170	0.152782	0.0428314	23	0.00575288
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_47i_Rb_S2_L004_ksize_15	4003	18652	0.176694	0.0388032	25	0.00624532
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_47j_Rb_S3_L004_ksize_15	3860	21787	0.150505	0.043252	23	0.00595855
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_49a_Rb_S4_L004_ksize_15	3945	19897	0.165464	0.040612	23	0.00583016
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_4a_Rb_S117_L004_ksize_15	4114	20905	0.164435	0.0407848	23	0.00559067
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_50a_Rb_S5_L004_ksize_15	4117	16988	0.195072	0.0361111	22	0.0053437
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_51a_Rb_S6_L004_ksize_15	3998	20947	0.160273	0.0414964	24	0.006003
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_54a_Rb_S8_L004_ksize_15	3767	17701	0.17547	0.0389937	21	0.00557473
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_56a_Rb_S9_L004_ksize_15	3901	26523	0.128221	0.0477901	22	0.00563958
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_57a_Rb_S10_L004_ksize_15	4032	20776	0.162528	0.0411082	23	0.00570437
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_7a_Rb_S118_L004_ksize_15	6593	14441	0.313445	0.0238593	6	0.000910056
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_RNA_A_S1_ksize_15	3856	28895	0.117737	0.0502407	23	0.00596473
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_Water1_Rb_S127_L004_ksize_15	3249	93662	0.0335256	0.0882347	22	0.00677131
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_Water2_Rb_S139_L004_ksize_15	288	88472	0.0032447	0.162607	9	0.03125
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_Water3_Rb_S151_L004_ksize_15	236	76271	0.00308468	0.164234	4	0.0169492
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_Water4_Rb_S163_L004_ksize_15	241	92556	0.00259707	0.169768	10	0.0414938
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_Water5_Rb_S175_L004_ksize_15	670	105109	0.00633396	0.141129	12	0.0179104
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_Water6_Rb_S187_L004_ksize_15	284	44968	0.00627597	0.141424	8	0.028169
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_Water7_Rb_S199_L004_ksize_15	2703	79522	0.0328732	0.0888482	17	0.00628931
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_002_Water8_Rb_S11_L004_ksize_15	91	23170	0.00391213	0.156595	2	0.021978
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_003_RNA_A_S2_ksize_15	7820	20968	0.271641	0.0274334	0	0
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_004_RNA_A_S2_ksize_15	3926	21129	0.156695	0.0421249	23	0.00585838
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_005_RNA_A_S3_ksize_15	6824	26988	0.201822	0.0351955	7	0.00102579
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_006_RNA_A_S5_ksize_15	3852	22080	0.148542	0.0436204	24	0.00623053
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_007_RNA_A_S12_ksize_15	3677	19381	0.159467	0.0416364	24	0.00652706
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_008_RNA_A_S3_ksize_15	7375	13411	0.354806	0.0208611	2	0.000271186
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_009_RNA_A_S13_ksize_15	7057	29761	0.191673	0.0365864	0	0
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_010_RNA_A_S1_ksize_15	3795	17450	0.17863	0.0385046	24	0.00632411
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_011_RNA_A_S4_ksize_15	3954	29663	0.117619	0.0502696	24	0.0060698
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_012_RNA_A_S4_ksize_15	4522	26710	0.144787	0.0443407	24	0.00530739
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_013_RNA_A_S5_ksize_15	3835	25206	0.132055	0.0469492	25	0.00651891
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_014_RNA_A_S5_ksize_15	6762	18221	0.270664	0.0275248	8	0.00118308
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_015_RNA_A_S13_ksize_15	3960	17910	0.18107	0.0381337	23	0.00580808
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_016_RNA_A_S6_ksize_15	6605	21125	0.23819	0.0308126	13	0.00196821
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_017_RNA_A_S6_ksize_15	3774	19820	0.159956	0.0415514	23	0.00609433
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_018_RNA_A_S14_ksize_15	3992	24001	0.142607	0.0447686	24	0.00601202
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_019_RNA_A_S14_ksize_15	3854	18061	0.175861	0.0389327	23	0.00596783
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_020_RNA_A_S15_ksize_15	3734	32045	0.104363	0.053742	23	0.00615961
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_021_RNA_A_S16_ksize_15	3878	22078	0.149407	0.0434575	23	0.00593089
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_022_RNA_A_S6_ksize_15	3945	24773	0.13737	0.0458273	25	0.00633714
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_023_RNA_A_S17_ksize_15	3909	19676	0.165741	0.0405658	23	0.00588386
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_024_RNA_A_S15_ksize_15	3748	25696	0.127292	0.047998	22	0.0058698
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_025_RNA_A_S7_ksize_15	7317	14007	0.343134	0.021661	3	0.000410004
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_026_RNA_A_S18_ksize_15	6478	13238	0.328566	0.0227088	6	0.000926212
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_027_RNA_A_S16_ksize_15	3682	26153	0.123412	0.0488855	22	0.00597501
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_028_RNA_A_S17_ksize_15	3929	23322	0.144178	0.0444595	23	0.00585391
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_029_RNA_A_S18_ksize_15	3959	42619	0.0849972	0.0597925	21	0.00530437
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_030_RNA_A_S7_ksize_15	4156	27797	0.130066	0.047382	24	0.00577478
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_031_RNA_A_S19_ksize_15	3760	24792	0.13169	0.0470281	24	0.00638298
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_032_RNA_A_S7_ksize_15	3956	24005	0.141483	0.0449922	22	0.00556117
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_033_RNA_A_S8_ksize_15	3944	24461	0.138849	0.0455239	23	0.00583164
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_034_RNA_A_S19_ksize_15	4009	24519	0.140529	0.0451835	24	0.00598653
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_035_RNA_A_S20_ksize_15	3646	25205	0.126373	0.0482055	20	0.00548546
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_036_RNA_A_S20_ksize_15	3877	24507	0.136591	0.0459887	23	0.00593242
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_037_RNA_A_S21_ksize_15	3927	20533	0.160548	0.0414487	25	0.00636618
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_038_RNA_A_S22_ksize_15	4015	20976	0.160658	0.0414296	23	0.00572852
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_039_RNA_A_S9_ksize_15	3873	17450	0.181635	0.0380487	23	0.00593855
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_040_RNA_A_S21_ksize_15	3630	17015	0.175829	0.0389377	20	0.00550964
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_041_RNA_A_S10_ksize_15	3843	22768	0.144414	0.0444134	22	0.00572469
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_042_RNA_A_S23_ksize_15	3966	18134	0.179457	0.0383783	22	0.00554715
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_043_RNA_A_S24_ksize_15	3896	22845	0.145694	0.0441649	22	0.00564682
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_044_RNA_A_S25_ksize_15	3806	21769	0.148817	0.0435685	21	0.0055176
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_045_RNA_A_S2_ksize_15	3854	27905	0.121351	0.0493694	25	0.00648677
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_046_RNA_A_S3_ksize_15	3845	26782	0.125543	0.0483944	22	0.00572172
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_047_RNA_A_S4_ksize_15	3782	28746	0.116269	0.050603	24	0.00634585
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_048_RNA_A_S5_ksize_15	3860	20397	0.159129	0.0416955	24	0.00621762
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_049_RNA_A_S6_ksize_15	4149	25431	0.140264	0.0452369	23	0.0055435
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_050_RNA_A_S23_ksize_15	3815	20906	0.154322	0.0425509	23	0.00602883
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_051_RNA_A_S8_ksize_15	4249	30710	0.121542	0.0493242	26	0.00611909
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_052_RNA_A_S7_ksize_15	3828	18164	0.174063	0.0392148	23	0.00600836
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_053_RNA_A_S8_ksize_15	3868	18245	0.17492	0.03908	24	0.00620476
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_054_RNA_A_S11_ksize_15	4026	18864	0.175885	0.038929	22	0.00546448
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_055_RNA_A_S9_ksize_15	3888	16934	0.186726	0.0372957	23	0.00591564
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_056_RNA_A_S10_ksize_15	3699	20463	0.153092	0.0427748	21	0.00567721
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_057_RNA_A_S11_ksize_15	3799	25629	0.129095	0.0475961	24	0.00631745
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_058_RNA_A_S9_ksize_15	4196	27162	0.13381	0.0465733	24	0.00571973
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_059_RNA_A_S10_ksize_15	4305	38312	0.101016	0.0546956	23	0.00534263
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_060_RNA_A_S12_ksize_15	6134	15218	0.28728	0.026022	10	0.00163026
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_water1_S11_ksize_15	941	14664	0.0603012	0.0701229	0	0
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_water2_S24_ksize_15	2937	49502	0.0560079	0.0723745	17	0.00578822
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_water3_Qiagen_S26_ksize_15	6211	32310	0.161237	0.0413297	5	0.000805023
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_water4_Zymo_S27_ksize_15	1011	67873	0.0146768	0.114287	7	0.00692384
CMS_002_20d_Rb_S134_L004_ksize_15	CMS_water5_RNA_A_S12_ksize_15	1337	27870	0.0457767	0.0785675	8	0.00598355
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_21a_Rb_S136_L004_ksize_15	8875	11600	0.433455	0.0162228	16	0.00180282
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_22a_Rb_S137_L004_ksize_15	4312	20384	0.174603	0.0391298	28	0.00649351
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_23a_Rb_S138_L004_ksize_15	4061	20818	0.16323	0.0409887	28	0.00689485
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_25a_Rb_S140_L004_ksize_15	3855	19562	0.164624	0.040753	24	0.00622568
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_25b_Rb_S141_L004_ksize_15	4080	20305	0.167316	0.0403042	27	0.00661765
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_25c_Rb_S142_L004_ksize_15	4145	22529	0.155395	0.0423575	29	0.00699638
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_25d_Rb_S143_L004_ksize_15	4251	20680	0.170511	0.0397823	28	0.00658669
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_25e_Rb_S144_L004_ksize_15	4297	21932	0.163826	0.0408876	28	0.00651617
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_25f_Rb_S145_L004_ksize_15	4113	22113	0.156829	0.0421011	29	0.00705081
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_26a_Rb_S146_L004_ksize_15	4206	20340	0.171352	0.0396467	27	0.0064194
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_26b_Rb_S147_L004_ksize_15	4246	19910	0.175774	0.0389463	27	0.00635893
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_26c_Rb_S148_L004_ksize_15	4211	24975	0.144282	0.0444393	27	0.00641178
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_26d_Rb_S149_L004_ksize_15	4237	21282	0.166033	0.040517	27	0.00637243
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_26e_Rb_S150_L004_ksize_15	4302	27415	0.135637	0.0461877	28	0.0065086
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_27a_Rb_S152_L004_ksize_15	4033	21536	0.15773	0.0419414	24	0.0059509
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_27b_Rb_S153_L004_ksize_15	4108	26902	0.132473	0.046859	26	0.00632911
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_28a_Rb_S154_L004_ksize_15	4061	18949	0.176488	0.0388351	27	0.00664861
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_28b_Rb_S155_L004_ksize_15	4187	20619	0.16879	0.040062	27	0.00644853
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_28c_Rb_S156_L004_ksize_15	4188	21953	0.160208	0.0415075	24	0.00573066
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_28d_Rb_S157_L004_ksize_15	4198	20578	0.169438	0.0399562	26	0.00619343
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_28e_Rb_S158_L004_ksize_15	4174	30836	0.119223	0.0498789	26	0.00622904
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_29a_Rb_S159_L004_ksize_15	4360	24279	0.15224	0.0429309	23	0.00527523
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_29b_Rb_S160_L004_ksize_15	4033	21532	0.157755	0.0419371	25	0.00619886
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_29c_Rb_S161_L004_ksize_15	4134	22178	0.157115	0.0420504	28	0.0067731
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_29d_Rb_S162_L004_ksize_15	4184	25807	0.139509	0.0453897	29	0.00693117
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_29e_Rb_S164_L004_ksize_15	3902	22599	0.14724	0.0438679	25	0.00640697
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_31a_Rb_S165_L004_ksize_15	4177	29638	0.123525	0.0488592	26	0.00622456
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_32a_Rb_S166_L004_ksize_15	4002	26909	0.129468	0.0475135	26	0.00649675
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_33a_Rb_S167_L004_ksize_15	4083	24708	0.141815	0.0449259	25	0.00612295
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_34a_Rb_S168_L004_ksize_15	4091	22510	0.153791	0.0426473	26	0.00635541
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_35a_Rb_S169_L004_ksize_15	4100	32385	0.112375	0.0515892	27	0.00658537
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_36a_Rb_S170_L004_ksize_15	4022	24632	0.140364	0.0452166	26	0.00646445
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_37a_Rb_S171_L004_ksize_15	4351	23738	0.1549	0.0424464	27	0.00620547
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_38a_Rb_S172_L004_ksize_15	4190	27823	0.130884	0.047203	24	0.00572792
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_39a_Rb_S173_L004_ksize_15	4090	23634	0.147526	0.0438134	25	0.00611247
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_40a_Rb_S174_L004_ksize_15	4176	28276	0.128682	0.0476875	25	0.00598659
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_41a_Rb_S176_L004_ksize_15	4070	26180	0.134545	0.0464174	26	0.00638821
CMS_002_20e_Rb_S135_L004_ksize_15	CMS_002_42a_Rb_S177_L004_ksize_15	3797	19022	0.166396	0.0404566	23	0.00605741
