NewIDseqName,visual_genus,visual_species,ska_genus,ska_species,CMS002_053a_Rb_S7_L004,CMS_001_RNA_A_S1,CMS_002_10a_Rb_S119_L004,CMS_002_13a_Rb_S120_L004,CMS_002_16a_Rb_S121_L004,CMS_002_17a_Rb_S122_L004,CMS_002_17b_Rb_S123_L004,CMS_002_17c_Rb_S124_L004,CMS_002_17d_Rb_S125_L004,CMS_002_17e_Rb_S126_L004,CMS_002_18a_Rb_S128_L004,CMS_002_18b_Rb_S129_L004,CMS_002_19a_Rb_S130_L004,CMS_002_1a_Rb_S116_L004,CMS_002_20a_Rb_S131_L004,CMS_002_20b_Rb_S132_L004,CMS_002_20c_Rb_S133_L004,CMS_002_20d_Rb_S134_L004,CMS_002_20e_Rb_S135_L004,CMS_002_21a_Rb_S136_L004,CMS_002_22a_Rb_S137_L004,CMS_002_23a_Rb_S138_L004,CMS_002_25a_Rb_S140_L004,CMS_002_25b_Rb_S141_L004,CMS_002_25c_Rb_S142_L004,CMS_002_25d_Rb_S143_L004,CMS_002_25e_Rb_S144_L004,CMS_002_25f_Rb_S145_L004,CMS_002_26a_Rb_S146_L004,CMS_002_26b_Rb_S147_L004,CMS_002_26c_Rb_S148_L004,CMS_002_26d_Rb_S149_L004,CMS_002_26e_Rb_S150_L004,CMS_002_27a_Rb_S152_L004,CMS_002_27b_Rb_S153_L004,CMS_002_28a_Rb_S154_L004,CMS_002_28b_Rb_S155_L004,CMS_002_28c_Rb_S156_L004,CMS_002_28d_Rb_S157_L004,CMS_002_28e_Rb_S158_L004,CMS_002_29a_Rb_S159_L004,CMS_002_29b_Rb_S160_L004,CMS_002_29c_Rb_S161_L004,CMS_002_29d_Rb_S162_L004,CMS_002_29e_Rb_S164_L004,CMS_002_31a_Rb_S165_L004,CMS_002_32a_Rb_S166_L004,CMS_002_33a_Rb_S167_L004,CMS_002_34a_Rb_S168_L004,CMS_002_35a_Rb_S169_L004,CMS_002_36a_Rb_S170_L004,CMS_002_37a_Rb_S171_L004,CMS_002_38a_Rb_S172_L004,CMS_002_39a_Rb_S173_L004,CMS_002_40a_Rb_S174_L004,CMS_002_41a_Rb_S176_L004,CMS_002_42a_Rb_S177_L004,CMS_002_44a_Rb_S178_L004,CMS_002_44b_Rb_S179_L004,CMS_002_44c_Rb_S180_L004,CMS_002_44d_Rb_S181_L004,CMS_002_44e_Rb_S182_L004,CMS_002_45a_Rb_S183_L004,CMS_002_45b_Rb_S184_L004,CMS_002_45c_Rb_S185_L004,CMS_002_45d_Rb_S186_L004,CMS_002_45e_Rb_S188_L004,CMS_002_45f_Rb_S189_L004,CMS_002_45g_Rb_S190_L004,CMS_002_46a_Rb_S191_L004,CMS_002_46b_Rb_S192_L004,CMS_002_47a_Rb_S193_L004,CMS_002_47b_Rb_S194_L004,CMS_002_47c_Rb_S195_L004,CMS_002_47d_Rb_S196_L004,CMS_002_47e_Rb_S197_L004,CMS_002_47f_Rb_S198_L004,CMS_002_47g_Rb_S200_L004,CMS_002_47h_Rb_S1_L004,CMS_002_47i_Rb_S2_L004,CMS_002_47j_Rb_S3_L004,CMS_002_49a_Rb_S4_L004,CMS_002_4a_Rb_S117_L004,CMS_002_50a_Rb_S5_L004,CMS_002_51a_Rb_S6_L004,CMS_002_54a_Rb_S8_L004,CMS_002_56a_Rb_S9_L004,CMS_002_57a_Rb_S10_L004,CMS_002_7a_Rb_S118_L004,CMS_002_RNA_A_S1,CMS_003_RNA_A_S2,CMS_004_RNA_A_S2,CMS_005_RNA_A_S3,CMS_006_RNA_A_S5,CMS_007_RNA_A_S12,CMS_008_RNA_A_S3,CMS_009_RNA_A_S13,CMS_010_RNA_A_S1,CMS_011_RNA_A_S4,CMS_012_RNA_A_S4,CMS_013_RNA_A_S5,CMS_014_RNA_A_S5,CMS_015_RNA_A_S13,CMS_016_RNA_A_S6,CMS_017_RNA_A_S6,CMS_018_RNA_A_S14,CMS_019_RNA_A_S14,CMS_020_RNA_A_S15,CMS_021_RNA_A_S16,CMS_022_RNA_A_S6,CMS_023_RNA_A_S17,CMS_024_RNA_A_S15,CMS_025_RNA_A_S7,CMS_026_RNA_A_S18,CMS_027_RNA_A_S16,CMS_028_RNA_A_S17,CMS_029_RNA_A_S18,CMS_030_RNA_A_S7,CMS_031_RNA_A_S19,CMS_032_RNA_A_S7,CMS_033_RNA_A_S8,CMS_034_RNA_A_S19,CMS_035_RNA_A_S20,CMS_036_RNA_A_S20,CMS_037_RNA_A_S21,CMS_038_RNA_A_S22,CMS_039_RNA_A_S9,CMS_040_RNA_A_S21,CMS_041_RNA_A_S10,CMS_042_RNA_A_S23,CMS_043_RNA_A_S24,CMS_044_RNA_A_S25,CMS_045_RNA_A_S2,CMS_046_RNA_A_S3,CMS_047_RNA_A_S4,CMS_048_RNA_A_S5,CMS_049_RNA_A_S6,CMS_050_RNA_A_S23,CMS_051_RNA_A_S8,CMS_052_RNA_A_S7,CMS_053_RNA_A_S8,CMS_054_RNA_A_S11,CMS_055_RNA_A_S9,CMS_056_RNA_A_S10,CMS_057_RNA_A_S11,CMS_058_RNA_A_S9,CMS_059_RNA_A_S10,CMS_060_RNA_A_S12
CMS002_047e_Rb_S197_L004,Culex,erythrothorax,Culex,erythrothorax,0.00022366400000000002,0.00032397400000000004,0.00157332,0.00183374,0.00705823,0.0071066,0.00721464,0.00781047,0.00725953,0.00715929,0.007475700000000001,0.00720721,0.00773595,0.00182371,0.007106100000000001,0.00659502,0.00712251,0.00616491,0.00639292,0.0075006,0.0021059,0.00194903,0.008082500000000001,0.00750268,0.0075718,0.00716757,0.00743018,0.00736842,0.00618079,0.00625489,0.00624187,0.00643501,0.00609137,0.00144741,0.00226381,0.0,0.00010670100000000001,0.00010717,0.00021920200000000002,0.00011038700000000001,0.00286145,0.00283286,0.00226689,0.00235156,0.00280243,0.00250368,0.00258398,0.00263505,0.00253845,0.00295159,0.00301205,0.00244604,0.0028649,0.0025587,0.00250848,0.0027023000000000004,0.00258649,0.00615331,0.00691742,0.00677541,0.00650172,0.00623624,0.00594206,0.00623539,0.00665702,0.00618557,0.00671516,0.00652884,0.00578035,0.00175048,0.00197119,0.000207771,0.000121714,0.00043276,0.000310945,0.0,0.00033215199999999995,0.000928601,0.00010421,0.00010986600000000001,0.000111445,0.00258594,0.00173338,0.00198352,0.00182371,0.00160514,0.00241473,0.00222849,0.00702576,0.00251375,0.00702788,0.00191785,0.00696786,0.000341569,0.000273748,0.00720139,0.00611214,0.000122369,0.000232019,0.00675204,0.000119517,0.00694444,0.00025667400000000003,0.00660442,0.000348351,0.000256312,0.0004828,0.000117467,0.000473373,0.00039510099999999997,0.000249221,0.000532481,0.0070193,0.00601395,0.00271199,0.0023486,0.00189231,0.0017783,0.00273645,0.00225361,0.00306078,0.00249084,0.0004095,0.00325781,0.000244798,0.00229183,0.0023045,0.0019802,0.0015674,0.00228206,0.00242903,0.00157178,0.000236044,0.00242461,0.000259471,0.000248416,0.000236602,0.00013313799999999998,0.00229819,0.000124023,0.00025507,0.00211623,0.000506586,0.00025468,0.000242954,0.000330215,0.00171527,0.00644202
CMS002_047f_Rb_S198_L004,Culex,erythrothorax,Culex,erythrothorax,0.00044145199999999995,0.00043426300000000005,0.00155304,0.00176445,0.00731529,0.00738916,0.00717644,0.0070593999999999995,0.00748316,0.00681099,0.0067535,0.00753158,0.00746454,0.00206368,0.00668577,0.00640721,0.00646801,0.00571571,0.00622904,0.00714456,0.00224014,0.00222222,0.00761555,0.00734394,0.00761035,0.00720093,0.00752975,0.00751685,0.00681597,0.00672592,0.00670819,0.00679416,0.00642939,0.00141243,0.00222585,0.000221117,0.00021537799999999998,0.00043802,0.00042840300000000005,0.00021155099999999998,0.00221566,0.00238592,0.00205249,0.00201904,0.00228798,0.00240861,0.00222552,0.00232019,0.00199487,0.00244042,0.00275322,0.00213311,0.00252563,0.00236267,0.00239977,0.00232491,0.00227531,0.00619089,0.00645296,0.00683427,0.00614466,0.0059754,0.00654818,0.00676329,0.00676041,0.00661765,0.00705372,0.00663435,0.00601604,0.001523,0.00210305,0.000425215,0.000237614,0.00022477,0.000222544,0.00033215199999999995,0.0,0.00032345,0.000426394,0.000225606,0.000328299,0.00243087,0.00151999,0.00198201,0.00213708,0.001582,0.00198977,0.0024872,0.00724474,0.00250195,0.00681768,0.00221064,0.00639932,0.000444988,0.000135428,0.00660631,0.00603041,0.000247158,0.000465495,0.00655367,0.000362494,0.00661122,0.000388199,0.00634573,0.000349691,0.000255591,0.000483559,0.00036580900000000003,0.000350959,0.000260281,0.000241809,0.000388299,0.00639449,0.00610759,0.00251753,0.00248468,0.00181309,0.00188379,0.00253336,0.00195901,0.0028640999999999996,0.00247525,0.000274461,0.00301681,0.0,0.0021322,0.00214264,0.00195139,0.0017142,0.00208613,0.0019499000000000003,0.00153951,0.000236574,0.00195049,0.000260484,0.000250438,0.000466744,0.000134898,0.00223964,0.000126936,0.000125786,0.00208701,0.000253518,0.000261063,0.000366569,0.000217132,0.00182098,0.00611546
CMS002_047g_Rb_S200_L004,Culex,erythrothorax,Culex,erythrothorax,0.000220119,0.000311332,0.00190204,0.00224551,0.00723553,0.00702282,0.00731215,0.00785805,0.00727364,0.00726817,0.007972100000000001,0.00767327,0.00753012,0.00255639,0.00639449,0.00608569,0.00633654,0.00557244,0.00619886,0.00722543,0.00286576,0.00255102,0.0078976,0.00741498,0.00763359,0.00711238,0.00788955,0.0076497,0.00661927,0.00697038,0.00674157,0.00685453,0.00674861,0.00143931,0.00272273,0.00021901,0.00020026,0.00019527400000000003,0.00010305,0.00010008,0.00340287,0.0029882,0.00342058,0.00306212,0.00307031,0.00330983,0.00299088,0.00292355,0.00318702,0.00356176,0.00295902,0.00286738,0.0034266999999999995,0.00282738,0.00276444,0.00293083,0.00276288,0.00642138,0.00681431,0.0068813,0.00647986,0.00626118,0.00643777,0.00663391,0.00695797,0.00645802,0.00713306,0.00661901,0.00563317,0.0023559,0.00226963,0.00020418599999999997,0.00023177700000000001,0.000398248,0.000689995,0.000928601,0.00032345,0.0,0.000199481,0.000105241,0.0,0.00291009,0.00231446,0.00247372,0.00261378,0.00159518,0.00264123,0.00293556,0.00715605,0.00237605,0.00688889,0.00207801,0.00654879,0.000324886,0.000265182,0.00666831,0.00591557,0.000117564,0.000224744,0.00711172,0.00035182400000000004,0.00620454,0.000622743,0.00616604,0.00034274,0.00037735800000000006,0.00035067199999999995,0.00034806800000000004,0.00044747699999999994,0.000388249,0.00047331699999999995,0.00026434,0.00691529,0.00618018,0.00252252,0.00251088,0.00221314,0.00222651,0.00319113,0.00259661,0.00432713,0.00363531,0.000390676,0.00430046,0.000364432,0.00228519,0.00214428,0.00214669,0.00219195,0.00239664,0.00270555,0.00157812,0.000339712,0.00253883,0.000254227,0.000243043,0.000572279,0.000258766,0.00284819,0.00011842700000000001,0.00024266,0.00211279,0.00024561,0.000253293,0.000352983,0.000651324,0.00225797,0.00599251
CMS002_047h_Rb_S1_L004,Culex,erythrothorax,Culex,erythrothorax,0.000210526,0.000312305,0.00155885,0.00162027,0.00675676,0.00711482,0.00719782,0.00720115,0.00723012,0.00728277,0.00681597,0.00714638,0.00748316,0.00191289,0.00717532,0.00688836,0.00710846,0.00575288,0.00674699,0.00754539,0.00220653,0.00206398,0.00768212,0.00726271,0.00781053,0.00698812,0.00733676,0.00753051,0.00636163,0.00628779,0.00632757,0.00648379,0.00614512,0.00142068,0.00206825,0.0,0.000100644,0.00019878700000000002,0.000526815,0.0,0.00262735,0.00281732,0.00234604,0.00242165,0.00255986,0.00238865,0.0024627,0.00244534,0.00232931,0.00252313,0.00235225,0.00238095,0.00250848,0.00246127,0.00253915,0.00243798,0.00274017,0.00615385,0.00689511,0.00713407,0.00609544,0.0062422,0.0061263,0.00641817,0.00659885,0.00635386,0.00672043,0.00643832,0.005829600000000001,0.00168815,0.00192393,0.0001999,0.000114956,0.00019571400000000002,0.000289073,0.00010421,0.000426394,0.000199481,0.0,0.000101968,0.0,0.0025640999999999997,0.00169205,0.00196049,0.00196256,0.00157839,0.0022737,0.0020423,0.00763182,0.00247908,0.00721469,0.00204114,0.00720524,0.0004158,0.000260518,0.0075906,0.00634082,0.000116266,0.00021966,0.00659841,0.000113135,0.00728363,0.000361315,0.00725753,0.000320137,0.000244081,0.00046184,0.00022865,0.000449691,0.000247097,0.00023510099999999998,0.0006857139999999999,0.00703713,0.00638902,0.00267189,0.00246751,0.00203218,0.00203282,0.00268862,0.00224854,0.00269389,0.00258732,0.00039432199999999996,0.00285959,0.00023345400000000002,0.00224316,0.00226449,0.00195139,0.00154703,0.00223347,0.00235363,0.00172414,0.00022482,0.00235953,0.000247555,0.00023668599999999998,0.000227583,0.000127535,0.00205086,0.00011454799999999999,0.00024260099999999998,0.00206677,0.000610128,0.00025015599999999997,0.000117041,0.000210305,0.00193664,0.00706283
CMS002_047i_Rb_S2_L004,Culex,erythrothorax,Culex,erythrothorax,0.000216732,0.00021431599999999999,0.00171153,0.00196315,0.00731584,0.00682927,0.007003499999999999,0.00700525,0.00691244,0.00671976,0.00675676,0.00725544,0.007003499999999999,0.00176809,0.00716846,0.00683093,0.00691882,0.00624532,0.00653279,0.00758833,0.00204022,0.00179399,0.00740944,0.00744483,0.00741119,0.00720634,0.00701227,0.00752075,0.00605602,0.00638407,0.00610221,0.00615858,0.00614553,0.00126944,0.00210463,0.0,0.000310045,0.000312924,0.000329707,0.000209271,0.00262314,0.00239449,0.0023753,0.00241512,0.00248795,0.00281523,0.00254263,0.00249084,0.00222717,0.00277575,0.00258713,0.00258065,0.00238486,0.00268857,0.00255294,0.00240891,0.00273973,0.00601995,0.0066868,0.00713056,0.00626903,0.00624541,0.00585754,0.0061287,0.00661871,0.0060652,0.00660611,0.00650054,0.00570776,0.00172198,0.00196345,0.000318066,0.000125408,0.000531802,0.000327976,0.00010986600000000001,0.000225606,0.000105241,0.000101968,0.0,0.000111025,0.00227135,0.00184957,0.00194873,0.00209801,0.00158479,0.00242976,0.0020706999999999995,0.00784133,0.00251731,0.00736888,0.00188472,0.00748404,0.000339905,0.000132626,0.00713056,0.00611865,0.000121139,0.00011261299999999999,0.00663767,0.000234412,0.00707651,0.000497203,0.00671141,0.000231589,0.000125755,0.000355661,0.00011567399999999999,0.000347625,0.000255689,0.00023753,0.000258264,0.00734574,0.00615676,0.00250447,0.00230757,0.00170648,0.00189726,0.00276386,0.00243124,0.00264628,0.0026335,0.000268168,0.00293126,0.000358766,0.00227929,0.00231054,0.00196429,0.00171153,0.00242571,0.00241655,0.00156087,0.00023113400000000003,0.00244836,0.000252461,0.00012004799999999999,0.000462054,0.000130599,0.00208943,0.0,0.000249532,0.00196367,0.00025227,0.000126199,0.00035910900000000003,0.000215703,0.00181818,0.00711307
CMS002_047j_Rb_S3_L004,Culex,erythrothorax,Culex,erythrothorax,0.00032209599999999996,0.000216708,0.00178369,0.00178891,0.00718686,0.00734921,0.00704403,0.00704396,0.00736227,0.00687373,0.00722208,0.00696111,0.00699132,0.00237494,0.00680437,0.00676014,0.00698964,0.00595855,0.00658215,0.008092199999999999,0.00254377,0.00194582,0.00726999,0.00689983,0.00775795,0.00661044,0.00716675,0.00782093,0.00595238,0.00630303,0.00602689,0.0068045,0.00584138,0.00147275,0.00214166,0.000219082,0.000106952,0.00010491,0.0007345230000000001,0.0005024119999999999,0.002693,0.002397,0.00195371,0.00246341,0.00212057,0.00194417,0.00264513,0.00218214,0.00220686,0.00225162,0.00184528,0.0021691999999999996,0.00227825,0.00231114,0.00196298,0.00187834,0.00261609,0.00609119,0.00620372,0.00712468,0.0058834,0.00584192,0.00608865,0.00600462,0.00638733,0.00611247,0.00668037,0.00598372,0.0055615000000000005,0.00173092,0.00226723,0.000207965,0.000115115,0.00020429,0.000103563,0.000111445,0.000328299,0.0,0.0,0.000111025,0.0,0.00274348,0.00215916,0.00189334,0.00203188,0.00177336,0.00186166,0.00225394,0.00728212,0.00240732,0.00734956,0.00208067,0.00722348,0.000413309,0.000269288,0.00728094,0.00613824,0.00023815200000000002,0.00034738300000000005,0.006951100000000001,0.00011885,0.00652565,0.000251099,0.00676743,0.000453926,0.000250188,0.000708717,0.000118596,0.000585343,0.00025468,0.000488401,0.000607681,0.00730111,0.00614553,0.00233226,0.00252908,0.00206186,0.00179506,0.00222908,0.00200741,0.00206551,0.00236442,0.000535189,0.0023526,0.00024405099999999998,0.00217021,0.0020322,0.00198341,0.00158504,0.00213447,0.00210843,0.00141844,0.00044757699999999995,0.00200031,0.00039174699999999996,0.00024731,0.000237756,0.000131683,0.00188269,0.000245068,0.000252589,0.001999,0.000259336,0.000253968,0.000242925,0.0005348169999999999,0.00189422,0.00662758
CMS002_049a_Rb_S4_L004,Culex,pipiens,Culex,pipiens,0.00238735,0.00231314,0.00095943,0.0009684060000000001,0.00705467,0.00723012,0.00691358,0.00766834,0.00675507,0.00730847,0.00766947,0.00785153,0.00732422,0.000863878,0.00685267,0.00699469,0.00708717,0.00583016,0.00662414,0.00647637,0.000858896,0.00102087,0.00773395,0.00704054,0.00836926,0.00684932,0.00710395,0.00704777,0.00657277,0.00630303,0.00653911,0.00704403,0.00678998,0.000546597,0.000349284,0.0022992,0.00273681,0.00229288,0.0020908000000000003,0.00205242,0.00277859,0.00268938,0.00242976,0.00217644,0.00318564,0.00219555,0.00293513,0.00235814,0.00239127,0.003489,0.00220978,0.00222255,0.00199448,0.00240891,0.00249926,0.00237954,0.00213605,0.006024100000000001,0.00666128,0.00667161,0.00672566,0.00590688,0.00631221,0.0069096999999999995,0.00750067,0.00731351,0.00718276,0.00705112,0.00548847,0.000939597,0.000864411,0.00297354,0.00268223,0.00225666,0.00235627,0.00258594,0.00243087,0.00291009,0.0025640999999999997,0.00227135,0.00274348,0.0,0.0010242,0.0,0.00011923200000000001,0.0,0.00199402,0.0,0.00628784,0.00241274,0.00712378,0.0,0.00607697,0.00200154,0.0014087,0.00652774,0.00554968,0.00172063,0.00218511,0.0062069,0.00220646,0.00663864,0.0019861,0.00631199,0.00255673,0.00165235,0.00225806,0.00204789,0.00214362,0.0019611,0.00194458,0.00195764,0.00571287,0.00645161,0.00198448,0.00226281,0.0,0.00045403,0.00205515,0.0023753,0.00354465,0.00287811,0.00126331,0.00326313,0.00209138,0.00215285,0.00230097,0.00125493,0.0,0.00230273,0.00257927,0.000269796,0.00284176,0.00232847,0.00203701,0.00222469,0.00189095,0.00181357,0.00291545,0.00182664,0.00194143,0.000134318,0.00220542,0.00180328,0.0019150999999999999,0.00311019,0.00043112699999999995,0.00622665
CMS002_004a_Rb_S117_L004,Culex,quinquefasciatus,Culex,quinquefasciatus,0.00167428,0.0018797,0.0,9.26183e-05,0.00595386,0.00602864,0.00642508,0.00650651,0.00671314,0.00601202,0.00675839,0.007090399999999999,0.00642508,0.000361239,0.00665516,0.00659019,0.0062645,0.00559067,0.00636631,0.00715343,0.00034694099999999997,0.0,0.00697739,0.00694259,0.00676555,0.00604449,0.00638733,0.00643259,0.00484795,0.00510086,0.00572082,0.00518135,0.00524037,0.0,0.00028061,0.00169492,0.00168067,0.00212314,0.00194757,0.00246723,0.00266469,0.00200617,0.00196345,0.00205249,0.00208167,0.00242608,0.00275566,0.00198716,0.00200679,0.00212701,0.00205469,0.00218245,0.00198322,0.00218035,0.00200834,0.00246268,0.00201782,0.00534188,0.00566943,0.00649026,0.00580341,0.00540944,0.00555997,0.00559512,0.0054535,0.00523691,0.005610100000000001,0.00537346,0.00450857,9.61723e-05,9.58957e-05,0.00197029,0.0018113,0.00165888,0.00191877,0.00173338,0.00151999,0.00231446,0.00169205,0.00184957,0.00215916,0.0010242,0.0,0.0007014260000000001,0.000988468,0.000866015,0.00194698,0.000816422,0.00707047,0.00213255,0.00703267,0.00105031,0.00635965,0.0018859000000000002,0.00141593,0.00723733,0.00653595,0.00163639,0.00185443,0.00626014,0.00174603,0.00619195,0.00181518,0.00604568,0.00198544,0.00148834,0.00162285,0.00163212,0.00170094,0.0016129000000000002,0.00158983,0.00174459,0.00670641,0.0062425,0.00198628,0.00237328,0.000781352,0.00069631,0.00176741,0.00207237,0.00201052,0.00210273,0.00129151,0.00203922,0.00197044,0.002079,0.00211416,0.0014652,0.000808244,0.00205209,0.0020322,0.0007842260000000001,0.00253004,0.00204082,0.00236167,0.00241585,0.0016866,0.00232683,0.00204052,0.00165399,0.00177821,0.000870227,0.00161499,0.00151976,0.00209914,0.00210653,0.000642733,0.00605296
CMS002_050a_Rb_S5_L004,Culex,pipiens,Culex,pipiens,0.00195842,0.00205339,0.00085491,0.000686263,0.00671475,0.00673317,0.00675845,0.00684237,0.00634357,0.00653266,0.006553399999999999,0.00731769,0.00685801,0.000787579,0.00613642,0.00613642,0.00622837,0.0053437,0.00626959,0.00618753,0.000882501,0.000868702,0.00681385,0.00710153,0.00694802,0.00648415,0.00657396,0.00672008,0.00523799,0.00544121,0.00567242,0.00567341,0.00545024,0.000474158,0.00021645,0.00199081,0.00197628,0.00212218,0.0021097,0.00217459,0.00225938,0.00228033,0.00213675,0.002075,0.0023836,0.00240276,0.0025043,0.00225225,0.00229991,0.00243642,0.00234852,0.00219812,0.0019795999999999998,0.00244424,0.00227894,0.00245663,0.0021566,0.00559538,0.00607639,0.00611396,0.00593739,0.0056068,0.00559621,0.00580808,0.005971,0.00566084,0.00601586,0.00591239,0.00513278,0.000825764,0.0007920339999999999,0.00227169,0.00197077,0.00198959,0.00205047,0.00198352,0.00198201,0.00247372,0.00196049,0.00194873,0.00189334,0.0,0.0007014260000000001,0.0,0.0,0.0,0.00207654,0.0,0.00584385,0.00255183,0.00620018,0.0,0.00529217,0.00169832,0.00139349,0.00611546,0.00600052,0.00174825,0.00216618,0.00596604,0.00205371,0.00577393,0.00177334,0.00540541,0.002081,0.00164204,0.00209441,0.00190961,0.00200031,0.0016372,0.0019274000000000001,0.00158451,0.00569589,0.005878199999999999,0.00176772,0.00213745,0.0,0.000210859,0.00171733,0.0023166,0.00226895,0.0020824000000000003,0.00125718,0.00230982,0.00191693,0.00218853,0.00234705,0.00125831,0.0,0.00230698,0.00216517,0.0,0.00216417,0.0023522,0.00216378,0.00253004,0.00184786,0.0016059999999999998,0.00231415,0.0017808,0.00191571,0.00011512799999999999,0.00173038,0.00180535,0.00207535,0.00222916,0.0,0.00512946
CMS002_051a_Rb_S6_L004,Culex,pipiens,Culex,pipiens,0.00181351,0.00235988,0.00104058,0.00109573,0.00651792,0.0064261000000000006,0.0069808000000000005,0.00702459,0.00659229,0.00644043,0.00718219,0.00730295,0.007003499999999999,0.00101947,0.00726041,0.00680272,0.00689163,0.0060030000000000005,0.00738552,0.00751697,0.0013285,0.0013852,0.0069483,0.00692779,0.00744735,0.00647172,0.00673821,0.00671488,0.00538237,0.005253100000000001,0.00601991,0.00551932,0.00549073,0.000652742,0.000287081,0.00199938,0.00182704,0.00215883,0.00194553,0.00250823,0.00235675,0.00216357,0.00221959,0.00200029,0.00264085,0.00262812,0.00240421,0.00216732,0.00224888,0.00263049,0.00241619,0.00212615,0.00207438,0.00236023,0.00224115,0.00253845,0.00217428,0.0054007,0.00613631,0.00638193,0.00627465,0.00569225,0.00590631,0.00587334,0.00603969,0.00548218,0.00583495,0.00561497,0.00497963,0.000863278,0.00103498,0.00210716,0.00215303,0.00200772,0.00236556,0.00182371,0.00213708,0.00261378,0.00196256,0.00209801,0.00203188,0.00011923200000000001,0.000988468,0.0,0.0,0.00034063800000000004,0.0023212,0.000106815,0.00717593,0.0023855,0.00724146,0.00010242799999999999,0.00668896,0.00170068,0.00140696,0.00683427,0.00651551,0.0017452000000000001,0.00232811,0.00643087,0.00206612,0.00641309,0.00179475,0.00615174,0.00206875,0.00166279,0.00192524,0.00189723,0.00193885,0.00165235,0.00190961,0.00176274,0.00641658,0.00610329,0.00198305,0.00222293,0.000361228,0.000281875,0.0018622,0.00219266,0.0023458000000000003,0.00231515,0.00126468,0.0022137,0.00210424,0.00214035,0.0023045,0.00109329,0.000190549,0.00227101,0.00211353,0.000210305,0.00262914,0.00234155,0.00249045,0.00268732,0.00183486,0.00179533,0.0022776,0.00194679,0.00191816,0.00010447100000000001,0.00174825,0.00179768,0.00221414,0.00238913,0.000254108,0.00615157
CMS002_054a_Rb_S8_L004,Culex,pipiens,Culex,pipiens,0.00158061,0.00190311,0.000787712,0.000687758,0.005820399999999999,0.00576132,0.00584633,0.00580271,0.005887300000000001,0.00605394,0.0058906,0.00585121,0.00584958,0.000821982,0.00674764,0.00661157,0.0067331000000000005,0.00557473,0.00645335,0.00672405,0.000869565,0.000964453,0.00603448,0.00587577,0.005820399999999999,0.00549163,0.00575658,0.00596591,0.00502386,0.00457317,0.00534759,0.0050952,0.00503651,0.000589762,0.00010863700000000001,0.00159603,0.00158646,0.00175871,0.00158144,0.00193016,0.00192073,0.00191905,0.00194932,0.00192476,0.00189231,0.00222565,0.00194312,0.00189688,0.00193901,0.00191638,0.00191371,0.00191205,0.00191838,0.00190016,0.00192409,0.00225969,0.00195278,0.00483092,0.00541761,0.00567568,0.00541481,0.0048909,0.00470114,0.00487937,0.00519181,0.00487145,0.00512967,0.00500695,0.00484206,0.0007206339999999999,0.000829482,0.00158842,0.00158983,0.00174581,0.00159546,0.00160514,0.001582,0.00159518,0.00157839,0.00158479,0.00177336,0.0,0.000866015,0.0,0.00034063800000000004,0.0,0.00166058,0.0,0.00611377,0.00194587,0.00644995,0.0,0.00604786,0.00177274,0.00144535,0.00653061,0.00644122,0.00178987,0.00178476,0.00555703,0.0017934000000000001,0.00630915,0.00161175,0.005865100000000001,0.00158758,0.00142857,0.00159972,0.00160485,0.00160342,0.00160571,0.0016265999999999997,0.00144326,0.00619779,0.00622969,0.00179953,0.00209096,0.0,0.000443607,0.00179019,0.00191638,0.00194725,0.0019278,0.00128629,0.00191271,0.00159011,0.00192476,0.0019224,0.00108893,0.000105719,0.00190807,0.00192982,0.0,0.00211715,0.00195625,0.00196078,0.00196815,0.00160199,0.00182382,0.00189819,0.00162426,0.00160714,0.0,0.00161117,0.00144744,0.00194449,0.00158702,0.0,0.00574398
