sample	sci_name	group
CMS001_015_Ra_S13	Poecilia	Chordata
CMS001_017_Ra_S6	Poecilia	Chordata
CMS001_021_Ra_S16	Poecilia	Chordata
CMS001_049_Ra_S6	Poecilia	Chordata
CMS001_005_Ra_S3	Xiphophorus	Chordata
CMS002_007a_Rb_S118_L004	Xiphophorus	Chordata
CMS002_020e_Rb_S135_L004	Xiphophorus	Chordata
CMS001_002_Ra_S1	Oryzias latipes	Chordata
CMS001_003_Ra_S2	Oryzias latipes	Chordata
CMS001_005_Ra_S3	Oryzias latipes	Chordata
CMS001_006_Ra_S5	Oryzias latipes	Chordata
CMS001_007_Ra_S12	Oryzias latipes	Chordata
CMS001_008_Ra_S3	Oryzias latipes	Chordata
CMS001_011_Ra_S4	Oryzias latipes	Chordata
CMS001_012_Ra_S4	Oryzias latipes	Chordata
CMS001_013_Ra_S5	Oryzias latipes	Chordata
CMS001_014_Ra_S5	Oryzias latipes	Chordata
CMS001_015_Ra_S13	Oryzias latipes	Chordata
CMS001_017_Ra_S6	Oryzias latipes	Chordata
CMS001_020_Ra_S15	Oryzias latipes	Chordata
CMS001_021_Ra_S16	Oryzias latipes	Chordata
CMS001_024_Ra_S15	Oryzias latipes	Chordata
CMS001_025_Ra_S7	Oryzias latipes	Chordata
CMS001_031_Ra_S19	Oryzias latipes	Chordata
CMS001_033_Ra_S8	Oryzias latipes	Chordata
CMS001_035_Ra_S20	Oryzias latipes	Chordata
CMS001_036_Ra_S20	Oryzias latipes	Chordata
CMS001_037_Ra_S21	Oryzias latipes	Chordata
CMS001_042_Ra_S23	Oryzias latipes	Chordata
CMS001_043_Ra_S24	Oryzias latipes	Chordata
CMS001_045_Ra_S2	Oryzias latipes	Chordata
CMS001_049_Ra_S6	Oryzias latipes	Chordata
CMS001_051_Ra_S8	Oryzias latipes	Chordata
CMS001_053_Ra_S8	Oryzias latipes	Chordata
CMS001_055_Ra_S9	Oryzias latipes	Chordata
CMS001_057_Ra_S11	Oryzias latipes	Chordata
CMS001_058_Ra_S9	Oryzias latipes	Chordata
CMS001_060_Ra_S12	Oryzias latipes	Chordata
CMS002_007a_Rb_S118_L004	Oryzias latipes	Chordata
CMS002_020a_Rb_S131_L004	Oryzias latipes	Chordata
CMS002_020b_Rb_S132_L004	Oryzias latipes	Chordata
CMS002_020d_Rb_S134_L004	Oryzias latipes	Chordata
CMS002_021a_Rb_S136_L004	Oryzias latipes	Chordata
CMS002_022a_Rb_S137_L004	Oryzias latipes	Chordata
CMS002_028b_Rb_S155_L004	Oryzias latipes	Chordata
CMS002_028e_Rb_S158_L004	Oryzias latipes	Chordata
CMS002_029a_Rb_S159_L004	Oryzias latipes	Chordata
CMS002_029b_Rb_S160_L004	Oryzias latipes	Chordata
CMS002_029c_Rb_S161_L004	Oryzias latipes	Chordata
CMS002_031a_Rb_S165_L004	Oryzias latipes	Chordata
CMS002_032a_Rb_S166_L004	Oryzias latipes	Chordata
CMS002_033a_Rb_S167_L004	Oryzias latipes	Chordata
CMS002_038a_Rb_S172_L004	Oryzias latipes	Chordata
CMS002_039a_Rb_S173_L004	Oryzias latipes	Chordata
CMS002_040a_Rb_S174_L004	Oryzias latipes	Chordata
CMS002_042a_Rb_S177_L004	Oryzias latipes	Chordata
CMS002_045c_Rb_S185_L004	Oryzias latipes	Chordata
CMS002_047a_Rb_S193_L004	Oryzias latipes	Chordata
CMS002_047c_Rb_S195_L004	Oryzias latipes	Chordata
CMS002_047d_Rb_S196_L004	Oryzias latipes	Chordata
CMS002_047f_Rb_S198_L004	Oryzias latipes	Chordata
CMS002_047i_Rb_S2_L004	Oryzias latipes	Chordata
CMS002_047j_Rb_S3_L004	Oryzias latipes	Chordata
CMS002_051a_Rb_S6_L004	Oryzias latipes	Chordata
CMS002_053a_Rb_S7_L004	Oryzias latipes	Chordata
CMS002_056a_Rb_S9_L004	Oryzias latipes	Chordata
CMS001_005_Ra_S3	Oreochromis niloticus	Chordata
CMS001_020_Ra_S15	Oreochromis niloticus	Chordata
CMS002_007a_Rb_S118_L004	Oreochromis niloticus	Chordata
CMS002_029a_Rb_S159_L004	Oreochromis niloticus	Chordata
CMS002_032a_Rb_S166_L004	Oreochromis niloticus	Chordata
CMS002_020a_Rb_S131_L004	Haplochromis burtoni	Chordata
CMS002_021a_Rb_S136_L004	Haplochromis burtoni	Chordata
CMS002_032a_Rb_S166_L004	Seriola	Chordata
CMS001_006_Ra_S5	Lates calcarifer	Chordata
CMS001_013_Ra_S5	Lates calcarifer	Chordata
CMS001_016_Ra_S6	Lates calcarifer	Chordata
CMS001_026_Ra_S18	Lates calcarifer	Chordata
CMS001_060_Ra_S12	Lates calcarifer	Chordata
CMS002_053a_Rb_S7_L004	Lates calcarifer	Chordata
CMS002_053a_Rb_S7_L004	Notothenia coriiceps	Chordata
CMS001_051_Ra_S8	Paralichthys olivaceus	Chordata
CMS002_029a_Rb_S159_L004	Paralichthys olivaceus	Chordata
CMS002_053a_Rb_S7_L004	Paralichthys olivaceus	Chordata
CMS002_032a_Rb_S166_L004	Xenopus	Chordata
CMS001_009_Ra_S13	Xenopus laevis	Chordata
CMS001_012_Ra_S4	Xenopus laevis	Chordata
CMS001_050_Ra_S23	Xenopus laevis	Chordata
CMS002_007a_Rb_S118_L004	Xenopus laevis	Chordata
CMS002_020a_Rb_S131_L004	Xenopus laevis	Chordata
CMS002_033a_Rb_S167_L004	Xenopus laevis	Chordata
CMS001_003_Ra_S2	Xenopus tropicalis	Chordata
CMS001_036_Ra_S20	Xenopus tropicalis	Chordata
CMS002_020a_Rb_S131_L004	Xenopus tropicalis	Chordata
CMS002_021a_Rb_S136_L004	Xenopus tropicalis	Chordata
CMS002_029a_Rb_S159_L004	Xenopus tropicalis	Chordata
CMS002_031a_Rb_S165_L004	Xenopus tropicalis	Chordata
CMS002_035a_Rb_S169_L004	Xenopus tropicalis	Chordata
CMS002_037a_Rb_S171_L004	Xenopus tropicalis	Chordata
CMS001_031_Ra_S19	Chrysemys picta bellii	Chordata
CMS002_031a_Rb_S165_L004	Chrysemys picta bellii	Chordata
CMS001_029_Ra_S18	Archosauria	Chordata
CMS001_010_Ra_S1	Alligator	Chordata
CMS001_052_Ra_S7	Alligator	Chordata
CMS001_001_Ra_S1	Alligator mississippiensis	Chordata
CMS001_017_Ra_S6	Alligator mississippiensis	Chordata
CMS001_035_Ra_S20	Alligator mississippiensis	Chordata
CMS001_045_Ra_S2	Alligator mississippiensis	Chordata
CMS001_050_Ra_S23	Alligator mississippiensis	Chordata
CMS001_052_Ra_S7	Alligator mississippiensis	Chordata
CMS001_057_Ra_S11	Alligator mississippiensis	Chordata
CMS002_020e_Rb_S135_L004	Alligator mississippiensis	Chordata
CMS002_028d_Rb_S157_L004	Alligator mississippiensis	Chordata
CMS002_047d_Rb_S196_L004	Alligator mississippiensis	Chordata
CMS002_047i_Rb_S2_L004	Alligator mississippiensis	Chordata
CMS002_047j_Rb_S3_L004	Alligator mississippiensis	Chordata
CMS001_026_Ra_S18	Crocodylus porosus	Chordata
CMS001_036_Ra_S20	Crocodylus porosus	Chordata
CMS002_021a_Rb_S136_L004	Crocodylus porosus	Chordata
CMS002_032a_Rb_S166_L004	Crocodylus porosus	Chordata
CMS002_034a_Rb_S168_L004	Crocodylus porosus	Chordata
CMS002_035a_Rb_S169_L004	Crocodylus porosus	Chordata
CMS002_028e_Rb_S158_L004	Iguania	Chordata
CMS002_020e_Rb_S135_L004	Pseudonaja textilis	Chordata
CMS002_053a_Rb_S7_L004	Pseudonaja textilis	Chordata
CMS001_023_Ra_S17	Aves	Chordata
CMS001_027_Ra_S16	Aves	Chordata
CMS001_029_Ra_S18	Aves	Chordata
CMS001_032_Ra_S7	Aves	Chordata
CMS001_037_Ra_S21	Aves	Chordata
CMS001_043_Ra_S24	Aves	Chordata
CMS001_050_Ra_S23	Aves	Chordata
CMS001_water3_Qiagen_S26	Palaeognathae	Chordata
CMS002_053a_Rb_S7_L004	Dromaius novaehollandiae	Chordata
CMS001_027_Ra_S16	Neognathae	Chordata
CMS001_029_Ra_S18	Neognathae	Chordata
CMS001_032_Ra_S7	Neognathae	Chordata
CMS001_037_Ra_S21	Neognathae	Chordata
CMS001_043_Ra_S24	Neognathae	Chordata
CMS001_047_Ra_S4	Neognathae	Chordata
CMS001_050_Ra_S23	Neognathae	Chordata
CMS001_059_Ra_S10	Neognathae	Chordata
CMS001_water3_Qiagen_S26	Neognathae	Chordata
CMS001_023_Ra_S17	Anatidae	Chordata
CMS001_003_Ra_S2	Anas platyrhynchos	Chordata
CMS001_008_Ra_S3	Anas platyrhynchos	Chordata
CMS001_023_Ra_S17	Anas platyrhynchos	Chordata
CMS002_028e_Rb_S158_L004	Anas platyrhynchos	Chordata
CMS002_033a_Rb_S167_L004	Anas platyrhynchos	Chordata
CMS002_047a_Rb_S193_L004	Anas platyrhynchos	Chordata
CMS001_050_Ra_S23	Nycticorax nycticorax	Chordata
CMS001_032_Ra_S7	Columbidae	Chordata
CMS001_050_Ra_S23	Columbidae	Chordata
CMS001_021_Ra_S16	Falco	Chordata
CMS001_043_Ra_S24	Falco	Chordata
CMS001_036_Ra_S20	Falco peregrinus	Chordata
CMS001_032_Ra_S7	Haliaeetus albicilla	Chordata
CMS002_039a_Rb_S173_L004	Callipepla squamata	Chordata
CMS001_006_Ra_S5	Gallus gallus	Chordata
CMS001_017_Ra_S6	Gallus gallus	Chordata
CMS001_021_Ra_S16	Gallus gallus	Chordata
CMS001_033_Ra_S8	Gallus gallus	Chordata
CMS001_060_Ra_S12	Gallus gallus	Chordata
CMS002_007a_Rb_S118_L004	Gallus gallus	Chordata
CMS002_020a_Rb_S131_L004	Gallus gallus	Chordata
CMS002_021a_Rb_S136_L004	Gallus gallus	Chordata
CMS002_053a_Rb_S7_L004	Gallus gallus	Chordata
CMS002_037a_Rb_S171_L004	Meleagris gallopavo	Chordata
CMS002_047b_Rb_S194_L004	Meleagris gallopavo	Chordata
CMS002_047h_Rb_S1_L004	Meleagris gallopavo	Chordata
CMS001_001_Ra_S1	Passeriformes	Chordata
CMS001_027_Ra_S16	Passeriformes	Chordata
CMS001_029_Ra_S18	Passeriformes	Chordata
CMS001_032_Ra_S7	Passeriformes	Chordata
CMS001_043_Ra_S24	Passeriformes	Chordata
CMS001_047_Ra_S4	Passeriformes	Chordata
CMS001_050_Ra_S23	Passeriformes	Chordata
CMS001_059_Ra_S10	Passeriformes	Chordata
CMS001_water3_Qiagen_S26	Passeriformes	Chordata
CMS001_027_Ra_S16	Serinus canaria	Chordata
CMS001_029_Ra_S18	Serinus canaria	Chordata
CMS001_032_Ra_S7	Serinus canaria	Chordata
CMS001_043_Ra_S24	Serinus canaria	Chordata
CMS001_001_Ra_S1	Parus major	Chordata
CMS001_020_Ra_S15	Parus major	Chordata
CMS001_027_Ra_S16	Parus major	Chordata
CMS001_043_Ra_S24	Parus major	Chordata
CMS001_058_Ra_S9	Parus major	Chordata
CMS001_059_Ra_S10	Parus major	Chordata
CMS001_043_Ra_S24	Sturnus vulgaris	Chordata
CMS001_water3_Qiagen_S26	Sturnus vulgaris	Chordata
CMS001_011_Ra_S4	Calypte anna	Chordata
CMS002_013a_Rb_S120_L004	Calypte anna	Chordata
CMS002_020a_Rb_S131_L004	Ornithorhynchus anatinus	Chordata
CMS001_033_Ra_S8	Sarcophilus harrisii	Chordata
CMS001_006_Ra_S5	Notamacropus eugenii	Chordata
CMS001_017_Ra_S6	Notamacropus eugenii	Chordata
CMS002_028b_Rb_S155_L004	Notamacropus eugenii	Chordata
CMS002_028c_Rb_S156_L004	Notamacropus eugenii	Chordata
CMS002_047c_Rb_S195_L004	Notamacropus eugenii	Chordata
CMS002_047f_Rb_S198_L004	Notamacropus eugenii	Chordata
CMS001_004_Ra_S2	Eutheria	Chordata
CMS001_011_Ra_S4	Eutheria	Chordata
CMS001_028_Ra_S17	Eutheria	Chordata
CMS001_030_Ra_S7	Eutheria	Chordata
CMS001_031_Ra_S19	Eutheria	Chordata
CMS001_048_Ra_S5	Eutheria	Chordata
CMS001_060_Ra_S12	Dasypus novemcinctus	Chordata
CMS002_038a_Rb_S172_L004	Dasypus novemcinctus	Chordata
CMS001_026_Ra_S18	Atelerix albiventris	Chordata
CMS002_053a_Rb_S7_L004	Pteropus	Chordata
CMS002_020e_Rb_S135_L004	Pteropus alecto	Chordata
CMS002_033a_Rb_S167_L004	Pteropus alecto	Chordata
CMS001_006_Ra_S5	Rousettus aegyptiacus	Chordata
CMS001_035_Ra_S20	Rousettus aegyptiacus	Chordata
CMS002_053a_Rb_S7_L004	Rousettus aegyptiacus	Chordata
CMS002_020a_Rb_S131_L004	Myotis	Chordata
CMS002_033a_Rb_S167_L004	Myotis	Chordata
CMS001_060_Ra_S12	Callithrix jacchus	Chordata
CMS001_006_Ra_S5	Cebidae	Chordata
CMS002_028a_Rb_S154_L004	Cebidae	Chordata
CMS002_053a_Rb_S7_L004	Cebidae	Chordata
CMS001_water3_Qiagen_S26	Catarrhini	Chordata
CMS001_016_Ra_S6	Cercopithecinae	Chordata
CMS002_020c_Rb_S133_L004	Cercopithecinae	Chordata
CMS002_021a_Rb_S136_L004	Cercopithecinae	Chordata
CMS002_029a_Rb_S159_L004	Cercopithecinae	Chordata
CMS002_033a_Rb_S167_L004	Cercopithecinae	Chordata
CMS002_035a_Rb_S169_L004	Chlorocebus aethiops	Chordata
CMS001_005_Ra_S3	Macaca mulatta	Chordata
CMS001_011_Ra_S4	Macaca mulatta	Chordata
CMS001_016_Ra_S6	Macaca mulatta	Chordata
CMS001_031_Ra_S19	Macaca mulatta	Chordata
CMS001_060_Ra_S12	Macaca mulatta	Chordata
CMS002_007a_Rb_S118_L004	Macaca mulatta	Chordata
CMS002_032a_Rb_S166_L004	Macaca mulatta	Chordata
CMS002_035a_Rb_S169_L004	Macaca mulatta	Chordata
CMS002_041a_Rb_S176_L004	Macaca mulatta	Chordata
CMS002_021a_Rb_S136_L004	Macaca nemestrina	Chordata
CMS002_040a_Rb_S174_L004	Mandrillus leucophaeus	Chordata
CMS002_053a_Rb_S7_L004	Mandrillus leucophaeus	Chordata
CMS002_032a_Rb_S166_L004	Gorilla gorilla gorilla	Chordata
CMS001_005_Ra_S3	Pan	Chordata
CMS001_025_Ra_S7	Pan troglodytes	Chordata
CMS001_026_Ra_S18	Pan troglodytes	Chordata
CMS002_020e_Rb_S135_L004	Pan troglodytes	Chordata
CMS002_033a_Rb_S167_L004	Pan troglodytes	Chordata
CMS002_053a_Rb_S7_L004	Pan troglodytes	Chordata
CMS001_005_Ra_S3	Pongo abelii	Chordata
CMS001_017_Ra_S6	Pongo abelii	Chordata
CMS001_021_Ra_S16	Pongo abelii	Chordata
CMS001_035_Ra_S20	Pongo abelii	Chordata
CMS001_058_Ra_S9	Pongo abelii	Chordata
CMS001_060_Ra_S12	Pongo abelii	Chordata
CMS002_007a_Rb_S118_L004	Pongo abelii	Chordata
CMS002_042a_Rb_S177_L004	Pongo abelii	Chordata
CMS002_047d_Rb_S196_L004	Pongo abelii	Chordata
CMS002_047j_Rb_S3_L004	Pongo abelii	Chordata
CMS002_053a_Rb_S7_L004	Pongo abelii	Chordata
CMS002_056a_Rb_S9_L004	Pongo abelii	Chordata
CMS002_020a_Rb_S131_L004	Hominidae	Chordata
CMS002_020e_Rb_S135_L004	Hominidae	Chordata
CMS001_005_Ra_S3	Homo sapiens	Chordata
CMS001_008_Ra_S3	Homo sapiens	Chordata
CMS001_016_Ra_S6	Homo sapiens	Chordata
CMS001_water3_Qiagen_S26	Homo sapiens	Chordata
CMS001_water4_Zymo_S27	Homo sapiens	Chordata
CMS002_021a_Rb_S136_L004	Homo sapiens	Chordata
CMS002_0Water5_Rb_S175_L004	Homo sapiens	Chordata
CMS001_027_Ra_S16	Canis lupus	Chordata
CMS001_037_Ra_S21	Canis lupus familiaris	Chordata
CMS001_042_Ra_S23	Canis lupus familiaris	Chordata
CMS002_039a_Rb_S173_L004	Canis lupus familiaris	Chordata
CMS002_023a_Rb_S138_L004	Vulpes vulpes	Chordata
CMS001_006_Ra_S5	Ailuropoda melanoleuca	Chordata
CMS001_007_Ra_S12	Ailuropoda melanoleuca	Chordata
CMS001_004_Ra_S2	Procyon lotor	Chordata
CMS001_028_Ra_S17	Procyon lotor	Chordata
CMS001_030_Ra_S7	Procyon lotor	Chordata
CMS001_031_Ra_S19	Procyon lotor	Chordata
CMS002_007a_Rb_S118_L004	Mustelidae	Chordata
CMS001_021_Ra_S16	Mustela putorius furo	Chordata
CMS001_019_Ra_S14	Felis	Chordata
CMS001_042_Ra_S23	Felis	Chordata
CMS001_019_Ra_S14	Felis catus	Chordata
CMS001_042_Ra_S23	Felis catus	Chordata
CMS002_028a_Rb_S154_L004	Otariidae	Chordata
CMS002_053a_Rb_S7_L004	Otariidae	Chordata
CMS002_021a_Rb_S136_L004	Odobenus rosmarus divergens	Chordata
CMS001_036_Ra_S20	Odontoceti	Chordata
CMS001_050_Ra_S23	Tursiops truncatus	Chordata
CMS001_012_Ra_S4	Equus caballus	Chordata
CMS001_042_Ra_S23	Equus caballus	Chordata
CMS001_060_Ra_S12	Equus caballus	Chordata
CMS002_007a_Rb_S118_L004	Equus caballus	Chordata
CMS002_047f_Rb_S198_L004	Equus caballus	Chordata
CMS002_053a_Rb_S7_L004	Equus caballus	Chordata
CMS001_026_Ra_S18	Equus przewalskii	Chordata
CMS001_001_Ra_S1	Sus scrofa	Chordata
CMS001_015_Ra_S13	Sus scrofa	Chordata
CMS001_025_Ra_S7	Sus scrofa	Chordata
CMS001_026_Ra_S18	Sus scrofa	Chordata
CMS001_036_Ra_S20	Sus scrofa	Chordata
CMS001_045_Ra_S2	Sus scrofa	Chordata
CMS001_051_Ra_S8	Sus scrofa	Chordata
CMS001_056_Ra_S10	Sus scrofa	Chordata
CMS002_021a_Rb_S136_L004	Sus scrofa	Chordata
CMS002_031a_Rb_S165_L004	Sus scrofa	Chordata
CMS002_032a_Rb_S166_L004	Sus scrofa	Chordata
CMS002_034a_Rb_S168_L004	Sus scrofa	Chordata
CMS002_039a_Rb_S173_L004	Sus scrofa	Chordata
CMS002_041a_Rb_S176_L004	Sus scrofa	Chordata
CMS002_047h_Rb_S1_L004	Sus scrofa	Chordata
CMS002_056a_Rb_S9_L004	Sus scrofa	Chordata
CMS001_026_Ra_S18	Camelidae	Chordata
CMS001_001_Ra_S1	Cervidae	Chordata
CMS001_009_Ra_S13	Cervidae	Chordata
CMS001_025_Ra_S7	Cervidae	Chordata
CMS001_036_Ra_S20	Cervidae	Chordata
CMS001_003_Ra_S2	Odocoileus	Chordata
CMS001_012_Ra_S4	Odocoileus	Chordata
CMS001_016_Ra_S6	Odocoileus	Chordata
CMS001_035_Ra_S20	Odocoileus	Chordata
CMS001_001_Ra_S1	Odocoileus hemionus	Chordata
CMS001_012_Ra_S4	Odocoileus hemionus	Chordata
CMS001_016_Ra_S6	Odocoileus hemionus	Chordata
CMS001_022_Ra_S6	Odocoileus hemionus	Chordata
CMS001_036_Ra_S20	Odocoileus hemionus	Chordata
CMS001_009_Ra_S13	Odocoileus hemionus hemionus	Chordata
CMS001_010_Ra_S1	Odocoileus hemionus hemionus	Chordata
CMS001_025_Ra_S7	Odocoileus hemionus hemionus	Chordata
CMS001_001_Ra_S1	Odocoileus virginianus texanus	Chordata
CMS001_003_Ra_S2	Odocoileus virginianus texanus	Chordata
CMS001_012_Ra_S4	Odocoileus virginianus texanus	Chordata
CMS001_016_Ra_S6	Odocoileus virginianus texanus	Chordata
CMS001_022_Ra_S6	Odocoileus virginianus texanus	Chordata
CMS001_052_Ra_S7	Odocoileus virginianus texanus	Chordata
CMS001_060_Ra_S12	Odocoileus virginianus texanus	Chordata
CMS002_053a_Rb_S7_L004	Odocoileus virginianus texanus	Chordata
CMS001_001_Ra_S1	Odocoileinae	Chordata
CMS001_003_Ra_S2	Odocoileinae	Chordata
CMS001_008_Ra_S3	Odocoileinae	Chordata
CMS001_010_Ra_S1	Odocoileinae	Chordata
CMS001_012_Ra_S4	Odocoileinae	Chordata
CMS001_015_Ra_S13	Odocoileinae	Chordata
CMS001_018_Ra_S14	Odocoileinae	Chordata
CMS001_022_Ra_S6	Odocoileinae	Chordata
CMS001_025_Ra_S7	Odocoileinae	Chordata
CMS001_036_Ra_S20	Odocoileinae	Chordata
CMS001_038_Ra_S22	Odocoileinae	Chordata
CMS001_045_Ra_S2	Odocoileinae	Chordata
CMS001_046_Ra_S3	Odocoileinae	Chordata
CMS001_052_Ra_S7	Odocoileinae	Chordata
CMS001_053_Ra_S8	Odocoileinae	Chordata
CMS001_057_Ra_S11	Odocoileinae	Chordata
CMS001_060_Ra_S12	Odocoileinae	Chordata
CMS001_036_Ra_S20	Muntiacus	Chordata
CMS001_001_Ra_S1	Bovidae	Chordata
CMS001_003_Ra_S2	Bovidae	Chordata
CMS001_008_Ra_S3	Bovidae	Chordata
CMS001_009_Ra_S13	Bovidae	Chordata
CMS001_010_Ra_S1	Bovidae	Chordata
CMS001_012_Ra_S4	Bovidae	Chordata
CMS001_015_Ra_S13	Bovidae	Chordata
CMS001_016_Ra_S6	Bovidae	Chordata
CMS001_018_Ra_S14	Bovidae	Chordata
CMS001_022_Ra_S6	Bovidae	Chordata
CMS001_035_Ra_S20	Bovidae	Chordata
CMS001_036_Ra_S20	Bovidae	Chordata
CMS001_038_Ra_S22	Bovidae	Chordata
CMS001_045_Ra_S2	Bovidae	Chordata
CMS001_046_Ra_S3	Bovidae	Chordata
CMS001_052_Ra_S7	Bovidae	Chordata
CMS001_053_Ra_S8	Bovidae	Chordata
CMS001_057_Ra_S11	Bovidae	Chordata
CMS001_060_Ra_S12	Bovidae	Chordata
CMS002_020a_Rb_S131_L004	Bovidae	Chordata
CMS001_022_Ra_S6	Bos	Chordata
CMS001_036_Ra_S20	Bos	Chordata
CMS001_060_Ra_S12	Bos	Chordata
CMS002_053a_Rb_S7_L004	Bos	Chordata
CMS001_001_Ra_S1	Bos taurus	Chordata
CMS001_003_Ra_S2	Bos taurus	Chordata
CMS001_012_Ra_S4	Bos taurus	Chordata
CMS001_015_Ra_S13	Bos taurus	Chordata
CMS001_016_Ra_S6	Bos taurus	Chordata
CMS001_022_Ra_S6	Bos taurus	Chordata
CMS001_046_Ra_S3	Bos taurus	Chordata
CMS001_057_Ra_S11	Bos taurus	Chordata
CMS001_060_Ra_S12	Bos taurus	Chordata
CMS001_043_Ra_S24	Ovis	Chordata
CMS001_003_Ra_S2	Ovis aries musimon	Chordata
CMS002_020e_Rb_S135_L004	Ovis aries musimon	Chordata
CMS001_036_Ra_S20	Ovis aries	Chordata
CMS001_053_Ra_S8	Ovis aries	Chordata
CMS001_002_Ra_S1	Manis javanica	Chordata
CMS001_003_Ra_S2	Ochotona princeps	Chordata
CMS002_021a_Rb_S136_L004	Ochotona princeps	Chordata
CMS001_013_Ra_S5	Leporidae	Chordata
CMS001_013_Ra_S5	Oryctolagus cuniculus	Chordata
CMS001_020_Ra_S15	Oryctolagus cuniculus	Chordata
CMS001_021_Ra_S16	Rodentia	Chordata
CMS002_039a_Rb_S173_L004	Rodentia	Chordata
CMS002_040a_Rb_S174_L004	Rodentia	Chordata
CMS002_047i_Rb_S2_L004	Rodentia	Chordata
CMS002_028e_Rb_S158_L004	Dipodomys ordii	Chordata
CMS002_038a_Rb_S172_L004	Dipodomys ordii	Chordata
CMS001_005_Ra_S3	Cricetulus griseus	Chordata
CMS002_035a_Rb_S169_L004	Cricetulus griseus	Chordata
CMS001_025_Ra_S7	Mesocricetus auratus	Chordata
CMS002_007a_Rb_S118_L004	Mesocricetus auratus	Chordata
CMS002_038a_Rb_S172_L004	Peromyscus leucopus	Chordata
CMS001_051_Ra_S8	Meriones unguiculatus	Chordata
CMS002_007a_Rb_S118_L004	Mus	Chordata
CMS001_001_Ra_S1	Mus musculus	Chordata
CMS001_003_Ra_S2	Mus musculus	Chordata
CMS001_005_Ra_S3	Mus musculus	Chordata
CMS001_006_Ra_S5	Mus musculus	Chordata
CMS001_007_Ra_S12	Mus musculus	Chordata
CMS001_008_Ra_S3	Mus musculus	Chordata
CMS001_009_Ra_S13	Mus musculus	Chordata
CMS001_011_Ra_S4	Mus musculus	Chordata
CMS001_012_Ra_S4	Mus musculus	Chordata
CMS001_014_Ra_S5	Mus musculus	Chordata
CMS001_016_Ra_S6	Mus musculus	Chordata
CMS001_017_Ra_S6	Mus musculus	Chordata
CMS001_020_Ra_S15	Mus musculus	Chordata
CMS001_021_Ra_S16	Mus musculus	Chordata
CMS001_023_Ra_S17	Mus musculus	Chordata
CMS001_025_Ra_S7	Mus musculus	Chordata
CMS001_026_Ra_S18	Mus musculus	Chordata
CMS001_035_Ra_S20	Mus musculus	Chordata
CMS001_050_Ra_S23	Mus musculus	Chordata
CMS001_051_Ra_S8	Mus musculus	Chordata
CMS001_052_Ra_S7	Mus musculus	Chordata
CMS001_056_Ra_S10	Mus musculus	Chordata
CMS001_057_Ra_S11	Mus musculus	Chordata
CMS001_058_Ra_S9	Mus musculus	Chordata
CMS001_060_Ra_S12	Mus musculus	Chordata
CMS001_water2_S24	Mus musculus	Chordata
CMS001_water3_Qiagen_S26	Mus musculus	Chordata
CMS001_water4_Zymo_S27	Mus musculus	Chordata
CMS002_007a_Rb_S118_L004	Mus musculus	Chordata
CMS002_020a_Rb_S131_L004	Mus musculus	Chordata
CMS002_021a_Rb_S136_L004	Mus musculus	Chordata
CMS002_025c_Rb_S142_L004	Mus musculus	Chordata
CMS002_029c_Rb_S161_L004	Mus musculus	Chordata
CMS002_0Water1_Rb_S127_L004	Mus musculus	Chordata
CMS002_0Water2_Rb_S139_L004	Mus musculus	Chordata
CMS002_0Water5_Rb_S175_L004	Mus musculus	Chordata
CMS002_0Water6_Rb_S187_L004	Mus musculus	Chordata
CMS002_0Water7_Rb_S199_L004	Mus musculus	Chordata
CMS001_016_Ra_S6	Rattus norvegicus	Chordata
CMS001_017_Ra_S6	Rattus norvegicus	Chordata
CMS001_028_Ra_S17	Rattus norvegicus	Chordata
CMS001_048_Ra_S5	Rattus norvegicus	Chordata
CMS001_049_Ra_S6	Rattus norvegicus	Chordata
CMS001_058_Ra_S9	Rattus norvegicus	Chordata
CMS001_060_Ra_S12	Rattus norvegicus	Chordata
CMS002_021a_Rb_S136_L004	Rattus norvegicus	Chordata
CMS002_031a_Rb_S165_L004	Rattus norvegicus	Chordata
CMS002_032a_Rb_S166_L004	Rattus norvegicus	Chordata
CMS002_033a_Rb_S167_L004	Rattus norvegicus	Chordata
CMS001_039_Ra_S9	Octodon degus	Chordata
CMS001_009_Ra_S13	Heterocephalus glaber	Chordata
CMS001_060_Ra_S12	Heterocephalus glaber	Chordata
CMS002_039a_Rb_S173_L004	Brachionus plicatilis	Eukaryota
CMS001_003_Ra_S2	Saccoglossus kowalevskii	Eukaryota
CMS001_025_Ra_S7	Saccoglossus kowalevskii	Eukaryota
CMS001_060_Ra_S12	Saccoglossus kowalevskii	Eukaryota
CMS002_020a_Rb_S131_L004	Saccoglossus kowalevskii	Eukaryota
CMS002_020d_Rb_S134_L004	Saccoglossus kowalevskii	Eukaryota
CMS002_020e_Rb_S135_L004	Saccoglossus kowalevskii	Eukaryota
CMS002_029a_Rb_S159_L004	Saccoglossus kowalevskii	Eukaryota
CMS002_035a_Rb_S169_L004	Saccoglossus kowalevskii	Eukaryota
CMS002_047g_Rb_S200_L004	Saccoglossus kowalevskii	Eukaryota
CMS001_002_Ra_S1	Viruses	Viruses
CMS001_005_Ra_S3	Viruses	Viruses
CMS001_006_Ra_S5	Viruses	Viruses
CMS001_007_Ra_S12	Viruses	Viruses
CMS001_009_Ra_S13	Viruses	Viruses
CMS001_016_Ra_S6	Viruses	Viruses
