ska_genus	ska_species	collected_by	sample	taxid	group	family	sci_name	reads	read_prop	poly_group	baltimore_group	genome_description	number_of_segments_conventional
Culex	pipiens	ALCO	CMS001_059_Ra_S10	570417.0	Wolbachia	Wolbachia	Wolbachieae	19051	0.2031218347176167				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	570417.0	Wolbachia	Wolbachia	Wolbachieae	16167	0.2378129504868936				
Culex	pipiens	ALCO	CMS001_044_Ra_S25	570417.0	Wolbachia	Wolbachia	Wolbachieae	5509	0.08579393259826824				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	570417.0	Wolbachia	Wolbachia	Wolbachieae	920	0.011530411460226347				
Culex	pipiens	ALCO	CMS001_004_Ra_S2	379584.0	Metazoa	Other metazoa	Caniformia	411	0.009117125110913931				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	379584.0	Metazoa	Other metazoa	Caniformia	84	0.0012356211938454296				
Culex	pipiens	ALCO	CMS001_004_Ra_S2	379584.0	Chordates	Carnivora	Caniformia	411	0.009117125110913931				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	379584.0	Chordates	Carnivora	Caniformia	84	0.0012356211938454296				
Culex	pipiens	ALCO	CMS001_041_Ra_S10	337752.0	Metazoa	Other metazoa	Sciurini	8	8.0636219774017e-05				
Culex	pipiens	ALCO	CMS001_041_Ra_S10	337752.0	Chordates	Rodentia	Sciurini	8	8.0636219774017e-05				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	299123.0	Metazoa	Other metazoa	Lonchura striata domestica	4	5.013222374011455e-05				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	299123.0	Chordates	Aves	Lonchura striata domestica	4	5.013222374011455e-05				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	286419.0	Metazoa	Other metazoa	Canis lupus dingo	22	0.0003236150745785649				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	286419.0	Chordates	Carnivora	Canis lupus dingo	22	0.0003236150745785649				
Culex	pipiens	ALCO	CMS001_041_Ra_S10	263437.0	Wolbachia	Wolbachia	Wolbachieae	11	0.00011087480218927338				
Culex	pipiens	ALCO	CMS001_054_Ra_S11	156563.0	Metazoa	Other metazoa	Cyanistes caeruleus	12	0.0002993339818902941				
Culex	pipiens	ALCO	CMS001_054_Ra_S11	156563.0	Chordates	Aves	Cyanistes caeruleus	12	0.0002993339818902941				
Culex	pipiens	ALCO	CMS001_004_Ra_S2	116960.0	Metazoa	Other metazoa	Ursus arctos horribilis	343	0.007608695652173913				
Culex	pipiens	ALCO	CMS001_004_Ra_S2	116960.0	Chordates	Carnivora	Ursus arctos horribilis	343	0.007608695652173913				
Culex	pipiens	ALCO	CMS001_040_Ra_S21	85471.0	Other Eukaryotes	Apicomplexa	Plasmodium relictum	31	0.00046880198409097784				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	85066.0	Metazoa	Other metazoa	Corvus brachyrhynchos	4	4.2648015267989464e-05				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	85066.0	Chordates	Aves	Corvus brachyrhynchos	4	4.2648015267989464e-05				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	59729.0	Metazoa	Other metazoa	Taeniopygia guttata	4	5.013222374011455e-05				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	59729.0	Chordates	Aves	Taeniopygia guttata	4	5.013222374011455e-05				
Culex	pipiens	ALCO	CMS001_041_Ra_S10	55153.0	Metazoa	Other metazoa	Sciuridae	36	0.00036286298898307646				
Culex	pipiens	ALCO	CMS001_041_Ra_S10	55153.0	Chordates	Rodentia	Sciuridae	36	0.00036286298898307646				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	44394.0	Metazoa	Other metazoa	Zonotrichia albicollis	1145	0.014350349045607785				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	44394.0	Metazoa	Other metazoa	Zonotrichia albicollis	52	0.0005544241984838631				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	44394.0	Chordates	Aves	Zonotrichia albicollis	1145	0.014350349045607785				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	44394.0	Chordates	Aves	Zonotrichia albicollis	52	0.0005544241984838631				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	44393.0	Metazoa	Other metazoa	Zonotrichia leucophrys	638	0.006802358435244319				
Culex	pipiens	ALCO	CMS001_054_Ra_S11	44393.0	Metazoa	Other metazoa	Zonotrichia leucophrys	42	0.0010476689366160294				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	44393.0	Chordates	Aves	Zonotrichia leucophrys	638	0.006802358435244319				
Culex	pipiens	ALCO	CMS001_054_Ra_S11	44393.0	Chordates	Aves	Zonotrichia leucophrys	42	0.0010476689366160294				
Culex	pipiens	ALCO	CMS001_054_Ra_S11	44387.0	Metazoa	Other metazoa	Zonotrichia	12	0.0002993339818902941				
Culex	pipiens	ALCO	CMS001_054_Ra_S11	44387.0	Chordates	Aves	Zonotrichia	12	0.0002993339818902941				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	39616.0	Metazoa	Other metazoa	Aphelocoma	16	0.00017059206107195786				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	39616.0	Chordates	Aves	Aphelocoma	16	0.00017059206107195786				
Culex	pipiens	ALCO	CMS001_004_Ra_S2	33554.0	Metazoa	Other metazoa	Carnivora	386	0.008562555456965396				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	33554.0	Metazoa	Other metazoa	Carnivora	240	0.003530346268129799				
Culex	pipiens	ALCO	CMS001_004_Ra_S2	33554.0	Chordates	Carnivora	Carnivora	386	0.008562555456965396				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	33554.0	Chordates	Carnivora	Carnivora	240	0.003530346268129799				
Culex	pipiens	ALCO	CMS001_041_Ra_S10	32524.0	Metazoa	Other metazoa	Amniota	1110	0.011188275493644859				
Culex	pipiens	ALCO	CMS001_041_Ra_S10	32524.0	Chordates	Other chordates	Amniota	1110	0.011188275493644859				
Culex	pipiens	ALCO	CMS001_040_Ra_S21	30427.0	Metazoa	Other metazoa	Haemorhous mexicanus	34	0.000514169918035266				
Culex	pipiens	ALCO	CMS001_040_Ra_S21	30427.0	Chordates	Aves	Haemorhous mexicanus	34	0.000514169918035266				
Culex	pipiens	ALCO	CMS001_044_Ra_S25	27322.0	Other Eukaryotes	Other eukaryotes	Metschnikowia bicuspidata	5	7.786706534604123e-05				
Culex	pipiens	ALCO	CMS001_004_Ra_S2	9654.0	Metazoa	Other metazoa	Procyon lotor	393	0.008717834960070987				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	9654.0	Metazoa	Other metazoa	Procyon lotor	213	0.0031331823129651967				
Culex	pipiens	ALCO	CMS001_004_Ra_S2	9654.0	Chordates	Carnivora	Procyon lotor	393	0.008717834960070987				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	9654.0	Chordates	Carnivora	Procyon lotor	213	0.0031331823129651967				
Culex	pipiens	ALCO	CMS001_004_Ra_S2	9347.0	Metazoa	Other metazoa	Eutheria	8	0.0001774622892635315				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	9347.0	Metazoa	Other metazoa	Eutheria	4	5.8839104468829987e-05				
Culex	pipiens	ALCO	CMS001_004_Ra_S2	9347.0	Chordates	Other chordates	Eutheria	8	0.0001774622892635315				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	9347.0	Chordates	Other chordates	Eutheria	4	5.8839104468829987e-05				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	9135.0	Metazoa	Other metazoa	Serinus canaria	10	0.00012533055935028638				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	9135.0	Chordates	Aves	Serinus canaria	10	0.00012533055935028638				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	9126.0	Metazoa	Other metazoa	Passeriformes	746	0.009349659727531356				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	9126.0	Metazoa	Other metazoa	Passeriformes	12	0.0001279440458039684				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	9126.0	Chordates	Aves	Passeriformes	746	0.009349659727531356				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	9126.0	Chordates	Aves	Passeriformes	12	0.0001279440458039684				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	8825.0	Metazoa	Other metazoa	Neognathae	4237	0.053102557996716336				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	8825.0	Metazoa	Other metazoa	Neognathae	1469	0.015662483607169132				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	8825.0	Chordates	Aves	Neognathae	4237	0.053102557996716336				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	8825.0	Chordates	Aves	Neognathae	1469	0.015662483607169132				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	8782.0	Metazoa	Other metazoa	Aves	1139	0.014275150709997618				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	8782.0	Chordates	Aves	Aves	1139	0.014275150709997618				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	8492.0	Metazoa	Other metazoa	Archosauria	6	7.519833561017182e-05				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	8492.0	Chordates	Other chordates	Archosauria	6	7.519833561017182e-05				
Culex	pipiens	ALCO	CMS001_040_Ra_S21	5820.0	Other Eukaryotes	Apicomplexa	Plasmodium	103	0.001557632398753894				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	5690.0	Other Eukaryotes	Trypanosomatidae	Trypanosoma	1501	0.016003667729313047				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	5690.0	Other Eukaryotes	Trypanosomatidae	Trypanosoma	49	0.0006141197408164032				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	5654.0	Other Eukaryotes	Trypanosomatidae	Trypanosomatidae	32	0.0004010577899209164				
Culex	pipiens	ALCO	CMS001_054_Ra_S11	3705.0	Other Eukaryotes	Other eukaryotes	Brassica	147	0.0036668412781561024				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	371	0.003955603416106023				
Culex	pipiens	ALCO	CMS001_041_Ra_S10	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	322	0.0032456078459041837				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	26	0.0003824541790473949				
Culex	pipiens	ALCO	CMS001_041_Ra_S10	955.0	Wolbachia	Wolbachia	Wolbachieae	6	6.047716483051275e-05				
Culex	pipiens	ALCO	CMS001_059_Ra_S10	953.0	Wolbachia	Wolbachia	Wolbachieae	10489	0.11183375803648535				
Culex	pipiens	ALCO	CMS001_041_Ra_S10	953.0	Wolbachia	Wolbachia	Wolbachieae	8588	0.08656298192740727				
Culex	pipiens	ALCO	CMS001_054_Ra_S11	953.0	Wolbachia	Wolbachia	Wolbachieae	1838	0.04584798822619671				
Culex	pipiens	ALCO	CMS001_004_Ra_S2	953.0	Wolbachia	Wolbachia	Wolbachieae	1281	0.028416149068322974				
Culex	pipiens	ALCO	CMS001_029_Ra_S18	953.0	Wolbachia	Wolbachia	Wolbachieae	1244	0.015591121583175625				
Culex	pipiens	ALCO	CMS001_044_Ra_S25	953.0	Wolbachia	Wolbachia	Wolbachieae	1034	0.01610290911356133				
Culex	pipiens	ALCO	CMS001_030_Ra_S7	953.0	Wolbachia	Wolbachia	Wolbachieae	190	0.0027948574622694245				
Culex	erythrothorax	WVAL 	CMS002_047b_Rb_S194_L004	1799696.0	Other Eukaryotes	Other eukaryotes	Sporidiobolaceae	12	0.00019786960393100946				
Culex	erythrothorax	WVAL 	CMS002_047b_Rb_S194_L004	1664066.0	Other Eukaryotes	Other eukaryotes	Monomorphina parapyrum	155	0.002555815717442206				
Culex	erythrothorax	WVAL 	CMS002_047g_Rb_S200_L004	1590123.0	Other Eukaryotes	Other eukaryotes	Hemiamphisiella terricola qingdaoensis	5	4.018194384171529e-05				
Culex	erythrothorax	WVAL 	CMS002_047c_Rb_S195_L004	1437201.0	Other Eukaryotes	Other eukaryotes	Pentapetalae	19	0.00017159784689859471				
Culex	erythrothorax	WVAL 	CMS002_047j_Rb_S3_L004	1437201.0	Other Eukaryotes	Other eukaryotes	Pentapetalae	4	3.1283483103008686e-05				
Culex	erythrothorax	WVAL 	CMS002_047c_Rb_S195_L004	890382.0	Other Eukaryotes	Other eukaryotes	Albugo laibachii Nc14	188	0.0016979155377334636				
Culex	erythrothorax	WVAL 	CMS002_028d_Rb_S157_L004	890382.0	Other Eukaryotes	Other eukaryotes	Albugo laibachii Nc14	10	7.23343002018127e-05				
Culex	erythrothorax	WVAL 	CMS002_047g_Rb_S200_L004	890382.0	Other Eukaryotes	Other eukaryotes	Albugo laibachii Nc14	4	3.2145555073372226e-05				
Culex	erythrothorax	WVAL 	CMS002_047c_Rb_S195_L004	716546.0	Other Eukaryotes	Other eukaryotes	leotiomyceta	14	0.00012644051876738556				
Culex	erythrothorax	WVAL 	CMS002_047g_Rb_S200_L004	716546.0	Other Eukaryotes	Other eukaryotes	leotiomyceta	12	9.643666522011669e-05				
Culex	erythrothorax	WVAL 	CMS002_047b_Rb_S194_L004	716546.0	Other Eukaryotes	Other eukaryotes	leotiomyceta	9	0.0001484022029482571				
Culex	erythrothorax	WVAL 	CMS002_047d_Rb_S196_L004	716546.0	Other Eukaryotes	Other eukaryotes	leotiomyceta	8	5.233478562363439e-05				
Culex	erythrothorax	WVAL 	CMS002_047c_Rb_S195_L004	715340.0	Other Eukaryotes	Other eukaryotes	Pleosporineae	3	2.709439687872548e-05				
Culex	erythrothorax	WVAL 	CMS002_047d_Rb_S196_L004	452563.0	Other Eukaryotes	Other eukaryotes	Cladosporiaceae	38	0.00024859023171226334				
Culex	erythrothorax	WVAL 	CMS002_028b_Rb_S155_L004	451864.0	Other Eukaryotes	Other eukaryotes	Dikarya	4	3.970656845908735e-05				
Culex	erythrothorax	WVAL 	CMS002_047b_Rb_S194_L004	298291.0	Other Eukaryotes	Other eukaryotes	Monomorphina ovata	32	0.0005276522771493586				
Culex	erythrothorax	WVAL 	CMS002_047b_Rb_S194_L004	298287.0	Other Eukaryotes	Other eukaryotes	Monomorphina pseudonordstedti	20	0.0003297826732183491				
Culex	erythrothorax	WVAL 	CMS002_047b_Rb_S194_L004	298266.0	Other Eukaryotes	Other eukaryotes	Monomorphina	5	8.244566830458728e-05				
Culex	erythrothorax	WVAL 	CMS002_047c_Rb_S195_L004	194286.0	Other Eukaryotes	Other eukaryotes	Stichotrichia	6	5.418879375745096e-05				
Culex	erythrothorax	WVAL 	CMS002_047c_Rb_S195_L004	183478.0	Other Eukaryotes	Other eukaryotes	Stemphylium lycopersici	3	2.709439687872548e-05				
Culex	erythrothorax	WVAL 	CMS002_047b_Rb_S194_L004	163742.0	Other Eukaryotes	Other eukaryotes	Trifolieae	17	0.00028031527223559675				
Culex	erythrothorax	WVAL 	CMS002_047b_Rb_S194_L004	162481.0	Other Eukaryotes	Other eukaryotes	Microbotryomycetes	81	0.001335619826534314				
Culex	erythrothorax	WVAL 	CMS002_047c_Rb_S195_L004	162481.0	Other Eukaryotes	Other eukaryotes	Microbotryomycetes	17	0.00015353491564611105				
Culex	erythrothorax	WVAL 	CMS002_047h_Rb_S1_L004	162481.0	Other Eukaryotes	Other eukaryotes	Microbotryomycetes	8	0.00010384485578545653				
Culex	erythrothorax	WVAL 	CMS002_047a_Rb_S193_L004	160059.0	Other Eukaryotes	Other eukaryotes	Dangeardinia pseudopertusa	41	0.000377688729215605				
Culex	erythrothorax	WVAL 	CMS002_047e_Rb_S197_L004	160059.0	Other Eukaryotes	Other eukaryotes	Dangeardinia pseudopertusa	8	5.582498866054918e-05				
Culex	erythrothorax	WVAL 	CMS002_047g_Rb_S200_L004	155619.0	Other Eukaryotes	Other eukaryotes	Agaricomycetes	4	3.2145555073372226e-05				
Culex	erythrothorax	WVAL 	CMS002_047j_Rb_S3_L004	155619.0	Other Eukaryotes	Other eukaryotes	Agaricomycetes	4	3.1283483103008686e-05				
Culex	erythrothorax	WVAL 	CMS002_047f_Rb_S198_L004	147541.0	Other Eukaryotes	Other eukaryotes	Dothideomycetes	4	3.44955457626534e-05				
Culex	erythrothorax	WVAL 	CMS002_047b_Rb_S194_L004	147538.0	Other Eukaryotes	Other eukaryotes	Pezizomycotina	12	0.00019786960393100946				
Culex	erythrothorax	WVAL 	CMS002_047b_Rb_S194_L004	94289.0	Other Eukaryotes	Other eukaryotes	Sterkiella histriomuscorum	13	0.00021435873759192693				
Culex	erythrothorax	WVAL 	CMS002_047j_Rb_S3_L004	94289.0	Other Eukaryotes	Other eukaryotes	Sterkiella histriomuscorum	12	9.385044930902607e-05				
Culex	erythrothorax	WVAL 	CMS002_047a_Rb_S193_L004	94289.0	Other Eukaryotes	Other eukaryotes	Sterkiella histriomuscorum	8	7.369536179816683e-05				
Culex	erythrothorax	WVAL 	CMS002_047b_Rb_S194_L004	86650.0	Other Eukaryotes	Other eukaryotes	Euglenales	16	0.0002638261385746793				
Culex	erythrothorax	WVAL 	CMS002_047c_Rb_S195_L004	86650.0	Other Eukaryotes	Other eukaryotes	Euglenales	6	5.418879375745096e-05				
Culex	erythrothorax	WVAL 	CMS002_047d_Rb_S196_L004	76775.0	Other Eukaryotes	Other eukaryotes	Malassezia restricta	5	3.2709241014771496e-05				
Culex	erythrothorax	WVAL 	CMS002_047e_Rb_S197_L004	76017.0	Other Eukaryotes	Other eukaryotes	Pandora neoaphidis	88	0.000614074875266041				
Culex	erythrothorax	WVAL 	CMS002_047c_Rb_S195_L004	65356.0	Other Eukaryotes	Other eukaryotes	Albugo	85	0.0007676745782305553				
Culex	erythrothorax	WVAL 	CMS002_028e_Rb_S158_L004	63103.0	Other Eukaryotes	Other eukaryotes	Tamarix pentandra	9	1.43026731696154e-05				
Culex	erythrothorax	WVAL 	CMS002_047j_Rb_S3_L004	33687.0	Other Eukaryotes	Microsporidia	Amblyospora	239	0.0018691881154047694				
Culex	erythrothorax	WVAL 	CMS002_028a_Rb_S154_L004	29917.0	Other Eukaryotes	Other eukaryotes	Cladosporium cladosporioides	3	3.425556938465579e-05				
Culex	erythrothorax	WVAL 	CMS002_047i_Rb_S2_L004	29000.0	Other Eukaryotes	Other eukaryotes	Pucciniomycotina	4	4.2015041384815764e-05				
Culex	erythrothorax	WVAL 	CMS002_047j_Rb_S3_L004	29000.0	Other Eukaryotes	Other eukaryotes	Pucciniomycotina	3	2.3462612327256516e-05				
Culex	erythrothorax	WVAL 	CMS002_047e_Rb_S197_L004	29000.0	Other Eukaryotes	Other eukaryotes	Pucciniomycotina	3	2.0934370747705942e-05				
Culex	erythrothorax	WVAL 	CMS002_028e_Rb_S158_L004	16719.0	Other Eukaryotes	Other eukaryotes	Juglans nigra	4	6.356743630940178e-06				
Culex	erythrothorax	WVAL 	CMS002_047j_Rb_S3_L004	5506.0	Other Eukaryotes	Other eukaryotes	Fusarium	12	9.385044930902607e-05				
Culex	erythrothorax	WVAL 	CMS002_028c_Rb_S156_L004	5506.0	Other Eukaryotes	Other eukaryotes	Fusarium	6	6.339010269196635e-05				
Culex	erythrothorax	WVAL 	CMS002_047e_Rb_S197_L004	5498.0	Other Eukaryotes	Other eukaryotes	Cladosporium	20	0.00013956247165137294				
Culex	erythrothorax	WVAL 	CMS002_028d_Rb_S157_L004	5322.0	Other Eukaryotes	Other eukaryotes	Pleurotus ostreatus	9	6.510087018163143e-05				
Culex	erythrothorax	WVAL 	CMS002_028b_Rb_S155_L004	5320.0	Other Eukaryotes	Other eukaryotes	Pleurotus	11	0.0001091930632624902				
Culex	erythrothorax	WVAL 	CMS002_028a_Rb_S154_L004	5320.0	Other Eukaryotes	Other eukaryotes	Pleurotus	4	4.5674092512874386e-05				
Culex	erythrothorax	WVAL 	CMS002_047g_Rb_S200_L004	5320.0	Other Eukaryotes	Other eukaryotes	Pleurotus	3	2.410916630502917e-05				
Culex	erythrothorax	WVAL 	CMS002_028e_Rb_S158_L004	5260.0	Other Eukaryotes	Other eukaryotes	Melampsora	8	1.2713487261880357e-05				
Culex	erythrothorax	WVAL 	CMS002_028b_Rb_S155_L004	5260.0	Other Eukaryotes	Other eukaryotes	Melampsora	6	5.955985268863102e-05				
Culex	erythrothorax	WVAL 	CMS002_028c_Rb_S156_L004	5260.0	Other Eukaryotes	Other eukaryotes	Melampsora	4	4.2260068461310905e-05				
Culex	erythrothorax	WVAL 	CMS002_047g_Rb_S200_L004	5125.0	Other Eukaryotes	Other eukaryotes	Hypocreales	21	0.0001687641641352042				
Culex	erythrothorax	WVAL 	CMS002_047d_Rb_S196_L004	5125.0	Other Eukaryotes	Other eukaryotes	Hypocreales	15	9.812772304431448e-05				
Culex	erythrothorax	WVAL 	CMS002_047h_Rb_S1_L004	5125.0	Other Eukaryotes	Other eukaryotes	Hypocreales	5	6.490303486591033e-05				
Culex	erythrothorax	WVAL 	CMS002_047g_Rb_S200_L004	4890.0	Other Eukaryotes	Other eukaryotes	Ascomycota	3	2.410916630502917e-05				
Culex	erythrothorax	WVAL 	CMS002_047h_Rb_S1_L004	3879.0	Other Eukaryotes	Other eukaryotes	Medicago sativa	4	5.1922427892728264e-05				
Culex	erythrothorax	WVAL 	CMS002_047b_Rb_S194_L004	3877.0	Other Eukaryotes	Other eukaryotes	Medicago	7	0.00011542393562642219				
Culex	erythrothorax	WVAL 	CMS002_047d_Rb_S196_L004	3877.0	Other Eukaryotes	Other eukaryotes	Medicago	5	3.2709241014771496e-05				
Culex	erythrothorax	WVAL 	CMS002_047c_Rb_S195_L004	3398.0	Other Eukaryotes	Other eukaryotes	Magnoliopsida	8	7.225172500993461e-05				
Culex	erythrothorax	WVAL 	CMS002_047a_Rb_S193_L004	3042.0	Other Eukaryotes	Other eukaryotes	Chlamydomonadales	4	3.6847680899083415e-05				
Culex	erythrothorax	WVAL 	CMS002_047e_Rb_S197_L004	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	28	0.00019538746031192212				
Culex	erythrothorax	WVAL 	CMS002_028a_Rb_S154_L004	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	4	4.5674092512874386e-05				
Culex	erythrothorax	PLCR	CMS002_053a_Rb_S7_L004	716546.0	Other Eukaryotes	Other eukaryotes	leotiomyceta	4	3.573132189811928e-06				
Culex	erythrothorax	PLCR	CMS002_053a_Rb_S7_L004	175245.0	Other Eukaryotes	Other eukaryotes	uncultured fungus	10	8.932830474529821e-06				
Culex	erythrothorax	PLCR	CMS002_053a_Rb_S7_L004	175244.0	Other Eukaryotes	Other eukaryotes	uncultured Basidiomycota	4	3.573132189811928e-06				
Culex	erythrothorax	PLCR	CMS002_053a_Rb_S7_L004	71729.0	Other Eukaryotes	Other eukaryotes	Psathyrella	5	4.466415237264911e-06				
Culex	erythrothorax	PLCR	CMS002_053a_Rb_S7_L004	33687.0	Other Eukaryotes	Microsporidia	Amblyospora	64	5.7170115036990855e-05				
Culex	erythrothorax	PLCR	CMS002_053a_Rb_S7_L004	5535.0	Other Eukaryotes	Other eukaryotes	Rhodotorula glutinis	6	5.3596982847178924e-06				
Culex	erythrothorax	PLCR	CMS002_053a_Rb_S7_L004	5112.0	Other Eukaryotes	Other eukaryotes	Epichloe	1112	0.000993330748767716				
Culex	erythrothorax	PLCR	CMS002_053a_Rb_S7_L004	5111.0	Other Eukaryotes	Other eukaryotes	Claviceps purpurea	648	0.0005788474147495325				
Culex	erythrothorax	PLCR	CMS002_053a_Rb_S7_L004	5110.0	Other Eukaryotes	Other eukaryotes	Claviceps	72	6.43163794166147e-05				
Culex	erythrothorax	PLCR	CMS002_053a_Rb_S7_L004	5020.0	Other Eukaryotes	Other eukaryotes	Phaeosphaeriaceae	6	5.3596982847178924e-06				
Culex	erythrothorax	PLCR	CMS002_053a_Rb_S7_L004	4432.0	Other Eukaryotes	Other eukaryotes	Nelumbo nucifera	4	3.573132189811928e-06				
Culex	erythrothorax	PLCR	CMS002_053a_Rb_S7_L004	2759.0	Other Eukaryotes	Other eukaryotes	Eukaryota	5	4.466415237264911e-06				
Culex	erythrothorax	ALCO	CMS001_053_Ra_S8	2637918.0	Metazoa	Other metazoa	unclassified Mimetus	173	0.004024566137812311				
Culex	erythrothorax	ALCO	CMS001_007_Ra_S12	1470209.0	Other Eukaryotes	Trypanosomatidae	Paratrypanosoma confusum	4594	0.11306637788880411				
Culex	erythrothorax	ALCO	CMS001_022_Ra_S6	1470209.0	Other Eukaryotes	Trypanosomatidae	Paratrypanosoma confusum	3272	0.02061063412974873				
Culex	erythrothorax	ALCO	CMS001_001_Ra_S1	1470209.0	Other Eukaryotes	Trypanosomatidae	Paratrypanosoma confusum	33	5.073878749673273e-05				
Culex	erythrothorax	ALCO	CMS001_037_Ra_S21	1437201.0	Other Eukaryotes	Other eukaryotes	Pentapetalae	5	4.826580946589055e-05				
Culex	erythrothorax	ALCO	CMS001_011_Ra_S4	1437010.0	Metazoa	Other metazoa	Boreoeutheria	5475	0.0377580998882774				
Culex	erythrothorax	ALCO	CMS001_020_Ra_S15	1437010.0	Metazoa	Other metazoa	Boreoeutheria	3431	0.00902101836806596				
Culex	erythrothorax	ALCO	CMS001_058_Ra_S9	1437010.0	Metazoa	Other metazoa	Boreoeutheria	1508	0.014804343130902594				
Culex	erythrothorax	ALCO	CMS001_013_Ra_S5	1437010.0	Metazoa	Other metazoa	Boreoeutheria	1216	0.013587351248673109				
Culex	erythrothorax	ALCO	CMS001_048_Ra_S5	1437010.0	Metazoa	Other metazoa	Boreoeutheria	449	0.01035683805042327				
Culex	erythrothorax	ALCO	CMS001_001_Ra_S1	1437010.0	Metazoa	Other metazoa	Boreoeutheria	102	0.0001568289795353557				
Culex	erythrothorax	ALCO	CMS001_019_Ra_S14	1437010.0	Metazoa	Other metazoa	Boreoeutheria	92	0.001340267762189881				
Culex	erythrothorax	ALCO	CMS001_057_Ra_S11	1437010.0	Metazoa	Other metazoa	Boreoeutheria	71	0.0004055474319137269				
Culex	erythrothorax	ALCO	CMS001_045_Ra_S2	1437010.0	Metazoa	Other metazoa	Boreoeutheria	58	0.0004423293981269638				
Culex	erythrothorax	ALCO	CMS001_052_Ra_S7	1437010.0	Metazoa	Other metazoa	Boreoeutheria	57	0.0013188949049007356				
Culex	erythrothorax	ALCO	CMS001_018_Ra_S14	1437010.0	Metazoa	Other metazoa	Boreoeutheria	54	0.0008875593760786311				
Culex	erythrothorax	ALCO	CMS001_053_Ra_S8	1437010.0	Metazoa	Other metazoa	Boreoeutheria	42	0.0009770622993532777				
Culex	erythrothorax	ALCO	CMS001_022_Ra_S6	1437010.0	Metazoa	Other metazoa	Boreoeutheria	38	0.00023936555529659282				
Culex	erythrothorax	ALCO	CMS001_035_Ra_S20	1437010.0	Metazoa	Other metazoa	Boreoeutheria	38	0.00010787976516278489				
Culex	erythrothorax	ALCO	CMS001_010_Ra_S1	1437010.0	Metazoa	Other metazoa	Boreoeutheria	23	0.0008214285714285715				
Culex	erythrothorax	ALCO	CMS001_017_Ra_S6	1437010.0	Metazoa	Other metazoa	Boreoeutheria	19	0.00020334556974217923				
Culex	erythrothorax	ALCO	CMS001_056_Ra_S10	1437010.0	Metazoa	Other metazoa	Boreoeutheria	18	0.0005290694256657457				
Culex	erythrothorax	ALCO	CMS001_015_Ra_S13	1437010.0	Metazoa	Other metazoa	Boreoeutheria	6	0.00012205293028743465				
Culex	erythrothorax	ALCO	CMS001_011_Ra_S4	1437010.0	Chordates	Other chordates	Boreoeutheria	5475	0.0377580998882774				
Culex	erythrothorax	ALCO	CMS001_020_Ra_S15	1437010.0	Chordates	Other chordates	Boreoeutheria	3431	0.00902101836806596				
