	genome 1399|Botourmia-like (Botourmia)	genome 1438|Botourmia-like (Botourmia)	genome 1479|Botourmia-like (Botourmia)	genome 3061|Botourmia-like (Botourmia)	genome 4269|Botourmia-like (Botourmia)	genome 9191|Botourmia-like (Botourmia)	RNA1 Hubei chryso-like virus 1 (Chryso)	RNA2 Hubei chryso-like virus 1 (Chryso)	RNA3 Hubei chryso-like virus 1 (Chryso)	RNA4 Hubei chryso-like virus 1 (Chryso)	RNA1 Keturi virus (Chryso)	RNA2 Keturi virus (Chryso)	RNA3 Keturi virus (Chryso)	RNA4 Keturi virus (Chryso)	L Culex mosquito virus 4 (Chu)	RNA2 Culex mosquito virus 4 (Chu)	genome Wuhan insect virus 33 (Dicistro)	genome Placeda virus (Flavi)	genome Culex flavivirus (Flavi)	genome Calbertado virus (Flavi)	genome 25|Ifla-like (Ifla)	genome Culex iflavi-like virus 4 (Ifla)	genome 24|Ifla-like (Ifla)	genome Culex iflavi-like virus 3 (Ifla)	genome Chimba virus (Levi)	genome 416|Levi-like (Levi)	RNA1 Culex-associated Luteo-like virus (Luteo)	RNA2 Culex-associated Luteo-like virus (Luteo)	genome 98|Luteo-like (Luteo)	RNA1 Culex narnavirus 1 (Narna)	RNA2 Culex narnavirus 1 (Narna)	genome 1249|Narna-like (Narna)	PB1 Usinis virus (Orthomyxo)	PB2 Usinis virus (Orthomyxo)	PA Usinis virus (Orthomyxo)	NP Usinis virus (Orthomyxo)	gp64 Usinis virus (Orthomyxo)	hypothetical Usinis virus (Orthomyxo)	hypothetical2 Usinis virus (Orthomyxo)	hypothetical3 Usinis virus (Orthomyxo)	PB1 Wuhan mosquito virus 6 (Orthomyxo)	PB2 Wuhan mosquito virus 6 (Orthomyxo)	PA Wuhan mosquito virus 6 (Orthomyxo)	NP Wuhan mosquito virus 6 (Orthomyxo)	gp64 Wuhan mosquito virus 6 (Orthomyxo)	hypothetical Wuhan mosquito virus 6 (Orthomyxo)	hypothetical2 Wuhan mosquito virus 6 (Orthomyxo)	hypothetical3 Wuhan mosquito virus 6 (Orthomyxo)	PB1 Guadeloupe mosquito quaranja-like virus 1 (Orthomyxo)	PB2 Guadeloupe mosquito quaranja-like virus 1 (Orthomyxo)	PA Guadeloupe mosquito quaranja-like virus 1 (Orthomyxo)	NP Guadeloupe mosquito quaranja-like virus 1 (Orthomyxo)	gp64 Guadeloupe mosquito quaranja-like virus 1 (Orthomyxo)	hypothetical Guadeloupe mosquito quaranja-like virus 1 (Orthomyxo)	hypothetical2 Guadeloupe mosquito quaranja-like virus 1 (Orthomyxo)	hypothetical3 Guadeloupe mosquito quaranja-like virus 1 (Orthomyxo)	PB1 Astopletus virus (Orthomyxo)	PB2 Astopletus virus (Orthomyxo)	PA Astopletus virus (Orthomyxo)	NP Astopletus virus (Orthomyxo)	gp64 Astopletus virus (Orthomyxo)	hypothetical Astopletus virus (Orthomyxo)	hypothetical2 Astopletus virus (Orthomyxo)	hypothetical3 Astopletus virus (Orthomyxo)	RNA1 Netjeret virus (Partiti)	RNA2 Netjeret virus (Partiti)	RNA1 Nefer virus (Partiti)	RNA2 Nefer virus (Partiti)	Chaq_RNA3 Nefer virus (Partiti)	RNA1 Nebet virus (Partiti)	RNA2 Nebet virus (Partiti)	L Culex bunyavirus 2 (Peribunya)	NP Culex bunyavirus 2 (Peribunya)	GP Culex bunyavirus 2 (Peribunya)	L 61|Peribunya-like (Peribunya)	NP 61|Peribunya-like (Peribunya)	GP 61|Peribunya-like (Peribunya)	L 6823|Peribunya-like (Peribunya)	L Barstukas virus (Phasma)	NP Barstukas virus (Phasma)	GP Barstukas virus (Phasma)	L 76|Phasma-like (Phasma)	NP 76|Phasma-like (Phasma)	GP 76|Phasma-like (Phasma)	L 63|Phenui-like (Phenui)	NP 63|Phenui-like (Phenui)	GP 63|Phenui-like (Phenui)	RNA2 296|Reo-like (Reo)	RNA1 296|Reo-like (Reo)	RNA3 296|Reo-like (Reo)	RNA4 296|Reo-like (Reo)	RNA5 296|Reo-like (Reo)	RNA6 296|Reo-like (Reo)	RNA7 296|Reo-like (Reo)	RNA8 296|Reo-like (Reo)	VP1 246|Reo-like (Reo)	RNA1 Lobuck virus (Reo)	RNA2 Lobuck virus (Reo)	RNA3 Lobuck virus (Reo)	RNA4 Lobuck virus (Reo)	RNA5 Lobuck virus (Reo)	RNA6 Lobuck virus (Reo)	RNA7 Lobuck virus (Reo)	RNA8 Lobuck virus (Reo)	RNA9 Lobuck virus (Reo)	RNA10 Lobuck virus (Reo)	genome Merida virus (Rhabdo)	genome 4|Rhabdo-like (Rhabdo)	genome 2|Rhabdo-like (Rhabdo)	genome 30|Rhabdo-like (Rhabdo)	RNA1 Marma virus (Solemo)	RNA2 Marma virus (Solemo)	RNA1 Culex mosquito virus 6 (Solemo)	RNA2 Culex mosquito virus 6 (Solemo)	RNA1 Guadeloupe mosquito virus (Solemo)	RNA2 Guadeloupe mosquito virus (Solemo)	RNA1 Wenzhou sobemo-like virus 4 (Solemo)	RNA2 Wenzhou sobemo-like virus 4 (Solemo)	RNA1 Kellev virus (Solemo)	RNA2 Kellev virus (Solemo)	genome Hubei mosquito virus 4 (Tombus)	genome 88|Tombus-like (Tombus)	RNA1 Erebo virus (Tombus)	RNA2 Erebo virus (Tombus)	genome 55|Toti-like (Toti)	genome 56|Toti-like (Toti)	genome 57|Toti-like (Toti)	genome 42|Toti-like (Toti)	genome 39|Toti-like (Toti)	RNA1 Aedes aegypti totivirus (Toti)	RNA2 Aedes aegypti totivirus (Toti)	genome 49|Toti-like (Toti)	RNA1 6512|Toti-like (Toti)	RNA2 6512|Toti-like (Toti)	genome 1715|Toti-like (Toti)	genome 19890|Toti-like (Toti)	genome 22872|Toti-like (Toti)	genome 2923|Toti-like (Toti)	genome 5308|Toti-like (Toti)	genome Totivirus-like Culex mosquito virus 1 (Toti)	genome Guadeloupe Culex tymo-like virus (Tymo)	genome Hubei virga-like virus 2 (Virga)	genome Culex pipiens-associated Tunisia virus (Virga)	genome Gordis virus (Xinmo)	genome Aedes anphevirus (Xinmo)
CMS002_045b_Rb_S184_L004																																	0.06547340872978782	0.08612954481727264	0.09309281241237499	0.07559117674549024	0.03962987195064959	0.02958220394429386	0.01862323581643144	0.02682493690999159																									0.0014020001869333582	0.0005608000747733433													0.25133190017758666	0.20730909430787925	0.03222263762968502																																				0.04869613982615198	0.020889802785307037																											
CMS002_026d_Rb_S149_L004																																	0.012138212418717327	0.021777381104169324	0.02458243019252837	0.026010455182965703	0.016779293637638658	0.014688257044498278	0.014458753028177992	0.020706362361341324																									0.01825831952059161	0.016422287390029325													0.3316843044753283	0.24470228228994007	0.06739767945939054																																																																
CMS002_045a_Rb_S183_L004																																	0.02166217892475721	0.025867546062384655	0.02716848697546365	0.027107978095785558	0.012767373612077573	0.007926663237830152	0.007140047802014946	0.007261065561371132																									0.038181103076876534	0.018031646144071642													0.09303240250506761	0.08217105860284997	0.020209965812482984																																				0.31767161830998697	0.14271019272078178																											
CMS002_045f_Rb_S189_L004																																	0.011815675462780622	0.01723119338322174	0.019692792437967704	0.02067743205986609	0.01467113036628594	0.009255612445844821	0.010141788105553367	0.009058684521465145																									0.003249310752264671	0.0005415517920441119													0.1111658133123277	0.08787908625443087	0.022942103190232373																																				0.463420638046475	0.19136471051595116																											
CMS002_026c_Rb_S148_L004																																	0.013537726458291858	0.019609794943261	0.026776826597650807	0.026776826597650807	0.01751941071073064	0.016424447541309974	0.01607605016922158	0.026776826597650807																									0.00532550268763687	0.005723671112880749													0.25766474218594465	0.1911208441170615	0.05036830579335059																																																																
CMS002_026e_Rb_S150_L004																																	0.01134238310708899	0.014901960784313726	0.022322775263951735	0.02171945701357466	0.017737556561085974	0.02196078431372549	0.019306184012066366	0.036923076923076927																									0.007481146304675716	0.013876319758672699													0.23710407239819004	0.2564705882352941	0.03855203619909502																																																																
CMS002_026b_Rb_S147_L004																																	0.02267886229795765	0.030948502693898008	0.039594035835108385	0.04454329031449693	0.02518481393309109	0.031825585766194715	0.04028317253477008	0.043227665706051875																									0.005763688760806916	0.0068913669966169655													0.26769828342312996	0.28342312993359225	0.028567848640521237																																																																
CMS002_026a_Rb_S146_L004																																	0.017376360511743363	0.022913881993507735	0.030742791674622877	0.028833301508497233	0.01976322321940042	0.020336070269238112	0.02281840748520145	0.036853160206224936																									0.010693144930303608	0.014416650754248616													0.257781172426962	0.2501432117624594	0.05002864235249189																																																																
CMS001_043_Ra_S24																																									0.03223343113218922	0.023632490655520276	0.03376070093645754	0.05297214742172742	0.01708130702142197	0.01567461114906957	0.002652626502150235	0.007314818536232466																								0.10727060809452996	0.12668301113299305	0.03962863228969897																																					0.2529641091595997	0.10879787789879827																	0.024757847353402196																
CMS002_018b_Rb_S129_L004																																																	0.004130808950086058	0.005187088864263316	0.004272275010020513	0.005833117204630656	0.008803904463254192	0.00898781034116898	0.010543937000447976	0.003753566123594181																																																											0.6503477707306722	0.297125881215665																													
CMS002_017b_Rb_S123_L004																																																	0.002107280833864122	0.0016072480936251778	0.0012977040163344028	0.0021013280631469915	0.0027978022370512357	0.0024287304525891576	0.00722666365059617	0.0022144307067724672																																																											0.5064855436963135	0.21504384215633165														0.03884182892927513	0.07288572466054324														
CMS002_017c_Rb_S124_L004																																																	0.00489608699573525	0.003143803228840529	0.0016749771301199541	0.0024609279373300863	0.006132993184131524	0.0022676613453931687	0.0067643307177921224	0.0034272608970146753																																																											0.4897375439681497	0.22749410536894593														0.018431190651050727	0.044973135943720766														0.04608119773749243
CMS002_017a_Rb_S122_L004																																																	0.002803552228107204	0.0020787702600453986	0.0012424833738202382	0.0033610768189239774	0.00321771335271395	0.0023575325554537853	0.008123929751901557	0.0023575325554537853																																																											0.6289912787224722	0.2688383576918482														0.02432400143363466	0.050583409661104695														
CMS002_017e_Rb_S126_L004																																																	0.06133113311331133	0.04565456545654566	0.029336266960029337	0.03291162449578291	0.0462046204620462	0.02181884855152182	0.0748074807480748	0.0165016501650165																																																											0.2629262926292629	0.11367803447011368														0.007792445911257792	0.018151815181518153														
CMS001_027_Ra_S16																																																									0.0367102305835345	0.04270373761758096	0.03870806626154999	0.025181053858320153	0.00307999667027387	0.007741613252309997	0.007575126945808707	0.00745026221593274																																															0.21988678931157912	0.06796803462915176														0.0055356696911679016			0.003412969283276451																
CMS001_025_Ra_S7																																																																			0.07578612402127036	0.07993133190972658	0.1405183603399908																																																						0.019260561905958214	0.0106351798350291																				0.11397228153917012	
CMS001_008_Ra_S3																																																																			0.07789801675860036	0.12657375047370414	0.11760495178744368																																																																											0.08829845467177565	
CMS002_020e_Rb_S135_L004																																																																			0.23042161171066136	0.371628152621247	0.26351977519356673																																																																											0.10140703317289966	
CMS002_021a_Rb_S136_L004																																																																			0.1111401930312449	0.21472926549975463	0.19464747259937837																																																																0.00033371503353508915	0.00040569278586618683										0.1386618681498446	
CMS002_020d_Rb_S134_L004																																																																			0.1831445841728618	0.45063572569999305	0.17619676231501424																																																																				0.0002779128743139026							0.11037772991500498	
CMS002_029a_Rb_S159_L004																																																																			0.0	9.586578789694428e-05	0.0			0.13469942081086478	0.10956660675054923	0.024421809466746554																																					0.4962971839424805	0.11945676053525064														0.001214299980027961																			
CMS001_003_Ra_S2																																																																						0.014902363823227132	0.02882836587872559																																																																									0.18843782117163413	
CMS001_033_Ra_S8																																																																								0.12145863185567127	0.17111394433099028	0.0																																					0.45514549085534406	0.19655650957339982																																	
CMS002_013a_Rb_S120_L004																																																																								0.2386654055903246	0.2720906365081601	0.11776306522045359																																																																							
CMS002_010a_Rb_S119_L004																																																																								0.22385198395006686	0.24819438252340614	0.1702630405706643																																																																							
CMS002_029b_Rb_S160_L004																																																																								0.1322007119920388	0.13351389615585854	0.0565284745519272																																					0.5222471864003365	0.13203656397156135														0.0008207401023873277																			
CMS001_001_Ra_S1																																																																														0.00014918366697431654				0.012187311034021833	0.014248034753827058	0.0046167372139651825				0.016422138060532766	0.016539495878552562	0.015536981636485153	0.017561901276216544	0.017526097196142707	0.0068763724897361635	0.0016569332611947425	0.001792193119251456																										0.371363896756946	0.0004753986187581553						0.0012093822602717928														0.014063047006778906			
CMS001_057_Ra_S11																																																																																		0.016876627863711264	0.03119296940059179	0.006387427133719591																													0.013155796523680433	0.00554581052109357							0.058966317617250484				0.003074115416644519			0.018949662467442726														0.026382466025266216			
CMS001_017_Ra_S6																																																																																		0.09798245614035088	0.1649561403508772	0.00824561403508772																													0.11214912280701754	0.05771929824561404														0.010701754385964912														0.27614035087719296			
CMS002_028b_Rb_S155_L004																																																																																		0.09772527073941654	0.283822996010156	0.02020830094823566																																									0.004145292502202187																		0.5196901393854604		
CMS002_047i_Rb_S2_L004																																																																																		0.05851470690494402	0.27651067380571587	0.013385717265836868																													0.19890828176065642	0.11369167651762742																												0.30317780404700645			
CMS002_047h_Rb_S1_L004																																																																																		0.17096206178965903	0.16848087081799262	0.23899471746438292																																																											0.36097326716824074		
CMS001_021_Ra_S16																																																																																					0.16882384799885047	0.06653918848717297	0.10935859317144342																								0.323466669614139	0.13145358283686845	0.04524001635847159	0.02538879002575354											0.0031832701468946538			0.0036917091286903275														0.08333978092911698			
CMS001_049_Ra_S6																																																																																					0.05972827480133299	0.021134182118545102	0.03597368196189012	0.028197897974878237	0.027970036173061038	0.022729214731265487	0.018485288672420178	0.02779913982169814	0.009285368424050814	0.005639579594975647	0.0026204107208977756																0.19220142983280641	0.08675838104189809	0.01817197869492153	0.008032128514056224							0.16582642627246574				0.002876755247942123			0.009228402973596514														0.001281722635221738			
CMS001_013_Ra_S5																																																																																					0.19834676240971905	0.14870788627729303	0.14991859057320586																																						0.009309898551329687			0.0012524527199098232																	
CMS001_056_Ra_S10																																																																																					0.28831219259642765	0.08762619725601864	0.21660626456122184	0.0	0.0004530157908361377	0.0006471654154801967	0.0	0.0	0.0	0.0	0.0																		0.03184053844162568	0.018638363965829668																												0.161208904996117			
CMS001_020_Ra_S15																																																																																								0.07561844800477392	0.1041044363314526	0.08445557466466859	0.06004954959485328	0.09464039666495691	0.026739348345720733	0.025190504447059375	0.008059352234592858																		0.012042093688293488	0.00653732814370053							0.3403198932571651				0.0007040199539369801			6.704951942256953e-05														0.026491265123857223			
CMS002_047g_Rb_S200_L004																																																																																								0.0014773017583223184	0.002754667940330338	0.001877172910950916	0.002232613935509669	0.002754667940330338	0.0009774628175365715	0.0006775594530651235	0.00012218285219207144																										0.055682058003532195							0.0032433993490986234														0.7552344244632285	0.12640371435870665		
CMS001_012_Ra_S4																																																																																																0.06976084025264354	0.11141863600879995	0.0	0.0	0.0	0.0	0.05393513590234902	0.06351571925342417	0.0	0.1068767298275495	0.07302533532041729																													0.006387055567383436										
CMS001_015_Ra_S13																																																																																																												0.040274072911763166			0.5201631884512788	0.24331816517600294									0.0036089753648203358							0.02677964328678278														0.09806998273968304			
CMS002_042a_Rb_S177_L004																																																																																																													0.008219178082191782		0.1660958904109589	0.06335616438356165																																	
CMS001_031_Ra_S19																																																																																																														0.17135411701147232	0.524263514157689	0.17939428607747798															0.004639781358248323																		
CMS002_037a_Rb_S171_L004																																																																																																														0.09311299194965375	0.6153806401231094	0.2344534147938032																																	
CMS001_024_Ra_S15																																																																																																															0.3612336088315178	0.08364241698548523	0.05671563330510207	0.06013258958558453														0.00817733126953068														0.3101544931514851			
CMS002_033a_Rb_S167_L004																																																																																																															0.6852914304801014	0.29004528887622677																																	
CMS002_036a_Rb_S170_L004																																																																																																															0.7204401364800888	0.27540406842894416																																	
CMS001_006_Ra_S5																																																																																																																	0.2319425751458053	0.08849259757738896									0.0088604755495738	0.00566397487662629	0.01598250336473755																	0.316397487662629			
CMS002_019a_Rb_S130_L004																																																																																																																			0.7074776527702858	0.2922044771518841																													
CMS002_017d_Rb_S125_L004																																																																																																																			0.49099207829540714	0.20099953918061925														0.023271378727699632	0.07451559105571526														
CMS002_018a_Rb_S128_L004																																																																																																																			0.6431396786155748	0.25482076637824475																													0.09848578491965389
CMS002_047c_Rb_S195_L004																																																																																																																									0.002030855907497789																						0.7743784598250844		
CMS001_050_Ra_S23																																																																																																																													0.032816615570620496			0.06485599550930524														0.34522215985146165			
CMS001_007_Ra_S12																																																																																																																													0.012357840064475687			0.0017909913136921285																	
CMS001_010_Ra_S1																																																																																																																													0.04238921001926782			0.006262042389210019														0.6729287090558767			
CMS002_047e_Rb_S197_L004																																																																																																																													0.00017330098381635427																	0.015077185592022823	0.11407203988588797		
CMS002_047d_Rb_S196_L004																																																																																																																																0.004734888281851929														0.6489598655179659	0.15262310009105554		
CMS001_016_Ra_S6																																																																																																																																								0.003516856657773466									
CMS001_005_Ra_S3																																																																																																																																										0.004401094326156774							
CMS002_028c_Rb_S156_L004																																																																																																																																														0.46292328845969366	0.48354810859207625		
CMS002_047b_Rb_S194_L004																																																																																																																																														0.14690701493704544	0.822906076483929		
