,cluster,kingdom
1040,7594,Eukaryota
2874,7597,Bacteria
1016,7598,Eukaryota
906,7603,Bacteria
4122,7617,
5696,7621,Eukaryota
5093,7626,Eukaryota
2538,7646,Eukaryota
4505,7653,Eukaryota
6376,7656,Eukaryota
5625,7661,Eukaryota
37,7687,Eukaryota
6532,7690,Bacteria
1596,7706,Eukaryota
3315,7707,Eukaryota
4203,7708,Bacteria
5678,7710,Eukaryota
3379,7715,Viruses
1505,7720,Eukaryota
6600,7737,Eukaryota
3925,7745,Eukaryota
5729,7746,Eukaryota
2457,7747,Bacteria
3549,7749,Eukaryota
3415,7773,Eukaryota
6894,7780,Eukaryota
3945,7796,Eukaryota
1918,7802,Eukaryota
5013,7815,Bacteria
1965,7818,Eukaryota
4393,7851,
925,7873,Eukaryota
211,7888,Eukaryota
5069,7907,Eukaryota
6369,7911,Bacteria
599,7916,Eukaryota
47,7923,Bacteria
3660,7944,Eukaryota
6499,7955,Viruses
2412,7957,
2222,7964,Eukaryota
3846,7970,Eukaryota
1247,7971,Eukaryota
661,7973,Eukaryota
3035,7980,Eukaryota
4238,7985,Eukaryota
4039,7989,Eukaryota
6467,7990,Eukaryota
3101,7991,Eukaryota
3219,8001,Eukaryota
1510,8005,Bacteria
1205,8038,Eukaryota
3246,8041,Eukaryota
4597,8044,Eukaryota
810,8057,Eukaryota
1842,8066,Eukaryota
5987,8085,Eukaryota
1671,8104,Eukaryota
5566,8108,Eukaryota
1348,8113,Eukaryota
1138,8117,Eukaryota
3423,8131,Bacteria
5655,8134,
6119,8137,Eukaryota
2783,8151,Eukaryota
3442,8154,Eukaryota
4587,8175,Bacteria
262,8179,Bacteria
6282,8191,Eukaryota
1688,8194,Eukaryota
1198,8211,Eukaryota
1557,8218,Eukaryota
7,8231,Viruses
6226,8265,Bacteria
5730,8276,Eukaryota
2226,8286,
1637,8288,Eukaryota
3409,8301,Eukaryota
2172,8306,Eukaryota
2844,8310,Eukaryota
1003,8315,Eukaryota
4641,8323,Eukaryota
1159,8331,Bacteria
571,8351,Eukaryota
1056,8354,Eukaryota
1295,8365,Eukaryota
5388,8366,Eukaryota
4644,8368,Eukaryota
4234,8371,Bacteria
1765,8389,Eukaryota
3747,8397,Eukaryota
3389,8398,Eukaryota
2591,8404,Eukaryota
4153,8411,Eukaryota
5515,8416,Bacteria
2843,8435,Bacteria
2819,8455,Eukaryota
3506,8481,Eukaryota
6433,8500,Eukaryota
3525,8529,Eukaryota
5062,8536,Eukaryota
1377,8537,Eukaryota
895,8542,Eukaryota
4558,8558,Eukaryota
2344,8576,Eukaryota
1712,8583,
1847,8590,Eukaryota
4635,8603,Eukaryota
4525,8604,Eukaryota
541,8608,Eukaryota
2933,8621,Eukaryota
1453,8625,Eukaryota
5738,8642,Eukaryota
2829,8645,Bacteria
2200,8652,Eukaryota
5035,8678,Bacteria
2306,8679,Eukaryota
1662,8682,Eukaryota
2390,8700,Eukaryota
3308,8706,Viruses
1937,8720,Eukaryota
6022,8726,Eukaryota
5528,8739,Eukaryota
6459,8754,Viruses
1473,8759,Eukaryota
3279,8764,Bacteria
5001,8789,Eukaryota
3778,8791,Eukaryota
1360,8792,Eukaryota
4705,8806,
5284,8810,Eukaryota
1472,8815,Eukaryota
6491,8833,Bacteria
6498,8835,Eukaryota
6888,8858,
2329,8865,Eukaryota
1070,8872,Eukaryota
3318,8874,Viruses
1528,8884,Eukaryota
6765,8888,Eukaryota
3984,8901,Bacteria
2186,8903,Bacteria
5083,8910,Bacteria
3020,8920,
3980,8923,Eukaryota
6007,8928,Eukaryota
3054,8935,Bacteria
6127,8942,Eukaryota
1921,8950,Bacteria
1446,8954,Eukaryota
366,8963,Eukaryota
4746,8967,Eukaryota
6236,8968,Eukaryota
2558,8977,Eukaryota
4231,8978,Eukaryota
5147,8991,Bacteria
3597,9023,Eukaryota
5081,9035,Eukaryota
5242,9041,Eukaryota
5988,9043,Eukaryota
6670,9049,Eukaryota
3918,9064,Eukaryota
1508,9069,Viruses
6413,9076,Eukaryota
2047,9090,
4138,9092,Eukaryota
5160,9102,Bacteria
3754,9107,Eukaryota
1083,9118,Eukaryota
2214,9126,Eukaryota
5405,9137,Eukaryota
328,9140,Eukaryota
1002,9166,Eukaryota
2407,9169,Eukaryota
6197,9176,Eukaryota
3541,9181,Eukaryota
3182,9191,Viruses
1021,9219,Eukaryota
2182,9224,Eukaryota
24,9226,Bacteria
2266,9247,Eukaryota
3777,9257,Bacteria
5964,9258,Bacteria
3399,9269,Eukaryota
2361,9276,Bacteria
5461,9277,Eukaryota
6073,9281,Eukaryota
494,9290,Eukaryota
373,9295,Eukaryota
5952,9299,Eukaryota
20,9323,Eukaryota
1303,9329,Eukaryota
2560,9340,Eukaryota
6455,9352,Eukaryota
4600,9354,Eukaryota
4686,9372,Bacteria
2335,9382,Eukaryota
1752,9394,Eukaryota
2078,9411,Eukaryota
933,9421,
3301,9425,Eukaryota
2418,9431,Eukaryota
839,9443,Eukaryota
412,9454,Bacteria
6333,9455,Bacteria
5193,9491,Eukaryota
2623,9512,Eukaryota
2824,9514,Eukaryota
4967,9516,Eukaryota
260,9520,Eukaryota
3697,9528,Eukaryota
131,9553,Eukaryota
2528,9560,Eukaryota
3891,9567,
5898,9571,Bacteria
6379,9582,
5857,9631,
2159,9632,
6783,9651,Eukaryota
3527,9652,Eukaryota
2546,9656,Eukaryota
5498,9659,Eukaryota
1145,9662,Bacteria
5518,9664,Eukaryota
3855,9666,Eukaryota
3064,9676,Eukaryota
1350,9689,Eukaryota
3281,9695,Eukaryota
4151,9699,Eukaryota
4313,9714,Bacteria
295,9716,Eukaryota
762,9721,Bacteria
4877,9727,Viruses
2169,9731,Eukaryota
3141,9749,Eukaryota
1029,9750,Bacteria
182,9752,Eukaryota
4140,9766,Eukaryota
4501,9768,Bacteria
5384,9780,Eukaryota
1146,9785,Eukaryota
4673,9786,Eukaryota
422,9788,Eukaryota
5884,9792,Bacteria
3903,9793,
2145,9803,Eukaryota
4222,9815,Eukaryota
1665,9818,Eukaryota
1742,9822,Bacteria
5740,9835,Bacteria
4240,9841,
3311,9871,Eukaryota
695,9879,Eukaryota
3985,9909,Eukaryota
1117,9923,Bacteria
1024,9942,Eukaryota
1539,9950,Bacteria
4588,9957,Eukaryota
6067,9971,Bacteria
3676,9972,Eukaryota
3214,9979,Bacteria
2561,9990,Eukaryota
6420,9992,Eukaryota
2993,9995,Eukaryota
5258,10004,Eukaryota
155,10028,Viruses
982,10031,Eukaryota
1240,10033,Eukaryota
2669,10035,Eukaryota
6341,10040,Eukaryota
88,10043,Bacteria
4719,10044,Eukaryota
6476,10046,Eukaryota
6293,10060,Eukaryota
1438,10069,Bacteria
777,10072,Eukaryota
1691,10086,Eukaryota
1814,10094,Eukaryota
4379,10099,Eukaryota
2194,10112,Eukaryota
1391,10137,Eukaryota
5313,10169,Eukaryota
4761,10179,Eukaryota
5878,10180,Eukaryota
540,10191,Eukaryota
5741,10194,Eukaryota
5754,10202,Eukaryota
5690,10204,
4914,10219,Eukaryota
4209,10222,Eukaryota
3288,10236,Eukaryota
1934,10244,Eukaryota
2675,10245,Eukaryota
5663,10250,Eukaryota
3695,10261,Eukaryota
3499,10263,Eukaryota
922,10265,Viruses
2302,10276,Eukaryota
1178,10280,Eukaryota
6364,10287,Bacteria
4511,10291,Eukaryota
1311,10305,Eukaryota
195,10324,
2556,10330,Eukaryota
2507,10333,Eukaryota
5467,10341,Eukaryota
1830,10349,Eukaryota
3458,10358,Eukaryota
6162,10369,Bacteria
1605,10381,Eukaryota
5472,10384,Bacteria
241,10389,Eukaryota
3134,10400,Eukaryota
1375,10414,Eukaryota
1052,10416,Eukaryota
3543,10448,Eukaryota
3820,10450,Bacteria
5753,10464,Eukaryota
5599,10466,Bacteria
5563,10476,Eukaryota
988,10481,Eukaryota
4058,10485,Eukaryota
5893,10493,Eukaryota
4220,10512,Eukaryota
610,10521,Bacteria
1908,10523,
3245,10534,Eukaryota
6270,10539,Eukaryota
4959,10542,Bacteria
6225,10551,Eukaryota
4637,10557,Eukaryota
3678,10558,Eukaryota
2012,10568,Eukaryota
2728,10579,Viruses
1909,10584,Eukaryota
2094,10595,Eukaryota
5495,10603,Bacteria
6031,10609,Eukaryota
4893,10614,
5267,10626,Eukaryota
498,10634,Bacteria
3580,10662,Eukaryota
1734,10668,Eukaryota
3620,10683,Eukaryota
5565,10694,Eukaryota
1089,10707,Bacteria
5217,10750,Viruses
144,10753,Eukaryota
4179,10762,Eukaryota
4164,10773,Eukaryota
1529,10786,Eukaryota
1673,10791,Viruses
4336,10797,Eukaryota
1956,10800,Eukaryota
5307,10805,Eukaryota
1131,10809,Eukaryota
6214,10810,Eukaryota
5980,10817,Viruses
3802,10827,Eukaryota
3618,10833,Eukaryota
1951,10856,Eukaryota
6318,10859,Eukaryota
5297,10874,Eukaryota
3434,10880,Eukaryota
2835,10885,Eukaryota
2250,10890,Bacteria
5511,10895,Eukaryota
3235,10899,Eukaryota
977,10906,Eukaryota
3093,10917,Eukaryota
1009,10928,Eukaryota
2948,10938,Eukaryota
6533,10940,Eukaryota
4638,10951,
3707,10967,Eukaryota
877,10970,Eukaryota
4019,10974,Bacteria
5817,10989,Eukaryota
3927,10991,Eukaryota
1779,10998,Eukaryota
1339,10999,Eukaryota
845,11002,Eukaryota
6815,11019,Eukaryota
5387,11028,Bacteria
3345,11030,Eukaryota
4540,11036,Viruses
6030,11048,Eukaryota
4105,11056,Bacteria
4114,11057,Bacteria
1811,11071,Eukaryota
2497,11097,Eukaryota
4978,11107,Eukaryota
6207,11113,Eukaryota
1717,11117,Eukaryota
469,11122,Eukaryota
5507,11151,Eukaryota
283,11155,Eukaryota
4908,11171,Eukaryota
5557,11172,Eukaryota
1545,11176,Eukaryota
5707,11179,Eukaryota
3487,11186,Bacteria
471,11196,Eukaryota
6843,11207,Bacteria
6693,11228,Eukaryota
4962,11255,Eukaryota
185,11272,Eukaryota
4916,11277,Viruses
5358,11279,Eukaryota
3058,11280,Eukaryota
409,11283,Bacteria
5176,11298,Eukaryota
6035,11301,Eukaryota
5949,11324,Eukaryota
78,11330,Eukaryota
2162,11338,Eukaryota
281,11343,Eukaryota
4633,11349,Eukaryota
6866,11356,Bacteria
5190,11357,
5809,11369,Eukaryota
5921,11377,
6071,11399,
3431,11410,Bacteria
4796,11411,Eukaryota
5229,11419,Eukaryota
6019,11420,Bacteria
4676,11425,Bacteria
455,11467,Eukaryota
4830,11485,Eukaryota
442,11486,Eukaryota
3586,11495,Eukaryota
3533,11502,Eukaryota
6002,11521,Eukaryota
4406,11524,Eukaryota
1715,11552,Eukaryota
787,11557,
2585,11570,Bacteria
4581,11573,Eukaryota
68,11575,Eukaryota
5590,11577,Viruses
2898,11582,Eukaryota
4421,11593,Eukaryota
4524,11600,Eukaryota
6440,11613,Eukaryota
435,11616,Eukaryota
3749,11626,Eukaryota
187,11627,Eukaryota
4450,11633,Eukaryota
6401,11676,Eukaryota
5231,11690,Eukaryota
3018,11698,Eukaryota
3199,11725,Eukaryota
452,11738,Eukaryota
5742,11742,Eukaryota
1825,11754,Eukaryota
3284,11764,Eukaryota
4549,11768,Bacteria
6822,11771,Eukaryota
4082,11772,Eukaryota
3109,11775,Bacteria
5927,11783,Eukaryota
5593,11788,Eukaryota
3935,11794,Eukaryota
1866,11797,Bacteria
3726,11808,Eukaryota
4004,11825,Eukaryota
470,11830,Eukaryota
6083,11837,Eukaryota
5616,11843,Archaea
104,11864,Bacteria
1020,11870,Eukaryota
6489,11874,Eukaryota
3009,11891,Eukaryota
5615,11901,
5433,11924,Eukaryota
4609,11926,Eukaryota
6120,11933,
4514,11951,Eukaryota
4592,11952,Eukaryota
2521,11965,Eukaryota
303,11978,Eukaryota
2439,11995,Eukaryota
4695,11997,Eukaryota
6344,12001,Eukaryota
984,12008,
3738,12011,Viruses
6042,12044,Eukaryota
4029,12045,Eukaryota
5110,12058,Bacteria
1574,12062,Eukaryota
40,12069,Eukaryota
360,12080,Eukaryota
1513,12088,Bacteria
5758,12106,Eukaryota
3783,12113,Bacteria
1213,12126,Bacteria
2373,12129,Eukaryota
284,12132,Eukaryota
3447,12143,Eukaryota
2010,12154,Eukaryota
1577,12155,Eukaryota
1195,12159,Bacteria
627,12190,Eukaryota
738,12195,Eukaryota
1460,12199,Eukaryota
5200,12217,Eukaryota
6393,12232,Eukaryota
5356,12236,
384,12240,Eukaryota
2298,12244,Eukaryota
2886,12254,Bacteria
3407,12259,Viruses
6609,12262,Eukaryota
5368,12266,Eukaryota
4500,12268,Eukaryota
739,12269,Eukaryota
1887,12273,Eukaryota
1867,12282,Eukaryota
5127,12283,Eukaryota
1028,12290,Eukaryota
3849,12294,Bacteria
4502,12307,Eukaryota
2762,12313,Eukaryota
1679,12314,Eukaryota
2772,12326,Eukaryota
3149,12330,Eukaryota
62,12343,Eukaryota
5408,12365,Eukaryota
1809,12376,
1694,12377,Bacteria
1105,12383,Eukaryota
5749,12387,
5706,12389,Eukaryota
1541,12392,Eukaryota
6832,12401,Eukaryota
6599,12406,Eukaryota
6740,12421,Eukaryota
5254,12473,Archaea
6675,12506,Viruses
1353,12551,Eukaryota
587,12568,Eukaryota
4385,12578,Eukaryota
1531,12587,Eukaryota
6025,12590,Bacteria
1897,12601,Eukaryota
1593,12609,Eukaryota
3025,12665,Eukaryota
747,12675,Eukaryota
1319,12680,Eukaryota
1180,12684,Eukaryota
3887,12703,Eukaryota
6384,12705,Eukaryota
1548,12709,Eukaryota
2227,12717,Eukaryota
1984,12720,Eukaryota
1273,12730,Eukaryota
3767,12731,Eukaryota
6363,12732,Eukaryota
5152,12733,Eukaryota
1788,12737,Eukaryota
667,12740,Eukaryota
473,12764,Eukaryota
6008,12770,Eukaryota
6409,12771,Viruses
3243,12774,Eukaryota
2695,12780,Eukaryota
2314,12784,Bacteria
1188,12787,Eukaryota
5537,12807,Eukaryota
2715,12816,Eukaryota
4745,12848,Bacteria
3258,12855,Eukaryota
2481,12857,Eukaryota
5947,12873,Eukaryota
5877,12888,Bacteria
1975,12894,Bacteria
4797,12900,
2038,12901,
4520,12913,Eukaryota
4208,12914,Eukaryota
2451,12926,Eukaryota
5552,12929,Eukaryota
5998,12938,Eukaryota
6825,12950,Bacteria
6107,12956,Eukaryota
4664,12957,Eukaryota
2330,12958,Bacteria
5333,12975,Bacteria
2900,12977,
331,12985,Eukaryota
3403,12988,Eukaryota
572,12996,Eukaryota
1738,12998,
2052,13007,Bacteria
2877,13012,Eukaryota
4041,13013,Eukaryota
5576,13017,Eukaryota
28,13019,Eukaryota
4322,13023,Eukaryota
4589,13062,Eukaryota
974,13063,Eukaryota
3841,13078,Eukaryota
3756,13093,Eukaryota
5684,13096,Eukaryota
1134,13102,Bacteria
3867,13130,Eukaryota
5494,13136,Eukaryota
3425,13149,Eukaryota
2612,13154,Eukaryota
3743,13159,Eukaryota
2291,13192,Eukaryota
2246,13196,Viruses
5289,13206,Eukaryota
3511,13217,Bacteria
2443,13219,Viruses
3946,13223,Eukaryota
4148,13229,Bacteria
266,13250,Bacteria
439,13267,
3361,13291,Eukaryota
201,13300,Bacteria
519,13351,Eukaryota
2852,13353,Eukaryota
3931,13360,Eukaryota
5171,13369,Eukaryota
115,13374,Eukaryota
3625,13384,Eukaryota
4551,13385,Eukaryota
3968,13392,Eukaryota
938,13395,Bacteria
5903,13404,Eukaryota
1155,13412,Eukaryota
3166,13426,Eukaryota
317,13435,Eukaryota
3023,13440,Eukaryota
1162,13453,Eukaryota
3941,13466,Eukaryota
4181,13473,Bacteria
1846,13478,Bacteria
914,13492,Eukaryota
1871,13500,Eukaryota
4250,13506,Eukaryota
3623,13521,Eukaryota
1654,13529,Eukaryota
5092,13537,Eukaryota
1733,13540,Eukaryota
3280,13541,Eukaryota
1543,13560,Eukaryota
355,13561,Eukaryota
824,13572,Bacteria
4847,13587,
5808,13595,Eukaryota
1792,13600,Eukaryota
4851,13605,
2299,13609,Bacteria
4391,13611,Eukaryota
3685,13613,
2820,13616,Eukaryota
1475,13618,Eukaryota
1838,13632,Eukaryota
6565,13636,Eukaryota
3177,13656,Viruses
4469,13663,Eukaryota
1519,13673,Bacteria
3383,13698,Bacteria
5389,13713,Eukaryota
1503,13716,Eukaryota
1064,13717,Eukaryota
4443,13723,Eukaryota
1135,13731,Eukaryota
3650,13736,Eukaryota
3735,13741,Eukaryota
157,13757,Eukaryota
5291,13791,Eukaryota
680,13792,Bacteria
6725,13796,Bacteria
6816,13800,Eukaryota
5567,13811,Eukaryota
890,13812,Eukaryota
3517,13813,Eukaryota
1803,13822,Eukaryota
6359,13830,Eukaryota
894,13835,Eukaryota
6515,13849,Eukaryota
4585,13853,Eukaryota
809,13868,
87,13870,Eukaryota
3341,13872,Eukaryota
2496,13880,Eukaryota
993,13883,Bacteria
5168,13893,Eukaryota
934,13896,Eukaryota
701,13906,Eukaryota
5583,13914,Eukaryota
6059,13921,Eukaryota
4115,13929,Eukaryota
863,13936,Viruses
4432,13948,Eukaryota
1745,13956,Eukaryota
1469,13964,Eukaryota
3170,13965,Eukaryota
5276,13974,Bacteria
1667,13980,Eukaryota
4751,13981,
1487,14003,Eukaryota
5929,14039,Bacteria
5123,14058,Eukaryota
2374,14061,Bacteria
48,14067,Eukaryota
1007,14079,Eukaryota
101,14080,Bacteria
159,14090,Eukaryota
4938,14102,Bacteria
2297,14106,Viruses
4362,14111,Bacteria
1175,14116,Eukaryota
6378,14122,Viruses
1822,14123,Eukaryota
4247,14133,
1254,14160,Eukaryota
2383,14173,Eukaryota
484,14176,Eukaryota
2220,14207,Bacteria
6735,14213,Eukaryota
6574,14227,Eukaryota
179,14233,Bacteria
2934,14237,Bacteria
3553,14265,Bacteria
621,14279,Eukaryota
5722,14284,Eukaryota
5310,14286,
964,14287,Eukaryota
5702,14289,Eukaryota
4215,14290,Bacteria
3188,14291,Eukaryota
318,14318,Eukaryota
1243,14321,Eukaryota
5391,14367,Eukaryota
6077,14369,Eukaryota
6547,14399,Eukaryota
2919,14404,Bacteria
2161,14419,Eukaryota
3800,14424,
3307,14425,Eukaryota
1927,14429,Eukaryota
5574,14443,Eukaryota
998,14460,Bacteria
6204,14477,Eukaryota
3959,14478,Bacteria
4257,14483,Eukaryota
2694,14493,Eukaryota
6753,14501,
6299,14505,Eukaryota
4186,14507,Viruses
3259,14510,Eukaryota
4496,14511,Eukaryota
1562,14550,Eukaryota
4008,14559,Viruses
3528,14560,Eukaryota
5156,14561,Eukaryota
91,14570,Bacteria
1417,14576,Eukaryota
4671,14579,Eukaryota
4476,14603,Bacteria
5456,14612,Bacteria
1481,14619,Eukaryota
6756,14630,Eukaryota
4992,14644,Eukaryota
504,14667,Eukaryota
3205,14676,Eukaryota
3894,14681,Eukaryota
3991,14682,Eukaryota
5916,14691,Eukaryota
705,14692,Eukaryota
4287,14716,Eukaryota
3632,14719,Eukaryota
457,14724,Eukaryota
6192,14743,Eukaryota
2351,14758,
463,14767,Eukaryota
2149,14769,Eukaryota
2512,14771,Eukaryota
4326,14802,
5470,14809,Eukaryota
3267,14826,Eukaryota
888,14828,Eukaryota
1905,14835,Eukaryota
6217,14837,Eukaryota
2755,14858,Eukaryota
746,14862,Bacteria
1483,14880,Eukaryota
5849,14889,Eukaryota
760,14891,Bacteria
3209,14892,Eukaryota
2915,14904,Eukaryota
4744,14921,Eukaryota
4568,14927,Bacteria
1961,14949,Eukaryota
6663,14952,Bacteria
2189,14960,Eukaryota
2371,14977,Eukaryota
3151,14985,Eukaryota
4397,14989,Eukaryota
3041,14991,Eukaryota
4007,14995,Eukaryota
4360,15001,Bacteria
651,15003,Eukaryota
5677,15010,Eukaryota
1384,15040,
3864,15075,Eukaryota
3807,15088,Eukaryota
3019,15090,Eukaryota
1102,15100,Eukaryota
1630,15129,Eukaryota
1057,15137,Bacteria
4840,15154,Eukaryota
2644,15165,Eukaryota
757,15186,Eukaryota
568,15203,Bacteria
113,15204,Eukaryota
1939,15218,Viruses
5180,15222,Eukaryota
2464,15228,Eukaryota
2072,15235,Eukaryota
675,15240,Eukaryota
4731,15249,
1912,15252,Eukaryota
5652,15254,Viruses
4202,15257,Viruses
644,15260,Bacteria
3036,15263,Eukaryota
882,15279,Eukaryota
1957,15291,
356,15307,Eukaryota
5820,15338,Eukaryota
3400,15350,Bacteria
2347,15356,Eukaryota
1782,15358,
3598,15365,Eukaryota
5923,15376,Eukaryota
4497,15395,Bacteria
5645,15398,Eukaryota
605,15399,Eukaryota
404,15402,Eukaryota
4739,15407,Eukaryota
1743,15416,Eukaryota
2056,15425,Eukaryota
5223,15468,Bacteria
4207,15472,Eukaryota
1387,15489,Eukaryota
1163,15496,Eukaryota
6505,15497,Bacteria
5698,15500,Eukaryota
5780,15505,Bacteria
3135,15510,Eukaryota
6593,15516,Eukaryota
6445,15539,Eukaryota
3285,15541,Bacteria
2321,15542,Eukaryota
5852,15543,Eukaryota
3574,15564,Eukaryota
826,15591,Bacteria
4590,15594,Eukaryota
1097,15601,
6283,15608,Eukaryota
3236,15636,Eukaryota
4888,15651,Bacteria
2729,15652,Eukaryota
1729,15682,Eukaryota
1038,15683,Eukaryota
1329,15684,Eukaryota
2238,15710,Eukaryota
6535,15712,Eukaryota
3673,15713,Eukaryota
2576,15716,Eukaryota
832,15732,Eukaryota
3951,15745,Eukaryota
4608,15758,Eukaryota
5446,15797,Eukaryota
3040,15813,Eukaryota
4654,15832,Eukaryota
5178,15840,Eukaryota
2904,15852,Eukaryota
499,15853,Eukaryota
4414,15869,Eukaryota
3926,15875,Eukaryota
1840,15879,Bacteria
6771,15889,Eukaryota
4169,15890,Eukaryota
1113,15894,Eukaryota
765,15896,Eukaryota
5367,15901,Eukaryota
465,15904,Eukaryota
3530,15927,Eukaryota
6181,15933,Bacteria
5546,15944,Eukaryota
2379,15956,Bacteria
3563,15964,Eukaryota
4674,15966,Eukaryota
1358,15969,Eukaryota
960,15976,Eukaryota
5926,15978,Eukaryota
1373,15986,Eukaryota
1495,15990,Eukaryota
6160,16005,Eukaryota
2446,16014,Bacteria
415,16018,Bacteria
4156,16027,Viruses
1597,16047,Eukaryota
3362,16059,Eukaryota
6527,16064,Eukaryota
2897,16080,Eukaryota
6172,16090,Bacteria
6862,16104,Eukaryota
1515,16122,Eukaryota
1087,16132,Bacteria
1430,16144,Bacteria
4716,16156,
5614,16160,Bacteria
6097,16177,Bacteria
4757,16180,Eukaryota
3742,16217,Eukaryota
2354,16226,Eukaryota
3992,16260,Eukaryota
4541,16265,Eukaryota
1781,16266,Eukaryota
4096,16269,Eukaryota
569,16275,Bacteria
5039,16278,Eukaryota
5058,16282,Bacteria
5674,16285,Bacteria
5443,16293,
1766,16294,Eukaryota
5370,16307,Eukaryota
4015,16319,Eukaryota
1771,16345,Eukaryota
2670,16353,Eukaryota
2167,16375,Eukaryota
4738,16378,Viruses
745,16380,Eukaryota
729,16413,Bacteria
3739,16475,Eukaryota
945,16482,Eukaryota
3703,16495,Eukaryota
4994,16502,Bacteria
6272,16516,Eukaryota
4361,16521,Eukaryota
2913,16527,Eukaryota
6366,16530,Eukaryota
1826,16548,Eukaryota
1337,16563,Eukaryota
301,16570,Eukaryota
2545,16571,Eukaryota
2120,16579,Eukaryota
286,16593,Bacteria
5315,16594,Bacteria
5843,16598,Eukaryota
6092,16600,Bacteria
2629,16620,Eukaryota
6700,16645,Eukaryota
2317,16692,Eukaryota
3751,16695,
6210,16703,Eukaryota
3333,16714,Eukaryota
5549,16732,Bacteria
907,16733,Bacteria
6530,16734,Bacteria
4536,16735,Eukaryota
767,16736,Eukaryota
2986,16746,Bacteria
5146,16763,Viruses
4197,16785,Eukaryota
5072,16823,Eukaryota
1770,16847,Bacteria
4753,16848,Eukaryota
795,16849,Bacteria
1772,16855,Bacteria
4931,16858,Eukaryota
6555,16863,Eukaryota
4682,16870,Bacteria
6291,16879,Eukaryota
3498,16897,Bacteria
4167,16899,Eukaryota
5283,16911,Eukaryota
766,16945,Bacteria
246,16976,Eukaryota
6573,16980,Eukaryota
4043,16989,Eukaryota
3865,16999,Bacteria
939,17004,Eukaryota
5143,17012,Eukaryota
1471,17019,Bacteria
2596,17023,
1941,17033,Eukaryota
5570,17037,Eukaryota
2043,17059,Eukaryota
4454,17065,Eukaryota
1857,17089,Eukaryota
367,17106,Eukaryota
3314,17108,Eukaryota
6737,17132,Eukaryota
654,17137,Eukaryota
2836,17157,Eukaryota
6029,17170,
4304,17211,Eukaryota
2006,17271,Eukaryota
4537,17279,
2815,17291,Eukaryota
5341,17301,Eukaryota
3588,17304,Eukaryota
774,17323,Eukaryota
2040,17332,Eukaryota
449,17343,Eukaryota
6605,17372,Bacteria
3764,17374,Bacteria
2945,17385,Eukaryota
1542,17390,Bacteria
4139,17391,Eukaryota
884,17392,Eukaryota
3635,17394,Eukaryota
2552,17412,Eukaryota
860,17419,Eukaryota
3911,17431,Eukaryota
2080,17434,
5329,17441,Eukaryota
711,17448,Eukaryota
2930,17481,Eukaryota
5912,17497,Eukaryota
4977,17512,Bacteria
872,17521,Eukaryota
491,17538,Eukaryota
1570,17562,Eukaryota
1400,17567,Bacteria
2599,17580,Bacteria
5348,17581,Eukaryota
4715,17583,Eukaryota
5632,17590,Eukaryota
6827,17605,Bacteria
4295,17632,Bacteria
5049,17637,Viruses
2363,17674,Eukaryota
3490,17677,Eukaryota
2997,17687,Eukaryota
1381,17688,Viruses
3797,17697,Eukaryota
4527,17699,Eukaryota
6608,17705,Eukaryota
870,17710,Bacteria
2106,17712,Eukaryota
4344,17759,Bacteria
6648,17760,Bacteria
1186,17765,Bacteria
2649,17766,Eukaryota
2193,17770,Eukaryota
6395,17794,Eukaryota
4117,17807,Eukaryota
853,17818,Eukaryota
2168,17822,Eukaryota
1547,17836,Eukaryota
4175,17851,Eukaryota
4984,17863,Eukaryota
2003,17867,Eukaryota
4106,17869,Eukaryota
802,17897,Eukaryota
6510,17915,
3860,17917,Eukaryota
6678,17937,Eukaryota
5756,17939,Eukaryota
2749,17948,Eukaryota
3663,17955,Eukaryota
6258,17957,Eukaryota
2353,17967,Eukaryota
6121,17969,Eukaryota
3908,17991,Eukaryota
3360,17998,Bacteria
5676,18000,Eukaryota
1799,18005,Eukaryota
927,18011,Eukaryota
3912,18023,Eukaryota
983,18040,
5991,18083,Eukaryota
1214,18084,Eukaryota
4458,18106,Eukaryota
6416,18112,Bacteria
6781,18117,Eukaryota
2958,18123,Eukaryota
4820,18154,Eukaryota
6508,18159,Eukaryota
5767,18162,Eukaryota
3027,18167,Eukaryota
4627,18170,Eukaryota
995,18236,Eukaryota
2648,18251,Eukaryota
2693,18263,Eukaryota
5215,18286,Eukaryota
6407,18289,Eukaryota
174,18307,Bacteria
585,18308,Eukaryota
5047,18317,Eukaryota
6606,18319,Eukaryota
66,18332,Eukaryota
5736,18339,Eukaryota
2515,18358,Bacteria
5225,18363,Eukaryota
90,18376,Eukaryota
4774,18378,Eukaryota
3256,18395,Bacteria
5875,18396,Bacteria
2067,18426,Viruses
1938,18452,Eukaryota
2782,18453,Bacteria
2587,18470,Eukaryota
5172,18509,Eukaryota
6269,18522,Eukaryota
5100,18541,Eukaryota
3665,18542,Eukaryota
1109,18544,Eukaryota
6079,18547,Bacteria
3334,18552,Viruses
4924,18560,Eukaryota
6775,18572,Eukaryota
5453,18585,Eukaryota
4412,18595,Eukaryota
4550,18600,
3892,18619,Bacteria
1328,18621,Eukaryota
1343,18637,
1393,18655,Eukaryota
5321,18663,Eukaryota
1120,18671,Eukaryota
5132,18687,Eukaryota
589,18691,Eukaryota
6093,18695,Eukaryota
3154,18698,Bacteria
3781,18737,Eukaryota
6503,18741,Eukaryota
2125,18744,Bacteria
1260,18775,Eukaryota
