sample	division	ntaxa	location_name	rank	sample_mosquito_species	kingdom
7503	CMS002_026a_Rb_S146_L004	b-proteobacteria	5	West Valley	genus	Aedes albopictus	Bacteria
7504	CMS002_026a_Rb_S146_L004	proteobacteria	1	West Valley	species	Aedes albopictus	Bacteria
7505	CMS002_026a_Rb_S146_L004	g-proteobacteria	5	West Valley	genus	Aedes albopictus	Bacteria
7506	CMS002_026a_Rb_S146_L004	actinobacteria	1	West Valley	class	Aedes albopictus	Bacteria
7507	CMS002_026a_Rb_S146_L004	high GC Gram+	4	West Valley	species	Aedes albopictus	Bacteria
7508	CMS002_026a_Rb_S146_L004	CFB group bacteria	2	West Valley	species	Aedes albopictus	Bacteria
7509	CMS002_026a_Rb_S146_L004	verrucomicrobia	0	West Valley	species	Aedes albopictus	Bacteria
7510	CMS002_026a_Rb_S146_L004	spirochetes	0	West Valley	genus	Aedes albopictus	Bacteria
7511	CMS002_026a_Rb_S146_L004	cyanobacteria	2	West Valley	species	Aedes albopictus	Bacteria
7512	CMS002_026a_Rb_S146_L004	GNS bacteria	0	West Valley	species	Aedes albopictus	Bacteria
7513	CMS002_026a_Rb_S146_L004	d-proteobacteria	0	West Valley	species	Aedes albopictus	Bacteria
7514	CMS002_026a_Rb_S146_L004	e-proteobacteria	0	West Valley	genus	Aedes albopictus	Bacteria
7515	CMS002_026a_Rb_S146_L004	enterobacteria	7	West Valley	species	Aedes albopictus	Bacteria
7516	CMS002_026a_Rb_S146_L004	chlamydias	0	West Valley	species	Aedes albopictus	Bacteria
7517	CMS002_026a_Rb_S146_L004	fusobacteria	2	West Valley	species	Aedes albopictus	Bacteria
7518	CMS002_026a_Rb_S146_L004	green sulfur bacteria	0	West Valley	species	Aedes albopictus	Bacteria
7519	CMS002_026a_Rb_S146_L004	viruses	0	West Valley	no rank	Aedes albopictus	Bacteria
7520	CMS002_026a_Rb_S146_L004	planctomycetes	0	West Valley	species	Aedes albopictus	Bacteria
7521	CMS002_026a_Rb_S146_L004	thermotogales	0	West Valley	species	Aedes albopictus	Bacteria
7522	CMS002_026a_Rb_S146_L004	aquificales	0	West Valley	species	Aedes albopictus	Bacteria
7523	CMS002_026a_Rb_S146_L004	eukaryotes	0	West Valley	genus	Aedes albopictus	Bacteria
7524	CMS002_026a_Rb_S146_L004	NA	0	West Valley	species	Aedes albopictus	Bacteria
7525	CMS002_026b_Rb_S147_L004	firmicutes	2	West Valley	no rank	Aedes albopictus	Bacteria
7526	CMS002_026b_Rb_S147_L004	a-proteobacteria	5	West Valley	species	Aedes albopictus	Bacteria
7527	CMS002_026b_Rb_S147_L004	bacteria	2	West Valley	species	Aedes albopictus	Bacteria
7528	CMS002_026b_Rb_S147_L004	mycoplasmas	0	West Valley	species	Aedes albopictus	Bacteria
7529	CMS002_026b_Rb_S147_L004	b-proteobacteria	4	West Valley	genus	Aedes albopictus	Bacteria
7530	CMS002_026b_Rb_S147_L004	proteobacteria	1	West Valley	species	Aedes albopictus	Bacteria
7531	CMS002_026b_Rb_S147_L004	g-proteobacteria	5	West Valley	genus	Aedes albopictus	Bacteria
7532	CMS002_026b_Rb_S147_L004	actinobacteria	0	West Valley	class	Aedes albopictus	Bacteria
7533	CMS002_026b_Rb_S147_L004	high GC Gram+	4	West Valley	species	Aedes albopictus	Bacteria
7534	CMS002_026b_Rb_S147_L004	CFB group bacteria	0	West Valley	species	Aedes albopictus	Bacteria
7535	CMS002_026b_Rb_S147_L004	verrucomicrobia	1	West Valley	species	Aedes albopictus	Bacteria
7536	CMS002_026b_Rb_S147_L004	spirochetes	0	West Valley	genus	Aedes albopictus	Bacteria
7537	CMS002_026b_Rb_S147_L004	cyanobacteria	0	West Valley	species	Aedes albopictus	Bacteria
7538	CMS002_026b_Rb_S147_L004	GNS bacteria	0	West Valley	species	Aedes albopictus	Bacteria
7539	CMS002_026b_Rb_S147_L004	d-proteobacteria	0	West Valley	species	Aedes albopictus	Bacteria
7540	CMS002_026b_Rb_S147_L004	e-proteobacteria	0	West Valley	genus	Aedes albopictus	Bacteria
7541	CMS002_026b_Rb_S147_L004	enterobacteria	6	West Valley	species	Aedes albopictus	Bacteria
7542	CMS002_026b_Rb_S147_L004	chlamydias	0	West Valley	species	Aedes albopictus	Bacteria
7543	CMS002_026b_Rb_S147_L004	fusobacteria	1	West Valley	species	Aedes albopictus	Bacteria
7544	CMS002_026b_Rb_S147_L004	green sulfur bacteria	0	West Valley	species	Aedes albopictus	Bacteria
7545	CMS002_026b_Rb_S147_L004	viruses	0	West Valley	no rank	Aedes albopictus	Bacteria
7546	CMS002_026b_Rb_S147_L004	planctomycetes	0	West Valley	species	Aedes albopictus	Bacteria
7547	CMS002_026b_Rb_S147_L004	thermotogales	0	West Valley	species	Aedes albopictus	Bacteria
7548	CMS002_026b_Rb_S147_L004	aquificales	0	West Valley	species	Aedes albopictus	Bacteria
7549	CMS002_026b_Rb_S147_L004	eukaryotes	0	West Valley	genus	Aedes albopictus	Bacteria
7550	CMS002_026b_Rb_S147_L004	NA	0	West Valley	species	Aedes albopictus	Bacteria
7551	CMS002_026c_Rb_S148_L004	firmicutes	6	West Valley	no rank	Aedes albopictus	Bacteria
7552	CMS002_026c_Rb_S148_L004	a-proteobacteria	8	West Valley	species	Aedes albopictus	Bacteria
7553	CMS002_026c_Rb_S148_L004	bacteria	3	West Valley	species	Aedes albopictus	Bacteria
7554	CMS002_026c_Rb_S148_L004	mycoplasmas	0	West Valley	species	Aedes albopictus	Bacteria
7555	CMS002_026c_Rb_S148_L004	b-proteobacteria	5	West Valley	genus	Aedes albopictus	Bacteria
7556	CMS002_026c_Rb_S148_L004	proteobacteria	1	West Valley	species	Aedes albopictus	Bacteria
7557	CMS002_026c_Rb_S148_L004	g-proteobacteria	7	West Valley	genus	Aedes albopictus	Bacteria
7558	CMS002_026c_Rb_S148_L004	actinobacteria	1	West Valley	class	Aedes albopictus	Bacteria
7559	CMS002_026c_Rb_S148_L004	high GC Gram+	3	West Valley	species	Aedes albopictus	Bacteria
7560	CMS002_026c_Rb_S148_L004	CFB group bacteria	2	West Valley	species	Aedes albopictus	Bacteria
7561	CMS002_026c_Rb_S148_L004	verrucomicrobia	0	West Valley	species	Aedes albopictus	Bacteria
7562	CMS002_026c_Rb_S148_L004	spirochetes	0	West Valley	genus	Aedes albopictus	Bacteria
7563	CMS002_026c_Rb_S148_L004	cyanobacteria	0	West Valley	species	Aedes albopictus	Bacteria
7564	CMS002_026c_Rb_S148_L004	GNS bacteria	0	West Valley	species	Aedes albopictus	Bacteria
7565	CMS002_026c_Rb_S148_L004	d-proteobacteria	1	West Valley	species	Aedes albopictus	Bacteria
7566	CMS002_026c_Rb_S148_L004	e-proteobacteria	0	West Valley	genus	Aedes albopictus	Bacteria
7567	CMS002_026c_Rb_S148_L004	enterobacteria	13	West Valley	species	Aedes albopictus	Bacteria
7568	CMS002_026c_Rb_S148_L004	chlamydias	0	West Valley	species	Aedes albopictus	Bacteria
7569	CMS002_026c_Rb_S148_L004	fusobacteria	2	West Valley	species	Aedes albopictus	Bacteria
7570	CMS002_026c_Rb_S148_L004	green sulfur bacteria	0	West Valley	species	Aedes albopictus	Bacteria
7571	CMS002_026c_Rb_S148_L004	viruses	0	West Valley	no rank	Aedes albopictus	Bacteria
7572	CMS002_026c_Rb_S148_L004	planctomycetes	0	West Valley	species	Aedes albopictus	Bacteria
7573	CMS002_026c_Rb_S148_L004	thermotogales	0	West Valley	species	Aedes albopictus	Bacteria
7574	CMS002_026c_Rb_S148_L004	aquificales	0	West Valley	species	Aedes albopictus	Bacteria
7575	CMS002_026c_Rb_S148_L004	eukaryotes	0	West Valley	genus	Aedes albopictus	Bacteria
7576	CMS002_026c_Rb_S148_L004	NA	0	West Valley	species	Aedes albopictus	Bacteria
7577	CMS002_026d_Rb_S149_L004	firmicutes	7	West Valley	no rank	Aedes albopictus	Bacteria
7578	CMS002_026d_Rb_S149_L004	a-proteobacteria	12	West Valley	species	Aedes albopictus	Bacteria
7579	CMS002_026d_Rb_S149_L004	bacteria	2	West Valley	species	Aedes albopictus	Bacteria
7580	CMS002_026d_Rb_S149_L004	mycoplasmas	0	West Valley	species	Aedes albopictus	Bacteria
7581	CMS002_026d_Rb_S149_L004	b-proteobacteria	1	West Valley	genus	Aedes albopictus	Bacteria
7582	CMS002_026d_Rb_S149_L004	proteobacteria	1	West Valley	species	Aedes albopictus	Bacteria
7583	CMS002_026d_Rb_S149_L004	g-proteobacteria	8	West Valley	genus	Aedes albopictus	Bacteria
7584	CMS002_026d_Rb_S149_L004	actinobacteria	1	West Valley	class	Aedes albopictus	Bacteria
7585	CMS002_026d_Rb_S149_L004	high GC Gram+	4	West Valley	species	Aedes albopictus	Bacteria
7586	CMS002_026d_Rb_S149_L004	CFB group bacteria	1	West Valley	species	Aedes albopictus	Bacteria
7587	CMS002_026d_Rb_S149_L004	verrucomicrobia	0	West Valley	species	Aedes albopictus	Bacteria
7588	CMS002_026d_Rb_S149_L004	spirochetes	0	West Valley	genus	Aedes albopictus	Bacteria
7589	CMS002_026d_Rb_S149_L004	cyanobacteria	0	West Valley	species	Aedes albopictus	Bacteria
7590	CMS002_026d_Rb_S149_L004	GNS bacteria	0	West Valley	species	Aedes albopictus	Bacteria
7591	CMS002_026d_Rb_S149_L004	d-proteobacteria	0	West Valley	species	Aedes albopictus	Bacteria
7592	CMS002_026d_Rb_S149_L004	e-proteobacteria	0	West Valley	genus	Aedes albopictus	Bacteria
7593	CMS002_026d_Rb_S149_L004	enterobacteria	19	West Valley	species	Aedes albopictus	Bacteria
7594	CMS002_026d_Rb_S149_L004	chlamydias	0	West Valley	species	Aedes albopictus	Bacteria
7595	CMS002_026d_Rb_S149_L004	fusobacteria	2	West Valley	species	Aedes albopictus	Bacteria
7596	CMS002_026d_Rb_S149_L004	green sulfur bacteria	0	West Valley	species	Aedes albopictus	Bacteria
7597	CMS002_026d_Rb_S149_L004	viruses	0	West Valley	no rank	Aedes albopictus	Bacteria
7598	CMS002_026d_Rb_S149_L004	planctomycetes	0	West Valley	species	Aedes albopictus	Bacteria
7599	CMS002_026d_Rb_S149_L004	thermotogales	0	West Valley	species	Aedes albopictus	Bacteria
7600	CMS002_026d_Rb_S149_L004	aquificales	0	West Valley	species	Aedes albopictus	Bacteria
7601	CMS002_026d_Rb_S149_L004	eukaryotes	0	West Valley	genus	Aedes albopictus	Bacteria
7602	CMS002_026d_Rb_S149_L004	NA	0	West Valley	species	Aedes albopictus	Bacteria
7603	CMS002_026e_Rb_S150_L004	firmicutes	9	NA	no rank	NA	Bacteria
7604	CMS002_026e_Rb_S150_L004	a-proteobacteria	14	NA	species	NA	Bacteria
7605	CMS002_026e_Rb_S150_L004	bacteria	3	NA	species	NA	Bacteria
7606	CMS002_026e_Rb_S150_L004	mycoplasmas	0	NA	species	NA	Bacteria
7607	CMS002_026e_Rb_S150_L004	b-proteobacteria	8	NA	genus	NA	Bacteria
7608	CMS002_026e_Rb_S150_L004	proteobacteria	1	NA	species	NA	Bacteria
7609	CMS002_026e_Rb_S150_L004	g-proteobacteria	9	NA	genus	NA	Bacteria
7610	CMS002_026e_Rb_S150_L004	actinobacteria	1	NA	class	NA	Bacteria
7611	CMS002_026e_Rb_S150_L004	high GC Gram+	5	NA	species	NA	Bacteria
7612	CMS002_026e_Rb_S150_L004	CFB group bacteria	2	NA	species	NA	Bacteria
7613	CMS002_026e_Rb_S150_L004	verrucomicrobia	0	NA	species	NA	Bacteria
7614	CMS002_026e_Rb_S150_L004	spirochetes	0	NA	genus	NA	Bacteria
7615	CMS002_026e_Rb_S150_L004	cyanobacteria	1	NA	species	NA	Bacteria
7616	CMS002_026e_Rb_S150_L004	GNS bacteria	0	NA	species	NA	Bacteria
7617	CMS002_026e_Rb_S150_L004	d-proteobacteria	0	NA	species	NA	Bacteria
7618	CMS002_026e_Rb_S150_L004	e-proteobacteria	0	NA	genus	NA	Bacteria
7619	CMS002_026e_Rb_S150_L004	enterobacteria	12	NA	species	NA	Bacteria
7620	CMS002_026e_Rb_S150_L004	chlamydias	0	NA	species	NA	Bacteria
7621	CMS002_026e_Rb_S150_L004	fusobacteria	1	NA	species	NA	Bacteria
7622	CMS002_026e_Rb_S150_L004	green sulfur bacteria	0	NA	species	NA	Bacteria
7623	CMS002_026e_Rb_S150_L004	viruses	0	NA	no rank	NA	Bacteria
7624	CMS002_026e_Rb_S150_L004	planctomycetes	0	NA	species	NA	Bacteria
7625	CMS002_026e_Rb_S150_L004	thermotogales	0	NA	species	NA	Bacteria
7626	CMS002_026e_Rb_S150_L004	aquificales	0	NA	species	NA	Bacteria
7627	CMS002_026e_Rb_S150_L004	eukaryotes	0	NA	genus	NA	Bacteria
7628	CMS002_026e_Rb_S150_L004	NA	0	NA	species	NA	Bacteria
7629	CMS002_027a_Rb_S152_L004	firmicutes	0	West Valley	no rank	Culex quinquefasciatus	Bacteria
7630	CMS002_027a_Rb_S152_L004	a-proteobacteria	10	West Valley	species	Culex quinquefasciatus	Bacteria
7631	CMS002_027a_Rb_S152_L004	bacteria	0	West Valley	species	Culex quinquefasciatus	Bacteria
7632	CMS002_027a_Rb_S152_L004	mycoplasmas	0	West Valley	species	Culex quinquefasciatus	Bacteria
7633	CMS002_027a_Rb_S152_L004	b-proteobacteria	0	West Valley	genus	Culex quinquefasciatus	Bacteria
7634	CMS002_027a_Rb_S152_L004	proteobacteria	0	West Valley	species	Culex quinquefasciatus	Bacteria
7635	CMS002_027a_Rb_S152_L004	g-proteobacteria	0	West Valley	genus	Culex quinquefasciatus	Bacteria
7636	CMS002_027a_Rb_S152_L004	actinobacteria	0	West Valley	class	Culex quinquefasciatus	Bacteria
7637	CMS002_027a_Rb_S152_L004	high GC Gram+	0	West Valley	species	Culex quinquefasciatus	Bacteria
7638	CMS002_027a_Rb_S152_L004	CFB group bacteria	0	West Valley	species	Culex quinquefasciatus	Bacteria
7639	CMS002_027a_Rb_S152_L004	verrucomicrobia	0	West Valley	species	Culex quinquefasciatus	Bacteria
7640	CMS002_027a_Rb_S152_L004	spirochetes	0	West Valley	genus	Culex quinquefasciatus	Bacteria
7641	CMS002_027a_Rb_S152_L004	cyanobacteria	0	West Valley	species	Culex quinquefasciatus	Bacteria
7642	CMS002_027a_Rb_S152_L004	GNS bacteria	0	West Valley	species	Culex quinquefasciatus	Bacteria
7643	CMS002_027a_Rb_S152_L004	d-proteobacteria	0	West Valley	species	Culex quinquefasciatus	Bacteria
7644	CMS002_027a_Rb_S152_L004	e-proteobacteria	0	West Valley	genus	Culex quinquefasciatus	Bacteria
7645	CMS002_027a_Rb_S152_L004	enterobacteria	0	West Valley	species	Culex quinquefasciatus	Bacteria
7646	CMS002_027a_Rb_S152_L004	chlamydias	0	West Valley	species	Culex quinquefasciatus	Bacteria
7647	CMS002_027a_Rb_S152_L004	fusobacteria	0	West Valley	species	Culex quinquefasciatus	Bacteria
7648	CMS002_027a_Rb_S152_L004	green sulfur bacteria	0	West Valley	species	Culex quinquefasciatus	Bacteria
7649	CMS002_027a_Rb_S152_L004	viruses	0	West Valley	no rank	Culex quinquefasciatus	Bacteria
7650	CMS002_027a_Rb_S152_L004	planctomycetes	0	West Valley	species	Culex quinquefasciatus	Bacteria
7651	CMS002_027a_Rb_S152_L004	thermotogales	0	West Valley	species	Culex quinquefasciatus	Bacteria
7652	CMS002_027a_Rb_S152_L004	aquificales	0	West Valley	species	Culex quinquefasciatus	Bacteria
7653	CMS002_027a_Rb_S152_L004	eukaryotes	0	West Valley	genus	Culex quinquefasciatus	Bacteria
7654	CMS002_027a_Rb_S152_L004	NA	0	West Valley	species	Culex quinquefasciatus	Bacteria
7655	CMS002_027b_Rb_S153_L004	firmicutes	17	West Valley	no rank	Culex quinquefasciatus	Bacteria
7656	CMS002_027b_Rb_S153_L004	a-proteobacteria	24	West Valley	species	Culex quinquefasciatus	Bacteria
7657	CMS002_027b_Rb_S153_L004	bacteria	20	West Valley	species	Culex quinquefasciatus	Bacteria
7658	CMS002_027b_Rb_S153_L004	mycoplasmas	2	West Valley	species	Culex quinquefasciatus	Bacteria
7659	CMS002_027b_Rb_S153_L004	b-proteobacteria	2	West Valley	genus	Culex quinquefasciatus	Bacteria
7660	CMS002_027b_Rb_S153_L004	proteobacteria	2	West Valley	species	Culex quinquefasciatus	Bacteria
7661	CMS002_027b_Rb_S153_L004	g-proteobacteria	1	West Valley	genus	Culex quinquefasciatus	Bacteria
7662	CMS002_027b_Rb_S153_L004	actinobacteria	0	West Valley	class	Culex quinquefasciatus	Bacteria
7663	CMS002_027b_Rb_S153_L004	high GC Gram+	1	West Valley	species	Culex quinquefasciatus	Bacteria
7664	CMS002_027b_Rb_S153_L004	CFB group bacteria	4	West Valley	species	Culex quinquefasciatus	Bacteria
7665	CMS002_027b_Rb_S153_L004	verrucomicrobia	0	West Valley	species	Culex quinquefasciatus	Bacteria
7666	CMS002_027b_Rb_S153_L004	spirochetes	27	West Valley	genus	Culex quinquefasciatus	Bacteria
7667	CMS002_027b_Rb_S153_L004	cyanobacteria	5	West Valley	species	Culex quinquefasciatus	Bacteria
7668	CMS002_027b_Rb_S153_L004	GNS bacteria	2	West Valley	species	Culex quinquefasciatus	Bacteria
7669	CMS002_027b_Rb_S153_L004	d-proteobacteria	2	West Valley	species	Culex quinquefasciatus	Bacteria
7670	CMS002_027b_Rb_S153_L004	e-proteobacteria	4	West Valley	genus	Culex quinquefasciatus	Bacteria
7671	CMS002_027b_Rb_S153_L004	enterobacteria	2	West Valley	species	Culex quinquefasciatus	Bacteria
7672	CMS002_027b_Rb_S153_L004	chlamydias	0	West Valley	species	Culex quinquefasciatus	Bacteria
7673	CMS002_027b_Rb_S153_L004	fusobacteria	2	West Valley	species	Culex quinquefasciatus	Bacteria
7674	CMS002_027b_Rb_S153_L004	green sulfur bacteria	0	West Valley	species	Culex quinquefasciatus	Bacteria
7675	CMS002_027b_Rb_S153_L004	viruses	0	West Valley	no rank	Culex quinquefasciatus	Bacteria
7676	CMS002_027b_Rb_S153_L004	planctomycetes	0	West Valley	species	Culex quinquefasciatus	Bacteria
7677	CMS002_027b_Rb_S153_L004	thermotogales	0	West Valley	species	Culex quinquefasciatus	Bacteria
7678	CMS002_027b_Rb_S153_L004	aquificales	0	West Valley	species	Culex quinquefasciatus	Bacteria
7679	CMS002_027b_Rb_S153_L004	eukaryotes	0	West Valley	genus	Culex quinquefasciatus	Bacteria
7680	CMS002_027b_Rb_S153_L004	NA	0	West Valley	species	Culex quinquefasciatus	Bacteria
7681	CMS002_028a_Rb_S154_L004	firmicutes	3	West Valley	no rank	Culex erythrothorax	Bacteria
7682	CMS002_028a_Rb_S154_L004	a-proteobacteria	5	West Valley	species	Culex erythrothorax	Bacteria
7683	CMS002_028a_Rb_S154_L004	bacteria	2	West Valley	species	Culex erythrothorax	Bacteria
7684	CMS002_028a_Rb_S154_L004	mycoplasmas	0	West Valley	species	Culex erythrothorax	Bacteria
7685	CMS002_028a_Rb_S154_L004	b-proteobacteria	5	West Valley	genus	Culex erythrothorax	Bacteria
7686	CMS002_028a_Rb_S154_L004	proteobacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7687	CMS002_028a_Rb_S154_L004	g-proteobacteria	1	West Valley	genus	Culex erythrothorax	Bacteria
7688	CMS002_028a_Rb_S154_L004	actinobacteria	0	West Valley	class	Culex erythrothorax	Bacteria
7689	CMS002_028a_Rb_S154_L004	high GC Gram+	3	West Valley	species	Culex erythrothorax	Bacteria
7690	CMS002_028a_Rb_S154_L004	CFB group bacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7691	CMS002_028a_Rb_S154_L004	verrucomicrobia	0	West Valley	species	Culex erythrothorax	Bacteria
7692	CMS002_028a_Rb_S154_L004	spirochetes	0	West Valley	genus	Culex erythrothorax	Bacteria
7693	CMS002_028a_Rb_S154_L004	cyanobacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7694	CMS002_028a_Rb_S154_L004	GNS bacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7695	CMS002_028a_Rb_S154_L004	d-proteobacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7696	CMS002_028a_Rb_S154_L004	e-proteobacteria	0	West Valley	genus	Culex erythrothorax	Bacteria
7697	CMS002_028a_Rb_S154_L004	enterobacteria	1	West Valley	species	Culex erythrothorax	Bacteria
7698	CMS002_028a_Rb_S154_L004	chlamydias	0	West Valley	species	Culex erythrothorax	Bacteria
7699	CMS002_028a_Rb_S154_L004	fusobacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7700	CMS002_028a_Rb_S154_L004	green sulfur bacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7701	CMS002_028a_Rb_S154_L004	viruses	0	West Valley	no rank	Culex erythrothorax	Bacteria
7702	CMS002_028a_Rb_S154_L004	planctomycetes	0	West Valley	species	Culex erythrothorax	Bacteria
7703	CMS002_028a_Rb_S154_L004	thermotogales	0	West Valley	species	Culex erythrothorax	Bacteria
7704	CMS002_028a_Rb_S154_L004	aquificales	0	West Valley	species	Culex erythrothorax	Bacteria
7705	CMS002_028a_Rb_S154_L004	eukaryotes	0	West Valley	genus	Culex erythrothorax	Bacteria
7706	CMS002_028a_Rb_S154_L004	NA	0	West Valley	species	Culex erythrothorax	Bacteria
7707	CMS002_028b_Rb_S155_L004	firmicutes	4	West Valley	no rank	Culex erythrothorax	Bacteria
7708	CMS002_028b_Rb_S155_L004	a-proteobacteria	4	West Valley	species	Culex erythrothorax	Bacteria
7709	CMS002_028b_Rb_S155_L004	bacteria	3	West Valley	species	Culex erythrothorax	Bacteria
7710	CMS002_028b_Rb_S155_L004	mycoplasmas	0	West Valley	species	Culex erythrothorax	Bacteria
7711	CMS002_028b_Rb_S155_L004	b-proteobacteria	2	West Valley	genus	Culex erythrothorax	Bacteria
7712	CMS002_028b_Rb_S155_L004	proteobacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7713	CMS002_028b_Rb_S155_L004	g-proteobacteria	0	West Valley	genus	Culex erythrothorax	Bacteria
7714	CMS002_028b_Rb_S155_L004	actinobacteria	1	West Valley	class	Culex erythrothorax	Bacteria
7715	CMS002_028b_Rb_S155_L004	high GC Gram+	4	West Valley	species	Culex erythrothorax	Bacteria
7716	CMS002_028b_Rb_S155_L004	CFB group bacteria	3	West Valley	species	Culex erythrothorax	Bacteria
7717	CMS002_028b_Rb_S155_L004	verrucomicrobia	1	West Valley	species	Culex erythrothorax	Bacteria
7718	CMS002_028b_Rb_S155_L004	spirochetes	0	West Valley	genus	Culex erythrothorax	Bacteria
7719	CMS002_028b_Rb_S155_L004	cyanobacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7720	CMS002_028b_Rb_S155_L004	GNS bacteria	1	West Valley	species	Culex erythrothorax	Bacteria
7721	CMS002_028b_Rb_S155_L004	d-proteobacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7722	CMS002_028b_Rb_S155_L004	e-proteobacteria	0	West Valley	genus	Culex erythrothorax	Bacteria
7723	CMS002_028b_Rb_S155_L004	enterobacteria	3	West Valley	species	Culex erythrothorax	Bacteria
7724	CMS002_028b_Rb_S155_L004	chlamydias	0	West Valley	species	Culex erythrothorax	Bacteria
7725	CMS002_028b_Rb_S155_L004	fusobacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7726	CMS002_028b_Rb_S155_L004	green sulfur bacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7727	CMS002_028b_Rb_S155_L004	viruses	0	West Valley	no rank	Culex erythrothorax	Bacteria
7728	CMS002_028b_Rb_S155_L004	planctomycetes	0	West Valley	species	Culex erythrothorax	Bacteria
7729	CMS002_028b_Rb_S155_L004	thermotogales	0	West Valley	species	Culex erythrothorax	Bacteria
7730	CMS002_028b_Rb_S155_L004	aquificales	0	West Valley	species	Culex erythrothorax	Bacteria
7731	CMS002_028b_Rb_S155_L004	eukaryotes	0	West Valley	genus	Culex erythrothorax	Bacteria
7732	CMS002_028b_Rb_S155_L004	NA	0	West Valley	species	Culex erythrothorax	Bacteria
7733	CMS002_028c_Rb_S156_L004	firmicutes	4	West Valley	no rank	Culex erythrothorax	Bacteria
7734	CMS002_028c_Rb_S156_L004	a-proteobacteria	7	West Valley	species	Culex erythrothorax	Bacteria
7735	CMS002_028c_Rb_S156_L004	bacteria	4	West Valley	species	Culex erythrothorax	Bacteria
7736	CMS002_028c_Rb_S156_L004	mycoplasmas	0	West Valley	species	Culex erythrothorax	Bacteria
7737	CMS002_028c_Rb_S156_L004	b-proteobacteria	4	West Valley	genus	Culex erythrothorax	Bacteria
7738	CMS002_028c_Rb_S156_L004	proteobacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7739	CMS002_028c_Rb_S156_L004	g-proteobacteria	2	West Valley	genus	Culex erythrothorax	Bacteria
7740	CMS002_028c_Rb_S156_L004	actinobacteria	0	West Valley	class	Culex erythrothorax	Bacteria
7741	CMS002_028c_Rb_S156_L004	high GC Gram+	0	West Valley	species	Culex erythrothorax	Bacteria
7742	CMS002_028c_Rb_S156_L004	CFB group bacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7743	CMS002_028c_Rb_S156_L004	verrucomicrobia	0	West Valley	species	Culex erythrothorax	Bacteria
7744	CMS002_028c_Rb_S156_L004	spirochetes	0	West Valley	genus	Culex erythrothorax	Bacteria
7745	CMS002_028c_Rb_S156_L004	cyanobacteria	1	West Valley	species	Culex erythrothorax	Bacteria
7746	CMS002_028c_Rb_S156_L004	GNS bacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7747	CMS002_028c_Rb_S156_L004	d-proteobacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7748	CMS002_028c_Rb_S156_L004	e-proteobacteria	0	West Valley	genus	Culex erythrothorax	Bacteria
7749	CMS002_028c_Rb_S156_L004	enterobacteria	1	West Valley	species	Culex erythrothorax	Bacteria
7750	CMS002_028c_Rb_S156_L004	chlamydias	0	West Valley	species	Culex erythrothorax	Bacteria
7751	CMS002_028c_Rb_S156_L004	fusobacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7752	CMS002_028c_Rb_S156_L004	green sulfur bacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7753	CMS002_028c_Rb_S156_L004	viruses	0	West Valley	no rank	Culex erythrothorax	Bacteria
7754	CMS002_028c_Rb_S156_L004	planctomycetes	1	West Valley	species	Culex erythrothorax	Bacteria
7755	CMS002_028c_Rb_S156_L004	thermotogales	0	West Valley	species	Culex erythrothorax	Bacteria
7756	CMS002_028c_Rb_S156_L004	aquificales	0	West Valley	species	Culex erythrothorax	Bacteria
7757	CMS002_028c_Rb_S156_L004	eukaryotes	0	West Valley	genus	Culex erythrothorax	Bacteria
7758	CMS002_028c_Rb_S156_L004	NA	0	West Valley	species	Culex erythrothorax	Bacteria
7759	CMS002_028d_Rb_S157_L004	firmicutes	3	West Valley	no rank	Culex erythrothorax	Bacteria
7760	CMS002_028d_Rb_S157_L004	a-proteobacteria	5	West Valley	species	Culex erythrothorax	Bacteria
7761	CMS002_028d_Rb_S157_L004	bacteria	1	West Valley	species	Culex erythrothorax	Bacteria
7762	CMS002_028d_Rb_S157_L004	mycoplasmas	1	West Valley	species	Culex erythrothorax	Bacteria
7763	CMS002_028d_Rb_S157_L004	b-proteobacteria	6	West Valley	genus	Culex erythrothorax	Bacteria
7764	CMS002_028d_Rb_S157_L004	proteobacteria	0	West Valley	species	Culex erythrothorax	Bacteria
7765	CMS002_028d_Rb_S157_L004	g-proteobacteria	2	West Valley	genus	Culex erythrothorax	Bacteria
7766	CMS002_028d_Rb_S157_L004	actinobacteria	0	West Valley	class	Culex erythrothorax	Bacteria
