NewIDseqName,OldIDseqName,czbiohub-mosquito_sequences_id,raw_sequence_run_directory,host,sample_type,nucleotide_type,collection_date,collection_lat,collection_long,Habitat,Population,collected_by,preservation_method,sex,life_stage,visual_genus,visual_species,compute_genus,compute_species,blood_fed,sample_unit,known_organism,detection_method,library_prep,sequencer,rna_dna_input_ng,library_prep_batch,extraction_batch,Notes:,Genus_test,Species_test,
CMS001_052_Ra_S7,CMS_052_RNA_A_S7,CMS_052_RNA_A_S7,czbiohub-seqbot/fastqs/180417_NB501961_0099_AHWNYNAFXX/rawdata/CMS_052_RNA_A_S7_R1_001.fastq.gz,mosquito,whole,RNA,2017-09-21T00:00:00Z,37.55697,-122.07938,Marsh / Wildlife Refuge / Park,Suburban,ALCO,CO2,female,NA,Culex,erythrothorax,Culex,erythrothorax,blood fed,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,63.4,NA,NA,,1,1,
CMS001_053_Ra_S8,CMS_053_RNA_A_S8,CMS_053_RNA_A_S8,czbiohub-seqbot/fastqs/180417_NB501961_0099_AHWNYNAFXX/rawdata/CMS_053_RNA_A_S8_R1_001.fastq.gz,mosquito,whole,RNA,2017-10-07T00:00:00Z,37.55697,-122.07938,Marsh / Wildlife Refuge / Park,Suburban,ALCO,CO2,female,NA,Culex,erythrothorax,Culex,erythrothorax,blood fed,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,75.6,NA,NA,,1,1,
CMS001_054_Ra_S11,CMS_054_RNA_A_S11,CMS_054_RNA_A_S11,czbiohub-seqbot/fastqs/180412_NB501961_0097_AHLMLMBGX5/rawdata/CMS_054_RNA_A_S11_R1_001.fastq.gz,mosquito,whole,RNA,2016-02-10T00:00:00Z,37.63083,-122.14267,Marsh / Wildlife Refuge / Park,Suburban,ALCO,CO2,female,NA,Culex,pipiens,Culex,pipiens,blood fed,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,69.6,NA,NA,,1,1,
CMS001_055_Ra_S9,CMS_055_RNA_A_S9,CMS_055_RNA_A_S9,czbiohub-seqbot/fastqs/180417_NB501961_0099_AHWNYNAFXX/rawdata/CMS_055_RNA_A_S9_R1_001.fastq.gz,mosquito,whole,RNA,2017-09-21T00:00:00Z,37.55697,-122.07938,Marsh / Wildlife Refuge / Park,Suburban,ALCO,CO2,female,NA,Culex,erythrothorax,Culex,erythrothorax,blood fed,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,34.8,NA,NA,,1,1,
CMS001_056_Ra_S10,CMS_056_RNA_A_S10,CMS_056_RNA_A_S10,czbiohub-seqbot/fastqs/180417_NB501961_0099_AHWNYNAFXX/rawdata/CMS_056_RNA_A_S10_R1_001.fastq.gz,mosquito,whole,RNA,2017-09-21T00:00:00Z,37.55697,-122.07938,Marsh / Wildlife Refuge / Park,Suburban,ALCO,CO2,female,NA,Culex,erythrothorax,Culex,erythrothorax,blood fed,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,33.6,NA,NA,,1,1,
CMS001_057_Ra_S11,CMS_057_RNA_A_S11,CMS_057_RNA_A_S11,czbiohub-seqbot/fastqs/180417_NB501961_0099_AHWNYNAFXX/rawdata/CMS_057_RNA_A_S11_R1_001.fastq.gz,mosquito,whole,RNA,2017-09-21T00:00:00Z,37.55697,-122.07938,Marsh / Wildlife Refuge / Park,Suburban,ALCO,CO2,female,NA,Culex,erythrothorax,Culex,erythrothorax,blood fed,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,26.6,NA,NA,,1,1,
CMS001_058_Ra_S9,CMS_058_RNA_A_S9,CMS_058_RNA_A_S9,czbiohub-seqbot/fastqs/180323_NB501961_0089_AHLN5JBGX5/rawdata/CMS_058_RNA_A_S9_R1_001.fastq.gz,mosquito,whole,RNA,NA,NA,NA,NA,NA,ALCO,CO2,female,NA,NA,NA,Culex,erythrothorax,blood fed,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,82.5,NA,NA,,0,0,
CMS001_059_Ra_S10,CMS_059_RNA_A_S10,CMS_059_RNA_A_S10,czbiohub-seqbot/fastqs/180323_NB501961_0089_AHLN5JBGX5/rawdata/CMS_059_RNA_A_S10_R2_001.fastq.gz,mosquito,whole,RNA,2017-10-24T00:00:00Z,37.6683,-122.15915, Industrial (waste water treatment plant),Urban,ALCO,CO2,female,NA,Culex,pipiens,Culex,pipiens,blood fed,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,201,NA,NA,,1,1,
CMS001_060_Ra_S12,CMS_060_RNA_A_S12,CMS_060_RNA_A_S12,czbiohub-seqbot/fastqs/180412_NB501961_0097_AHLMLMBGX5/rawdata/CMS_060_RNA_A_S12_R1_001.fastq.gz,mosquito,whole,RNA,2017-10-23T00:00:00Z,37.55697,-122.07938,Marsh / Wildlife Refuge / Park,Suburban,ALCO,CO2,female,NA,Culiseta,inornata,Culiseta,inornata,blood fed,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,66,NA,NA,,1,1,
CMS001_water1_S11,CMS_water1_S11,CMS_water1_S11,czbiohub-seqbot/fastqs/180323_NB501961_0089_AHLN5JBGX5/rawdata/CMS_water1_S11_R1_001.fastq.gz,NA,NA,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,NA,NA,NA,,1,1,
CMS001_water2_S24,CMS_water2_S24,CMS_water2_S24,czbiohub-seqbot/fastqs/180323_NB501961_0089_AHLN5JBGX5/rawdata/CMS_water2_S24_R1_001.fastq.gz,NA,NA,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,NA,NA,NA,,1,1,
CMS001_water3_Qiagen_S26,CMS_water3_Qiagen_S26,CMS_water3_Qiagen_S26,czbiohub-seqbot/fastqs/180412_NB501961_0097_AHLMLMBGX5/rawdata/CMS_water3_Qiagen_S26_R1_001.fastq.gz,NA,NA,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,NA,NA,NA,,1,1,
CMS001_water4_Zymo_S27,CMS_water4_Zymo_S27,CMS_water4_Zymo_S27,czbiohub-seqbot/fastqs/180412_NB501961_0097_AHLMLMBGX5/rawdata/CMS_water4_Zymo_S27_R1_001.fastq.gz,NA,NA,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,NA,NA,NA,,1,1,
CMS001_water5_RNA_A_S12,CMS_water5_RNA_A_S12,CMS_water5_RNA_A_S12,czbiohub-seqbot/fastqs/180417_NB501961_0099_AHWNYNAFXX/rawdata/CMS_water5_RNA_A_S12_R1_001.fastq.gz,NA,NA,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NEBNext Ultra II Directional RNA Library Prep Kit,NextSeq ,NA,NA,NA,,1,1,
CMS002_001a_Rb_S116_L004,CMS_002_1a_Rb_S116_L004,CMS_002_1a_Rb_S116_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_1a_Rb_S116_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,32.7962659,-116.9594824,Park/cemetary/golf course,urban,SAND,Gravid,female,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,blood fed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,78.4,NA,051818_1,,1,1,
CMS002_004a_Rb_S117_L004,CMS_002_4a_Rb_S117_L004,CMS_002_4a_Rb_S117_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_4a_Rb_S117_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,32.7991943,-116.9193062,Park/cemetary/golf course,suburban,SAND,Gravid,female,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,blood fed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,101.6,NA,051818_1,,1,1,
CMS002_007a_Rb_S118_L004,CMS_002_7a_Rb_S118_L004,CMS_002_7a_Rb_S118_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_7a_Rb_S118_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,32.7856362,-116.9887078,Park/cemetary/golf course,suburban,SAND,Gravid,female,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,blood fed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,103.2,NA,051818_1,,1,1,
CMS002_010a_Rb_S119_L004,CMS_002_10a_Rb_S119_L004,CMS_002_10a_Rb_S119_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_10a_Rb_S119_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,32.7981529,-116.9544084,Commerical/Industrial/Transportation,urban,SAND,Gravid,female,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,blood fed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,264,NA,051818_1,,1,1,
CMS002_013a_Rb_S120_L004,CMS_002_13a_Rb_S120_L004,CMS_002_13a_Rb_S120_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_13a_Rb_S120_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,32.7996185,-116.9393203,Residential,suburban,SAND,Gravid,female,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,blood fed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,30.56,NA,051818_1,,1,1,
CMS002_016a_Rb_S121_L004,CMS_002_16a_Rb_S121_L004,CMS_002_16a_Rb_S121_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_16a_Rb_S121_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-15T00:00:00Z,32.7152395,-117.1148424,Commerical/Industrial/Transportation,suburban,SAND,BG,female,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,81.6,NA,051818_1,,1,1,
CMS002_017a_Rb_S122_L004,CMS_002_17a_Rb_S122_L004,CMS_002_17a_Rb_S122_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_17a_Rb_S122_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-28T00:00:00Z,32.5542907,-117.04828,Residential,suburban,SAND,AGO,female,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,62.4,NA,051818_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_017b_Rb_S123_L004,CMS_002_17b_Rb_S123_L004,CMS_002_17b_Rb_S123_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_17b_Rb_S123_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-28T00:00:00Z,32.5542907,-117.04828,Residential,suburban,SAND,AGO,female,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,54.4,NA,051818_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_017c_Rb_S124_L004,CMS_002_17c_Rb_S124_L004,CMS_002_17c_Rb_S124_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_17c_Rb_S124_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-28T00:00:00Z,32.5542907,-117.04828,Residential,suburban,SAND,AGO,female,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,34.8,NA,051818_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_017d_Rb_S125_L004,CMS_002_17d_Rb_S125_L004,CMS_002_17d_Rb_S125_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_17d_Rb_S125_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-28T00:00:00Z,32.5542907,-117.04828,Residential,suburban,SAND,AGO,female,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,40.8,NA,051818_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_017e_Rb_S126_L004,CMS_002_17e_Rb_S126_L004,CMS_002_17e_Rb_S126_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_17e_Rb_S126_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-28T00:00:00Z,32.5542907,-117.04828,Residential,suburban,SAND,AGO,female,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,45.2,NA,051818_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_018a_Rb_S128_L004,CMS_002_18a_Rb_S128_L004,CMS_002_18a_Rb_S128_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_Water1_Rb_S127_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2018-11-28T00:00:00Z,32.6952215,-117.1221922,Commerical/Industrial/Transportation,urban,SAND,AGO,female,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,138.4,NA,051818_1,Mosquito selected from a pool of 2 mosquitoes ,1,1,
CMS002_018b_Rb_S129_L004,CMS_002_18b_Rb_S129_L004,CMS_002_18b_Rb_S129_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_18a_Rb_S128_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2018-11-28T00:00:00Z,32.6952215,-117.1221922,Commerical/Industrial/Transportation,urban,SAND,AGO,female,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,32.4,NA,051818_1,Mosquito selected from a pool of 2 mosquitoes ,1,1,
CMS002_019a_Rb_S130_L004,CMS_002_19a_Rb_S130_L004,CMS_002_19a_Rb_S130_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_18b_Rb_S129_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-11-29T00:00:00Z,32.760258,-117.0813933,Residential,suburban,SAND,AGO,female,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,38.72,NA,051818_1,,1,1,
CMS002_020a_Rb_S131_L004,CMS_002_20a_Rb_S131_L004,CMS_002_20a_Rb_S131_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_19a_Rb_S130_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-12-01T00:00:00Z,32.9407491,-117.2165239,Undeveloped,Rural,SAND,EVS,female,NA,Culiseta,particeps,Culiseta,particeps,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,135.2,NA,051818_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_020b_Rb_S132_L004,CMS_002_20b_Rb_S132_L004,CMS_002_20b_Rb_S132_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_20a_Rb_S131_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-12-01T00:00:00Z,32.9407491,-117.2165239,Undeveloped,Rural,SAND,EVS,female,NA,Culiseta,particeps,Culiseta,particeps,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,260.8,NA,051818_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_020c_Rb_S133_L004,CMS_002_20c_Rb_S133_L004,CMS_002_20c_Rb_S133_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_20b_Rb_S132_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-12-01T00:00:00Z,32.9407491,-117.2165239,Undeveloped,Rural,SAND,EVS,female,NA,Culiseta,particeps,Culiseta,particeps,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,148,NA,051818_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_020d_Rb_S134_L004,CMS_002_20d_Rb_S134_L004,CMS_002_20d_Rb_S134_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_20c_Rb_S133_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-12-01T00:00:00Z,32.9407491,-117.2165239,Undeveloped,Rural,SAND,EVS,female,NA,Culiseta,particeps,Culiseta,particeps,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,242.4,NA,051818_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_020e_Rb_S135_L004,CMS_002_20e_Rb_S135_L004,CMS_002_20e_Rb_S135_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_20d_Rb_S134_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-12-01T00:00:00Z,32.9407491,-117.2165239,Undeveloped,Rural,SAND,EVS,female,NA,Culiseta,particeps,Culiseta,particeps,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,145.6,NA,051818_1,Mosquito selected from a pool of 5 mosquitoes ,1,1,
CMS002_021a_Rb_S136_L004,CMS_002_21a_Rb_S136_L004,CMS_002_21a_Rb_S136_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_20e_Rb_S135_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-12-27T00:00:00Z,32.9407491,-117.2165239,Undeveloped,Rural,SAND,EVS,female,NA,Culiseta,particeps,Culiseta,particeps,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,235.2,NA,051818_1,,1,1,
CMS002_022a_Rb_S137_L004,CMS_002_22a_Rb_S137_L004,CMS_002_22a_Rb_S137_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_21a_Rb_S136_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-12-27T00:00:00Z,32.552783,-117.0559469,Undeveloped,suburban,SAND,EVS,female,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,96,NA,051818_1,Mosquito selected from a pool of 2 mosquitoes ,1,1,
CMS002_023a_Rb_S138_L004,CMS_002_23a_Rb_S138_L004,CMS_002_23a_Rb_S138_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_22a_Rb_S137_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-12-27T00:00:00Z,32.5928337,-117.0575668,Commerical/Industrial/Transportation,urban,SAND,EVS,female,NA,Culex,quinquefasciatus,Culex,quinquefasciatus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,61.6,NA,051818_1,,1,1,
CMS002_025a_Rb_S140_L004,CMS_002_25a_Rb_S140_L004,CMS_002_25a_Rb_S140_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_23a_Rb_S138_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954615,-117.693828,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,051818_2,Mosquito selected from a pool of 6 mosquitoes; tube contained beads and broken up parts,1,1,
CMS002_025b_Rb_S141_L004,CMS_002_25b_Rb_S141_L004,CMS_002_25b_Rb_S141_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_Water2_Rb_S139_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954615,-117.693828,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,NA,NA,051818_2,Mosquito selected from a pool of 6 mosquitoes; tube contained beads and broken up parts,1,1,
CMS002_025c_Rb_S142_L004,CMS_002_25c_Rb_S142_L004,CMS_002_25c_Rb_S142_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_25a_Rb_S140_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954615,-117.693828,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,40.8,NA,051818_2,Mosquito selected from a pool of 6 mosquitoes; tube contained beads and broken up parts,1,1,
CMS002_025d_Rb_S143_L004,CMS_002_25d_Rb_S143_L004,CMS_002_25d_Rb_S143_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_25b_Rb_S141_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954615,-117.693828,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,50.8,NA,051818_2,Mosquito selected from a pool of 6 mosquitoes; tube contained beads and broken up parts,1,1,
CMS002_025e_Rb_S144_L004,CMS_002_25e_Rb_S144_L004,CMS_002_25e_Rb_S144_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_25c_Rb_S142_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954615,-117.693828,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,36.64,NA,051818_2,Mosquito selected from a pool of 6 mosquitoes; tube contained beads and broken up parts,1,1,
CMS002_025f_Rb_S145_L004,CMS_002_25f_Rb_S145_L004,CMS_002_25f_Rb_S145_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_25d_Rb_S143_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-23T00:00:00Z,33.954615,-117.693828,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,aegypti,Aedes,aegypti,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,296,NA,051818_2,Mosquito selected from a pool of 6 mosquitoes; tube contained beads and broken up parts,1,1,
CMS002_026a_Rb_S146_L004,CMS_002_26a_Rb_S146_L004,CMS_002_26a_Rb_S146_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_25e_Rb_S144_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-29T00:00:00Z,34.155852,-117.666926,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,29.12,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts ,1,1,
CMS002_026b_Rb_S147_L004,CMS_002_26b_Rb_S147_L004,CMS_002_26b_Rb_S147_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_25f_Rb_S145_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-29T00:00:00Z,34.155852,-117.666926,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,26.96,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts ,1,1,
CMS002_026c_Rb_S148_L004,CMS_002_26c_Rb_S148_L004,CMS_002_26c_Rb_S148_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_26a_Rb_S146_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-29T00:00:00Z,34.155852,-117.666926,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,18.4,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts ,1,1,
CMS002_026d_Rb_S149_L004,CMS_002_26d_Rb_S149_L004,CMS_002_26d_Rb_S149_L004,czbiohub-seqbot/fastqs/180711_A00111_0173_BH5LNFDSXX/rawdata/Annie_Kalani/CMS_002_26b_Rb_S147_L004_R1_001.fastq.gz,mosquito,whole mosquito,RNA,2017-08-29T00:00:00Z,34.155852,-117.666926,Residential,Suburban,WVAL ,EVS,NA,NA,Aedes,albopictus,Aedes,albopictus,unfed,1,NA,NA,(Bravo) NEBNext Ultra II Directional RNA Library Prep Kit,NovaSeq,119.2,NA,051818_2,Mosquito selected from a pool of 5 mosquitoes; tube contained beads and broken up parts ,1,1,
