CMS001_003_Ra_S2|NODE_67_length_1724_cov_9.762599	PicornaRdRp_PF00680_full,LuteoTotiRotaRdRp_PF02123_full,BromoTobamoTogaRdRp_PF00978_full
CMS002_026b_Rb_S147_L004|NODE_1_length_6620_cov_45.772276	BunyaRdRp_PF04196_full
CMS002_026b_Rb_S147_L004|NODE_9_length_1603_cov_3.652687	PicornaRdRp_PF00680_full,LuteoTotiRotaRdRp_PF02123_full,BromoTobamoTogaRdRp_PF00978_full
CMS002_045c_Rb_S185_L004|NODE_2_length_3051_cov_1390.640215	PicornaRdRp_PF00680_full,LuteoTotiRotaRdRp_PF02123_full
CMS002_045c_Rb_S185_L004|NODE_4_length_2416_cov_15.575460	OrthomyxoRdRp_PF00602_full
CMS002_037a_Rb_S171_L004|NODE_6_length_3200_cov_2406.796029	PicornaRdRp_PF00680_full,LuteoTotiRotaRdRp_PF02123_full
CMS001_024_Ra_S15|NODE_4_length_4004_cov_2.393175	LuteoTotiRotaRdRp_PF02123_full,PicornaRdRp_PF00680_full
CMS002_033a_Rb_S167_L004|NODE_9_length_3209_cov_3131.693167	PicornaRdRp_PF00680_full,LuteoTotiRotaRdRp_PF02123_full
CMS002_028d_Rb_S157_L004|NODE_1_length_10901_cov_68.016814	BromoTobamoTogaRdRp_PF00978_full
CMS002_028d_Rb_S157_L004|NODE_7_length_3160_cov_703.749270	MitoRdRp_PF05919_full
CMS001_037_Ra_S21|NODE_1_length_10869_cov_56.200056	BromoTobamoTogaRdRp_PF00978_full,PicornaRdRp_PF00680_full
CMS002_029d_Rb_S162_L004|NODE_2_length_7467_cov_145.020568	BunyaRdRp_PF04196_full,ArenaRdRp_PF06317_full,OrthomyxoRdRp_PF00602_full
CMS002_029d_Rb_S162_L004|NODE_3_length_7380_cov_3.942352	LuteoTotiRotaRdRp_PF02123_full,PicornaRdRp_PF00680_full,BromoTobamoTogaRdRp_PF00978_full
CMS002_029d_Rb_S162_L004|NODE_7_length_3160_cov_829.042167	MitoRdRp_PF05919_full
CMS002_029d_Rb_S162_L004|NODE_13_length_2438_cov_53.443033	OrthomyxoRdRp_PF00602_full,BunyaRdRp_PF04196_full
